sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country","population_total","population_male","population_female","deaths_num_total","deaths_num_male","deaths_num_female","deaths_num_infant","deaths_num_neonatal","deaths_num_perinatal","deaths_rate_crude","deaths_rate_agestd_total","deaths_rate_agestd_male","deaths_rate_agestd_female","deaths_rate_infant","deaths_rate_neonatal","deaths_rate_perinatal","match_type","matched_by"
"Hugh Bayley","161","York Central","Labour","1620","2942","2787","http://sexymp.co.uk/mp/34.jpg","E14001061","65965","York Central","England","197800","96300","101500","1794","894","900","8","5","13","9.1","526.5","650.8","429","3.9","2.4","6.2","covered_by","E06000014"
"Rory Stewart","162","Penrith and The Border","Conservative","1488","3082","2431","http://sexymp.co.uk/mp/564.jpg","E14000877","66081","Penrith and The Border","England","499800","246100","253700","5464","2556","2908","17","10","28","10.9","556.9","633.6","488.6","3.4","2","5.5","covered_by","E10000006"
"Derek Twigg","163","Halton","Labour","1552","3079","2666","http://sexymp.co.uk/mp/593.jpg","E14000725","65915","Halton","England","125700","61300","64400","1109","546","563","6","3","15","8.8","629.6","736.3","554.1","3.8","1.9","9.5","covered_by","E06000006"
"Greg Hands","164","Chelsea and Fulham","Conservative","1470","3228","2480","http://sexymp.co.uk/mp/261.jpg","E14000629","65818","Chelsea and Fulham","England","170350","83600","86750","875.5","446.5","429","9","7.5","17","5.1","493.6","597.6","404.9","3.6999999999999997","3.05","7.1","overlapped_by (calculated average)","E09000013,E09000020"
"Sadiq Khan","165","Tooting","Labour","1750","2912","3220","http://sexymp.co.uk/mp/340.jpg","E14000998","65554","Tooting","England","307700","149200","158500","1521","726","795","18","13","41","4.9","531.7","628.4","451.5","3.3","2.4","7.4","covered_by","E09000032"
"Ian Murray","166","Edinburgh South","Labour","1563","3030","2672","http://sexymp.co.uk/mp/448.jpg","S14000024","14421","Edinburgh South","Scotland","495400","239700","255600","4232","2013","2219","22","15","35","8.5","590.1","712.9","492.2","4","2.7","6.3","covered_by","S12000036"
"Edward Garnier","167","Harborough","Conservative","1523","2955","2470","http://sexymp.co.uk/mp/218.jpg","E14000728","65675","Harborough","England","651200","321700","329500","5455","2732","2723","22","19","41","8.4","473.7","574.1","390.8","3.2","2.7","5.9","covered_by","E10000018"
"David Lammy","168","Tottenham","Labour","1535","3201","2721","http://sexymp.co.uk/mp/346.jpg","E14001002","66074","Tottenham","England","255500","126800","128699","1107","574","533","15","10","26","4.3","492.2","593","408.9","3.5","2.4","6.1","covered_by","E09000014"
"David Ruttley","169","Macclesfield","Conservative","1478","3128","2440","http://sexymp.co.uk/mp/523.jpg","E14000802","65896","Macclesfield","England","370700","181700","189000","3420","1576","1844","15","11","29","9.2","480.5","545.4","424.5","3.7","2.7","7.2","covered_by","E06000049"
"Theresa May","170","Maidenhead","Conservative","1564","31231","27721","http://sexymp.co.uk/mp/390.jpg","E14000803","65901","Maidenhead","England","150000","74200","75800","1092.5","512.5","580","7.5","6","15.5","7.300000000000001","443","506.95000000000005","387.45","4.1","3.3","8.45","overlapped_by (calculated average)","E06000040,E06000041"
"John Stevenson","171","Carlisle","Conservative","1646","2882","2841","http://sexymp.co.uk/mp/561.jpg","E14000620","65929","Carlisle","England","107500","52500","55000","1062","493","569","5","2","6","9.9","547.1","618.1","483.4","3.8","0","4.6","covered_by","E07000028"
"Alun Cairns","172","Vale of Glamorgan","Conservative","1425","3095","2228","http://sexymp.co.uk/mp/96.jpg","W07000078","66098","Vale of Glamorgan","Wales","211475","103775","107700","1903.5","930.5","973","10.75","7.75","15.75","9.3","580.15","693.425","488.925","3.7","2.55","5.225","overlapped_by (calculated average)","W06000013,W06000014,W06000015,W06000016"
"Alan Campbell","173","Tynemouth","Labour","1648","2799","2762","http://sexymp.co.uk/mp/98.jpg","E14001006","65868","Tynemouth","England","201200","97100","104100","2014","960","1054","6","6","18","10","576.2","693.9","490.1","2.5","2.5","7.4","covered_by","E08000022"
"Gavin Williamson","174","South Staffordshire","Conservative","1379","3206","2136","http://sexymp.co.uk/mp/631.jpg","E14000945","65943","South Staffordshire","England","108300","53300","55000","1016","475","541","2","2","5","9.4","473.1","539.9","418.6","0","0","5.4","covered_by","E07000196"
"Stephen Phillips","175","Sleaford and North Hykeham","Conservative","1482","3163","2504","http://sexymp.co.uk/mp/481.jpg","E14000929","65920","Sleaford and North Hykeham","England","714800","348300","366500","7512","3747","3765","26","15","42","10.5","531.4","631.4","447.5","3.3","1.9","5.3","covered_by","E10000019"
"John Woodcock","176","Barrow and Furness","Labour Co-operative","1529","3139","2664","http://sexymp.co.uk/mp/641.jpg","E14000543","66006","Barrow and Furness","England","499800","246100","253700","5464","2556","2908","17","10","28","10.9","556.9","633.6","488.6","3.4","2","5.5","covered_by","E10000006"
"Conor Burns","177","Bournemouth West","Conservative","1654","2788","2787","http://sexymp.co.uk/mp/87.jpg","E14000585","65933","Bournemouth West","England","165800","82000","83750","1716","812.5","903.5","7.5","5.5","13.5","10.350000000000001","506.75","606.8","419.75","3.7","2.65","6.65","overlapped_by (calculated average)","E06000028,E06000029"
"Barry Gardiner","178","Brent North","Labour","1596","3006","2805","http://sexymp.co.uk/mp/217.jpg","E14000592","65595","Brent North","England","312200","157300","155000","1471","791","680","31","21","50","4.7","458","561.7","368.1","5.9","4","9.5","covered_by","E09000005"
"Charles Kennedy","179","Ross, Skye and Lochaber","Liberal Democrat","1550","2994","2633","http://sexymp.co.uk/mp/339.jpg","S14000055","14452","Ross, Skye and Lochaber","Scotland","5254800","2548200","2706600","53661","25913","27748","238","159","409","10.2","640.9","765.8","539.9","4.1","2.7","6.9","covered_by","S15000001"
"Tom Greatrix","180","Rutherglen and Hamilton West","Labour Co-operative","1515","3315","2779","http://sexymp.co.uk/mp/240.jpg","S14000056","14453","Rutherglen and Hamilton West","Scotland","312700","149900","162800","3214","1511","1703","12","11","24","10.3","651.6","767.1","559.8","3.4","3.1","6.8","covered_by","S12000029"
"Craig Whittacker","181","Calder Valley","Conservative","1429","3074","2257","http://sexymp.co.uk/mp/621.jpg","E14000614","65906","Calder Valley","England","204200","99800","104400","1850","908","942","16","10","22","9.1","584.3","718.4","475.6","6.2","3.9","8.5","covered_by","E08000033"
"Thomas Docherty","182","Dunfermline and West Fife","Labour","1613","2832","2720","http://sexymp.co.uk/mp/158.jpg","S14000017","14414","Dunfermline and West Fife","Scotland","367400","177300","190000","3759","1824","1935","16","12","35","10.2","610","744.2","508.5","3.7","2.8","8.2","covered_by","S12000015"
"Adam Holloway","183","Gravesham","Conservative","1395","3194","2218","http://sexymp.co.uk/mp/294.jpg","E14000715","65944","Gravesham","England","101800","50200","51600","832","407","425","4","4","15","8.2","521.2","622.1","427.7","2.9","2.9","10.7","covered_by","E07000109"
"Marcus Jones","184","Nuneaton","Conservative","1640","2713","2690","http://sexymp.co.uk/mp/329.jpg","E14000868","65663","Nuneaton","England","546600","269600","277000","4823","2371","2452","28","21","46","8.8","495.1","593.6","415.4","4.5","3.3","7.3","covered_by","E10000031"
"Jessica Lee","185","Erewash","Conservative","1559","30369","27155","http://sexymp.co.uk/mp/354.jpg","E14000695","65743","Erewash","England","112200","54900","57300","974","467","507","3","2","0","8.7","491.6","576.3","420.5","2.3","0","0","covered_by","E07000036"
"Jesse Norman","186","Hereford and South Herefordshire","Conservative","1424","3578","2611","http://sexymp.co.uk/mp/457.jpg","E14000743","65582","Hereford and South Herefordshire","England","183600","90400","93300","1915","934","981","11","8","8","10.4","504.2","603","424.9","5.9","4.3","4.3","covered_by","E06000019"
"George Osborne","187","Tatton","Conservative","1456","3641","2802","http://sexymp.co.uk/mp/465.jpg","E14000987","65964","Tatton","England","350100","171150","178950","3287.5","1539.5","1748","16","13.5","31","9.399999999999999","504.45","581.15","438.45","4.1","3.5","8","overlapped_by (calculated average)","E06000050,E06000049"
"Paul Farrelly","188","Newcastle-under-Lyme","Labour","1584","3035","2811","http://sexymp.co.uk/mp/197.jpg","E14000834","65861","Newcastle-under-Lyme","England","123900","61200","62600","1203","586","617","8","5","10","9.7","542.6","637.6","474.5","6.3","3.9","7.8","covered_by","E07000195"
"Matthew Offord","189","Hendon","Conservative","1363","3801","2498","http://sexymp.co.uk/mp/461.jpg","E14000741","65754","Hendon","England","357500","173400","184100","2305","1038","1267","19","13","33","6.4","437.8","502","385.1","3.5","2.4","6","covered_by","E09000003"
"Edward Davey","190","Kingston and Surbiton","Liberal Democrat","1620","2773","2701","http://sexymp.co.uk/mp/143.jpg","E14000770","65778","Kingston and Surbiton","England","457000","223766.66666666666","233233.33333333334","3673.3333333333335","1717.6666666666667","1955.6666666666667","16.666666666666668","12.333333333333334","35.333333333333336","7.433333333333334","437.6666666666667","513","374.3666666666666","2.1333333333333333","1.8666666666666665","5.833333333333333","overlapped_by (calculated average)","E09000021,E10000030,E07000208"
"Michael Dugher","191","Barnsley East","Labour","1452","3307","2544","http://sexymp.co.uk/mp/172.jpg","E14000542","66012","Barnsley East","England","231900","114000","117900","2274","1084","1190","8","4","20","9.8","601.9","696.3","522.1","2.7","1.3","6.6","covered_by","E08000016"
"Philip Dunne","192","Ludlow","Conservative","1514","2992","2527","http://sexymp.co.uk/mp/175.jpg","E14000799","65690","Ludlow","England","307100","152200","154900","2987","1395","1592","10","7","14","9.7","485.3","555","425.4","3.5","2.4","4.8","covered_by","E06000051"
"Michael Fallon","193","Sevenoaks","Conservative","1523","2898","2481","http://sexymp.co.uk/mp/196.jpg","E14000918","65698","Sevenoaks","England","115400","56000","59400","997","467","530","6","4","8","8.6","446.7","524.8","381.1","4.5","3","5.9","covered_by","E07000111"
"Mark Simmonds","194","Boston and Skegness","Conservative","1408","3175","2269","http://sexymp.co.uk/mp/539.jpg","E14000582","65969","Boston and Skegness","England","714800","348300","366500","7512","3747","3765","26","15","42","10.5","531.4","631.4","447.5","3.3","1.9","5.3","covered_by","E10000019"
"Stephen Dorrell","195","Charnwood","Conservative","1477","2981","2388","http://sexymp.co.uk/mp/164.jpg","E14000625","65615","Charnwood","England","651200","321700","329500","5455","2732","2723","22","19","41","8.4","473.7","574.1","390.8","3.2","2.7","5.9","covered_by","E10000018"
"Gavin Shuker","196","Luton South","Labour Co-operative","1547","3051","2705","http://sexymp.co.uk/mp/538.jpg","E14000801","66080","Luton South","England","229600","114550","115100","1565.5","795.5","770","14.5","9.5","20","6.75","512.2","601.5999999999999","431.5","4.2","2.75","5.800000000000001","overlapped_by (calculated average)","E06000032,E06000056"
"Julian Smith","197","Skipton and Ripon","Conservative","1426","3148","2326","http://sexymp.co.uk/mp/550.jpg","E14000928","65986","Skipton and Ripon","England","601200","296400","304800","6049","2844","3205","19","14","35","10.1","495","579.3","425.4","3.1","2.3","5.8","covered_by","E10000023"
"Sarah Teather","198","Brent Central","Liberal Democrat","1386","48648","33555","http://sexymp.co.uk/mp/581.jpg","E14000591","66065","Brent Central","England","312200","157300","155000","1471","791","680","31","21","50","4.7","458","561.7","368.1","5.9","4","9.5","covered_by","E09000005"
"Jeremy Corbyn","199","Islington North","Labour","1605","2962","2845","http://sexymp.co.uk/mp/126.jpg","E14000763","65937","Islington North","England","206300","101800","104500","1042","566","476","8","6","23","5.1","571.8","710.7","450.2","2.7","2","7.6","covered_by","E09000019"
"Richard Graham","200","Gloucester","Conservative","1439","3316","2507","http://sexymp.co.uk/mp/236.jpg","E14000712","65996","Gloucester","England","121900","60100","61800","1003","536","467","5","2","13","8.2","556.7","727.6","416.9","2.8","0","7.1","covered_by","E07000081"
"Khalid Mahmood","201","Birmingham, Perry Barr","Labour","1549","2952","2628","http://sexymp.co.uk/mp/384.jpg","E14000566","66028","Birmingham, Perry Barr","England","1074300","528800","545400","7985","3926","4059","143","107","193","7.4","579.2","694.3","480.8","8.2","6.1","11","covered_by","E08000025"
"Clive Betts","202","Sheffield South East","Labour","1539","3102","2729","http://sexymp.co.uk/mp/48.jpg","E14000920","65793","Sheffield South East","England","551800","272500","279200","4719","2288","2431","35","22","50","8.6","555.6","660.5","469","5.2","3.2","7.3","covered_by","E08000019"
"Elizabeth Truss","203","South West Norfolk","Conservative","1417","39673","28958","http://sexymp.co.uk/mp/590.jpg","E14000952","65652","South West Norfolk","England","859400","421200","438200","8869","4295","4574","46","36","83","10.3","485.1","568","415.7","4.9","3.9","8.8","covered_by","E10000020"
"Frank Doran","204","Aberdeen North","Labour","1546","3104","2760","http://sexymp.co.uk/mp/163.jpg","S14000001","14398","Aberdeen North","Scotland","220400","109300","111200","1973","957","1016","8","5","11","9","618","739.3","511.4","3.1","1.9","4.2","covered_by","S12000033"
"Mark Lancaster","205","Milton Keynes North","Conservative","1373","3286","2228","http://sexymp.co.uk/mp/347.jpg","E14000821","65953","Milton Keynes North","England","249900","123600","126300","1552","763","789","12","9","30","6.2","538.2","644.6","453.6","3.1","2.3","7.6","covered_by","E06000042"
"Jeremy Lefroy","206","Stafford","Conservative","1480","2951","2391","http://sexymp.co.uk/mp/357.jpg","E14000965","66067","Stafford","England","849500","420400","429100","7591","3625","3966","46","33","73","8.9","510.2","589.8","445.6","5.1","3.7","8.1","covered_by","E10000028"
"John Mann","207","Bassetlaw","Labour","1502","3057","2559","http://sexymp.co.uk/mp/387.jpg","E14000546","65711","Bassetlaw","England","113000","56100","56900","1119","571","548","5","4","13","9.9","558.4","675.1","460.8","3.9","3.1","10","covered_by","E07000171"
"Andrew Rosindell","208","Romford","Conservative","1488","3001","2456","http://sexymp.co.uk/mp/514.jpg","E14000900","66077","Romford","England","237900","114500","123400","2105","999","1106","12","8","21","8.8","477.8","584.1","395.2","4.1","2.8","7.2","covered_by","E09000016"
"Karl Turner","209","Kingston upon Hull East","Labour","1477","3465","2790","http://sexymp.co.uk/mp/592.jpg","E14000771","65709","Kingston upon Hull East","England","256100","128300","127800","2358","1189","1169","13","8","23","9.2","672","808.1","555.5","3.4","2.1","6","covered_by","E06000010"
"Nick de Bois","210","Enfield North","Conservative","1571","2735","2523","http://sexymp.co.uk/mp/151.jpg","E14000691","66050","Enfield North","England","313900","151500","162400","1846","921","925","21","10","41","5.9","455.5","568.5","370.2","4.3","2","8.3","covered_by","E09000010"
"Liam Fox","211","North Somerset","Conservative","1452","3293","2556","http://sexymp.co.uk/mp/208.jpg","E14000850","65817","North Somerset","England","203100","98700","104400","2214","1013","1201","12","9","12","10.9","512.8","595.8","442.5","5.1","3.9","5.1","covered_by","E06000024"
"Mark Francois","212","Rayleigh and Wickford","Conservative","1438","3034","2303","http://sexymp.co.uk/mp/210.jpg","E14000888","65795","Rayleigh and Wickford","England","1396600","681800","714800","12864","6082","6782","64","46","113","9.2","499","580.6","430.9","3.9","2.8","6.9","covered_by","E10000012"
"Andrew Jones","213","Harrogate and Knaresborough","Conservative","1398","3117","2214","http://sexymp.co.uk/mp/324..jpg","E14000730","65578","Harrogate and Knaresborough","England","158700","77600","81100","1516","664","852","5","4","9","9.6","472.7","531.4","429.5","3","2.4","5.4","covered_by","E07000165"
"Michael Moore","214","Berwickshire, Roxburgh and Selkirk","Liberal Democrat","1481","3226","2621","http://sexymp.co.uk/mp/429.jpg","S14000008","14405","Berwickshire, Roxburgh and Selkirk","Scotland","113200","54900","58200","1234","574","660","3","1","7","10.9","567.5","640.4","499.2","2.7","0","6.3","covered_by","S12000026"
"Andrew Smith","215","Oxford East","Labour","1597","2859","2730","http://sexymp.co.uk/mp/546.jpg","E14000873","66060","Oxford East","England","150200","74800","75500","949","487","462","7","7","12","6.3","546.6","700.9","412.1","3.4","3.4","5.7","covered_by","E07000178"
"Douglas Alexander","216","Paisley and Renfrewshire South","Labour","1416","3980","2921","http://sexymp.co.uk/mp/9.jpg","S14000053","14450","Paisley and Renfrewshire South","Scotland","170700","81800","88800","1838","916","922","6","5","19","10.8","686.2","841.9","565.3","3.3","2.7","10.3","covered_by","S12000038"
"David Jones","217","Clwyd West","Conservative","1521","3044","2637","http://sexymp.co.uk/mp/325.jpg","W07000059","66100","Clwyd West","Wales","104600","50950","53650","1273.5","599.5","674","5","3.5","8.5","12.100000000000001","557.2","643.9000000000001","485.29999999999995","4.300000000000001","2.1","7.35","overlapped_by (calculated average)","W06000003,W06000004"
"Desmond Swayne","218","New Forest West","Conservative","1489","3034","2514","http://sexymp.co.uk/mp/575.jpg","E14000828","65815","New Forest West","England","176800","84900","91900","1998","928","1070","7","1","8","11.3","424.5","493.8","366","4.4","0","5","covered_by","E07000091"
"David Lidington","219","Aylesbury","Conservative","1508","2909","2487","http://sexymp.co.uk/mp/366.jpg","E14000538","65739","Aylesbury","England","506600","249000","257600","3793","1863","1930","20","16","58","7.5","447.5","536","374.1","3.3","2.6","9.4","covered_by","E10000002"
"Michael McCann","220","East Kilbride, Strathaven and Lesmahagow","Labour","1529","3028","2669","http://sexymp.co.uk/mp/393.jpg","S14000019","14416","East Kilbride, Strathaven and Lesmahagow","Scotland","312700","149900","162800","3214","1511","1703","12","11","24","10.3","651.6","767.1","559.8","3.4","3.1","6.8","covered_by","S12000029"
"Toby Perkins","221","Chesterfield","Labour","1492","3106","2593","http://sexymp.co.uk/mp/479.jpg","E14000632","65980","Chesterfield","England","103800","50900","52900","1118","536","582","3","2","0","10.8","592.1","702.9","498.5","2.4","0","0","covered_by","E07000034"
"Andrew George","222","St Ives","Liberal Democrat","1516","2930","2542","http://sexymp.co.uk/mp/221.jpg","E14000964","65854","St Ives","England","536000","259600","276400","5663","2764","2899","33","22","39","10.6","502.9","606.2","416.9","5.7","3.8","6.7","covered_by","E06000052"
"Charles Walker","223","Broxbourne","Conservative","1380","3588","2509","http://sexymp.co.uk/mp/604.jpg","E14000606","65639","Broxbourne","England","1119800","549000","570800","8708","4199","4509","53","44","107","7.8","474.1","564.5","401","3.5","2.9","7.1","covered_by","E10000015"
"Stephen Barclay","224","North East Cambridgeshire","Conservative","1318","3477","2173","http://sexymp.co.uk/mp/29.jpg","E14000842","66063","North East Cambridgeshire","England","246625","122625","124000","1911.25","942","969.25","12.5","8.5","21.5","8.35","499.85","601.75","418.65000000000003","4.45","3.0749999999999997","7.425","overlapped_by (calculated average)","E06000031,E10000003,E07000009,E07000010"
"Chris Huhne","225","Eastleigh","Liberal Democrat","1520","3021","2639","http://sexymp.co.uk/mp/305.jpg","E14000685","65881","Eastleigh","England","125900","61700","64200","911","448","463","5","3","11","7.2","414.2","500.5","348","3.2","1.9","7.1","covered_by","E07000086"
"Oliver Heald","226","North East Hertfordshire","Conservative","1453","3003","2386","http://sexymp.co.uk/mp/273.jpg","E14000845","65840","North East Hertfordshire","England","1119800","549000","570800","8708","4199","4509","53","44","107","7.8","474.1","564.5","401","3.5","2.9","7.1","covered_by","E10000015"
"Phillip Lee","227","Bracknell","Conservative","1387","3232","2299","http://sexymp.co.uk/mp/355.jpg","E14000586","65697","Bracknell","England","134300","66600","67700","872.5","400","472.5","5","4","14.5","6.45","452.6","495.75","412.95","2.85","1.6","8.35","overlapped_by (calculated average)","E06000036,E06000041"
"Peter Lilley","228","Hitchin and Harpenden","Conservative","1489","3066","2569","http://sexymp.co.uk/mp/367.jpg","E14000749","65724","Hitchin and Harpenden","England","1119800","549000","570800","8708","4199","4509","53","44","107","7.8","474.1","564.5","401","3.5","2.9","7.1","covered_by","E10000015"
"John McDonnell","229","Hayes and Harlington","Labour","1524","3168","2792","http://sexymp.co.uk/mp/401.jpg","E14000737","65912","Hayes and Harlington","England","275500","136800","138700","1780","866","914","13","8","30","6.5","481.9","556.5","418.9","3","1.8","6.8","covered_by","E09000017"
"Greg Mulholland","230","Leeds North West","Liberal Democrat","1579","2764","2625","http://sexymp.co.uk/mp/441.jpg","E14000780","66068","Leeds North West","England","750700","368000","382700","6362","3065","3297","43","33","98","8.5","578.9","682.4","493.6","4.2","3.3","9.6","covered_by","E08000035"
"Frank Field","231","Birkenhead","Labour","1505","2916","2506","http://sexymp.co.uk/mp/200.jpg","E14000559","65581","Birkenhead","England","319800","153800","166000","3370","1589","1781","17","15","34","10.5","567.6","683.7","467.3","4.5","3.9","8.9","covered_by","E08000015"
"Roger Gale","232","North Thanet","Conservative","1636","2724","2789","http://sexymp.co.uk/mp/215.jpg","E14000852","65605","North Thanet","England","1466500","717200","749200","13434","6437","6997","61","38","119","9.2","504.8","603.6","423.2","3.5","2.2","6.7","covered_by","E10000016"
"Mark Reckless","233","Rochester and Strood","Conservative","1522","2923","2582","http://sexymp.co.uk/mp/495.jpg","E14000898","66043","Rochester and Strood","England","264900","131400","133500","2013","978","1035","12","8","23","7.6","557.6","658.6","474.8","3.4","2.2","6.4","covered_by","E06000035"
"Jim Cunningham","234","Coventry South","Labour","1470","3431","2819","http://sexymp.co.uk/mp/137.jpg","E14000651","65877","Coventry South","England","316900","157800","159100","2630","1303","1327","27","17","34","8.3","577.2","689.7","479.4","5.6","3.5","7","covered_by","E08000026"
"Hilary Benn","235","Leeds Central","Labour","1472","3152","2594","http://sexymp.co.uk/mp/41.jpg","E14000777","65765","Leeds Central","England","750700","368000","382700","6362","3065","3297","43","33","98","8.5","578.9","682.4","493.6","4.2","3.3","9.6","covered_by","E08000035"
"Edward Vaisey","236","Wantage","Conservative","1333","3605","2348","http://sexymp.co.uk/mp/598.jpg","E14001015","65638","Wantage","England","654800","324100","330700","5058","2476","2582","31","22","54","7.7","476.2","566.8","400.2","3.6","2.6","6.3","covered_by","E10000025"
"Simon Wright","237","Norwich South","Liberal Democrat","1510","2940","2563","http://sexymp.co.uk/mp/646.jpg","E14000864","65634","Norwich South","England","859400","421200","438200","8869","4295","4574","46","36","83","10.3","485.1","568","415.7","4.9","3.9","8.8","covered_by","E10000020"
"James Clappison","238","Hertsmere","Conservative","1452","2980","2391","http://sexymp.co.uk/mp/110.jpg","E14000745","65994","Hertsmere","England","100400","48500","51900","841","382","459","7","7","12","8.4","485.2","546.7","439.4","5.4","5.4","9.3","covered_by","E07000098"
"Andrew Gwynne","239","Denton and Reddish","Labour","1526","3030","2707","http://sexymp.co.uk/mp/249.jpg","E14000661","65924","Denton and Reddish","England","251500","123100","128350","2352","1117","1235","18","10","24","9.4","584.65","680.05","499.29999999999995","5.55","3.0999999999999996","7.3999999999999995","overlapped_by (calculated average)","E08000007,E08000008"
"Alan Keen","240","Feltham and Heston","Labour Co-operative","1649","2908","3044","http://sexymp.co.uk/mp/336.jpg","E14000701","65655","Feltham and Heston","England","254900","128100","126800","1403","696","707","20","14","38","5.5","513","600.5","443.6","4.4","3.1","8.3","covered_by","E09000018"
"Jonathan Lord","241","Woking","Conservative","1455","2984","2400","http://sexymp.co.uk/mp/373.jpg","E14001047","66039","Woking","England","1135400","556400","578900","9419","4408","5011","41","29","89","8.3","446.2","524","380.7","2.9","2.1","6.3","covered_by","E10000030"
"John Penrose","242","Weston-super-Mare","Conservative","1418","3080","2338","http://sexymp.co.uk/mp/477.jpg","E14001038","65742","Weston-Super-Mare","England","203100","98700","104400","2214","1013","1201","12","9","12","10.9","512.8","595.8","442.5","5.1","3.9","5.1","covered_by","E06000024"
"Jack Lopresti","243","Filton and Bradley Stoke","Conservative","1446","3068","2443","http://sexymp.co.uk/mp/372.jpg","E14000702","65865","Filton and Bradley Stoke","England","263400","130699","132700","2011","980","1031","5","4","12","7.6","456","538.5","380.3","1.6","1.3","3.8","covered_by","E06000025"
"Robert Buckland","244","South Swindon","Conservative","1439","2942","2318","http://sexymp.co.uk/mp/83.jpg","E14000947","65800","South Swindon","England","209700","104900","104800","1605","775","830","8","6","22","7.7","539.2","614.9","476.6","2.7","2","7.3","covered_by","E06000030"
"Heidi Alexander","245","Lewisham East","Labour","1358","41112","28336","http://sexymp.co.uk/mp/10.jpg","E14000787","65705","Lewisham East","England","276900","135600","141300","1607","768","839","22","15","52","5.8","580.8","686","493.4","4.5","3.1","10.5","covered_by","E09000023"
"Robert Goodwill","246","Scarborough and Whitby","Conservative","1598","2865","2831","http://sexymp.co.uk/mp/234.jpg","E14000913","65891","Scarborough and Whitby","England","108700","52600","56200","1404","662","742","7","5","7","12.9","585.8","696.5","490.4","6.3","4.5","6.3","covered_by","E07000168"
"Sajid Javid","247","Bromsgrove","Conservative","1495","2996","2574","http://sexymp.co.uk/mp/318.jpg","E14000605","65617","Bromsgrove","England","93700","46300","47400","927","393","534","1","1","0","9.9","461.4","489.4","434.5","0","0","0","covered_by","E07000234"
"Jim McGovern","248","Dundee West","Labour","1649","2742","2879","http://sexymp.co.uk/mp/404.jpg","S14000016","14413","Dundee West","Scotland","128100","61600","66500","1441","695","746","8","5","11.5","11.2","643.4","756.4","553.2","5.45","3.3","7.949999999999999","overlapped_by (calculated average)","S12000041,S12000042"
"David Mundell","249","Dumfriesshire, Clydesdale and Tweeddale","Conservative","1527","2920","2626","http://sexymp.co.uk/mp/442.jpg","S14000014","14411","Dumfriesshire, Clydesdale and Tweeddale","Scotland","191333.33333333334","92166.66666666667","99133.33333333333","2051.6666666666665","961.6666666666666","1090","6","4.666666666666667","11","10.9","596.1333333333333","685.6666666666666","520.7666666666667","2.733333333333334","1.0333333333333334","4.366666666666666","overlapped_by (calculated average)","S12000006,S12000026,S12000029"
"Andrew Percy","250","Brigg and Goole","Conservative","1514","2865","2533","http://sexymp.co.uk/mp/478.jpg","E14000596","66000","Brigg and Goole","England","5288200","2602000","2686200","48527","23466","25061","327","228","538","9.2","566.2","670","480.6","4.9","3.4","8.1","covered_by","E15000003"
"John Redwood","251","Wokingham","Conservative","1533","2945","2669","http://sexymp.co.uk/mp/496.jpg","E14001048","65774","Wokingham","England","154500","76550","77950","1083","537","546","7","5.5","13.5","7","453.15","532.55","385.15","3.6","2.85","7","overlapped_by (calculated average)","E06000037,E06000041"
"Smith Henry","252","Crawley","Conservative","1323","3626","2343","http://sexymp.co.uk/mp/549.jpg","E14000652","65781","Crawley","England","107100","52900","54100","732","370","362","7","3","11","6.8","493.8","615.3","400.9","4.1","1.7","6.4","covered_by","E07000226"
"Christopher Chope","253","Christchurch","Conservative","1592","2763","2715","http://sexymp.co.uk/mp/109.jpg","E14000638","65885","Christchurch","England","413800","201700","212100","4623","2251","2372","11","6","18","11.2","429.3","511","361.2","3","1.6","4.9","covered_by","E10000009"
"Guy Opperman","254","Hexham","Conservative","1443","2984","2381","http://sexymp.co.uk/mp/464.jpg","E14000746","65850","Hexham","England","258300","126100","132150","2683.5","1310.5","1373","13.5","7.5","19.5","10.4","586.4","691.15","496","5.1","2.9","7.6","overlapped_by (calculated average)","E06000057,E08000037"
"Douglas Carswell","255","Clacton","Conservative","1478","3091","2605","http://sexymp.co.uk/mp/104.jpg","E14000642","66030","Clacton","England","138100","66100","72000","2109","1007","1102","7","5","7","15.3","598.7","717.5","496","5","3.6","5","covered_by","E07000076"
"Greg Clark","256","Tunbridge Wells","Conservative","1408","3130","2368","http://sexymp.co.uk/mp/111.jpg","E14001004","65660","Tunbridge Wells","England","115200","56600","58700","899","438","461","2","1","6","7.8","428.8","540.4","338.7","0","0","4.4","covered_by","E07000116"
"Tony Baldry","257","Banbury","Conservative","1459","3014","2471","http://sexymp.co.uk/mp/25.jpg","E14000539","66008","Banbury","England","142300","70400","71900","1025","506","519","7","6","18","7.2","470.6","560.8","400.4","3.6","3.1","9.3","covered_by","E07000177"
"Dai Harvard","258","Merthyr Tydfil and Rhymney","Labour","1563","2906","2760","http://sexymp.co.uk/mp/271.jpg","W07000071","66086","Merthyr Tydfil and Rhymney","Wales","118850","58200","60600","1130","557.5","572.5","5.5","3.5","12","9.7","618.25","749","507.25","4.25","2.9","9","overlapped_by (calculated average)","W06000024,W06000018"
"Kris Hopkins","259","Keighley","Conservative","1555","2858","2682","http://sexymp.co.uk/mp/297.jpg","E14000766","65871","Keighley","England","523100","257399","265700","4222","2026","2196","56","37","86","8.1","597.5","704.7","513.1","6.7","4.5","10.3","covered_by","E08000032"
