sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country","life_exp_birth_male_years","life_exp_birth_male_rank","life_exp_birth_female_years","life_exp_birth_female_rank","life_exp_65_male_years","life_exp_65_male_rank","life_exp_65_female_years","life_exp_65_female_rank","match_type","matched_by"
"Mark Simmonds","115","Boston and Skegness","Conservative","1416","3213","2317","http://sexymp.co.uk/mp/539.jpg","E14000582","65969","Boston and Skegness","England","77.8","290","81.8","292","18","259","20.6","254","overlapped_by (calculated average)","E07000137"
"Andrew Stephenson","116","Pendle","Conservative","1453","3061","2344","http://sexymp.co.uk/mp/560.jpg","E14000875","65668","Pendle","England","77.9","282","81.7","301","18.4","208","20.6","259","covered_by","E07000122"
"Steve Brine","117","Winchester","Conservative","1349","3685","2353","http://sexymp.co.uk/mp/71.jpg","E14001041","65921","Winchester","England","81.8","16.5","85.4","17","19.799999999999997","35","22.75","25","overlapped_by (calculated average)","E07000086,E07000094"
"Alan Campbell","118","Tynemouth","Labour","1625","2875","2801","http://sexymp.co.uk/mp/98.jpg","E14001006","65868","Tynemouth","England","78.1","267","82","278","17.6","306","20.5","265","covered_by","E08000022"
"Frank Field","119","Birkenhead","Labour","1527","2979","2556","http://sexymp.co.uk/mp/200.jpg","E14000559","65581","Birkenhead","England","77.9","279","81.9","288","18","253","20.3","296","covered_by","E08000015"
"Bernard Jenkin","120","Harwich and North Essex","Conservative","1419","3308","2402","http://sexymp.co.uk/mp/319.jpg","E14000734","65674","Harwich and North Essex","England","78.85","215.5","82.65","222","18.4","205","21.05","201.5","overlapped_by (calculated average)","E07000071,E07000076"
"Graham Jones","121","Hyndburn","Labour","1446","3448","2615","http://sexymp.co.uk/mp/326.jpg","E14000758","65899","Hyndburn","England","77.6","296","81.6","303","17.2","324","19.9","313","overlapped_by (calculated average)","E07000125"
"Brandon Lewis","122","Great Yarmouth","Conservative","1456","3123","2411","http://sexymp.co.uk/mp/362.jpg","E14000717","65627","Great Yarmouth","England","78","273","82.2","265","18.2","237","20.6","258","covered_by","E07000145"
"Aiden Burley","123","Cannock Chase","Conservative","1349","3523","2262","http://sexymp.co.uk/mp/85.jpg","E14000618","65790","Cannock Chase","England","78.7","230","82.9","209","18","245","21","214","covered_by","E07000192"
"Ben Gummer","124","Ipswich","Conservative","1417","3463","2516","http://sexymp.co.uk/mp/248.jpg","E14000761","65925","Ipswich","England","79.3","194","83.4","169","18.6","191","21.6","134","covered_by","E07000202"
"Robert Halfon","125","Harlow","Conservative","1387","3633","2507","http://sexymp.co.uk/mp/253.jpg","E14000729","65875","Harlow","England","80.2","114","83.8","123","19.3","103","21.5","143","overlapped_by (calculated average)","E07000072"
"Oliver Heald","126","North East Hertfordshire","Conservative","1476","3046","2429","http://sexymp.co.uk/mp/273.jpg","E14000845","65840","North East Hertfordshire","England","80.15","122.75","83.27499999999999","172.75","18.725","166.5","21.175","181.75","overlapped_by (calculated average)","E07000097,E07000099,E07000101,E07000104"
"David Davies","127","Monmouth","Conservative","1453","3153","2431","http://sexymp.co.uk/mp/146.jpg","W07000054","66084","Monmouth","Wales","78.85","216","83","193","18.299999999999997","210.5","21.049999999999997","189.5","overlapped_by (calculated average)","W06000020,W06000021"
"David Hamilton","128","Midlothian","Labour","1580","3047","2827","http://sexymp.co.uk/mp/255.jpg","S14000045","14441","Midlothian","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"David Nuttal","129","Bury North","Conservative","1481","3083","2482","http://sexymp.co.uk/mp/458.jpg","E14000611","66015","Bury North","England","78","270","81","326","17.8","280","19.6","325","covered_by","E08000002"
"Peter Bone","130","Wellingborough","Conservative","1556","2979","2676","http://sexymp.co.uk/mp/61.jpg","E14001025","65830","Wellingborough","England","80","134.5","83.4","155","19.1","128.5","21.35","168","overlapped_by (calculated average)","E07000152,E07000156"
"Douglas Carswell","131","Clacton","Conservative","1509","3143","2646","http://sexymp.co.uk/mp/104.jpg","E14000642","66030","Clacton","England","78","275","81.9","291","17.9","264","20.8","239","covered_by","E07000076"
"Mark Francois","132","Rayleigh and Wickford","Conservative","1444","3077","2347","http://sexymp.co.uk/mp/210.jpg","E14000888","65795","Rayleigh and Wickford","England","80.35","109","83.75","129","19.200000000000003","113.5","21.45","145.5","overlapped_by (calculated average)","E07000066,E07000075"
"Crispin Blunt","133","Reigate","Conservative","1463","3177","2501","http://sexymp.co.uk/mp/59.jpg","E14000893","66005","Reigate","England","80.8","65","84","98","19.4","87","21.4","156","covered_by","E07000211"
"Charlie Elphicke","134","Dover","Conservative","1370","3398","2293","http://sexymp.co.uk/mp/186.jpg","E14000670","65555","Dover","England","79.2","198","82.3","260","18.8","164","20.7","250","covered_by","E07000108"
"Simon Hart","135","Carmarthen West and South Pembrokeshire","Conservative","1390","3198","2238","http://sexymp.co.uk/mp/268.jpg","W07000066","66109","Carmarthen West and South Pembrokeshire","Wales","79.4","184","82.5","243","18.9","150","21","205","covered_by","W06000009"
"Hugh Bayley","136","York Central","Labour","1588","2999","2823","http://sexymp.co.uk/mp/34.jpg","E14001061","65965","York Central","England","79.6","172","83.2","181","18.5","201","21.3","159","covered_by","E06000014"
"Anas Sarwar","137","Glasgow Central","Labour","1484","3504","2856","http://sexymp.co.uk/mp/526.jpg","S14000029","14425","Glasgow Central","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Greg Clark","138","Tunbridge Wells","Conservative","1437","3178","2415","http://sexymp.co.uk/mp/111.jpg","E14001004","65660","Tunbridge Wells","England","81.4","30","85.1","24","19.8","38","22.5","33","covered_by","E07000116"
"Andrew Griffiths","139","Burton","Conservative","1390","3244","2277","http://sexymp.co.uk/mp/247.jpg","E14000610","65708","Burton","England","78.5","246","82.9","211","18.3","226","21","208","covered_by","E07000193"
"Daniel Poulter","140","Central Suffolk and North Ipswich","Conservative","1432","3177","2390","http://sexymp.co.uk/mp/485.jpg","E14000624","65748","Central Suffolk and North Ipswich","England","80.53333333333333","98","84.06666666666668","102.66666666666667","19.333333333333332","93.66666666666667","21.933333333333334","92","overlapped_by (calculated average)","E07000202,E07000203,E07000205"
"Charles Walker","141","Broxbourne","Conservative","1395","3633","2572","http://sexymp.co.uk/mp/604.jpg","E14000606","65639","Broxbourne","England","80.1","129","83.6","134","18.9","152","21.7","119","overlapped_by (calculated average)","E07000104"
"Michael Elliss","142","Northampton North","Conservative","1444","3110","2393","http://sexymp.co.uk/mp/182.jpg","E14000861","66059","Northampton North","England","77.4","312","81.8","295","17.6","294","20.3","289","covered_by","E07000154"
"Eric Joyce","143","Falkirk","Labour","1536","3032","2677","http://sexymp.co.uk/mp/332.jpg","S14000028","14424","Falkirk","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Gavin Shuker","144","Luton South","Labour Co-operative","1540","3108","2758","http://sexymp.co.uk/mp/538.jpg","E14000801","66080","Luton South","England","79.25","186","83.05","188","18.6","181","21.05","198","overlapped_by (calculated average)","E06000056,E06000032"
"Russell Brown","145","Dumfries and Galloway","Labour","1536","3068","2708","http://sexymp.co.uk/mp/77.jpg","S14000013","14410","Dumfries and Galloway","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Andy Burnham","146","Leigh","Labour","1488","3376","2779","http://sexymp.co.uk/mp/86.jpg","E14000785","65978","Leigh","England","77.4","317","80.8","330","17.2","326","19.3","334","covered_by","E08000010"
"Kelvin Hopkins","147","Luton North","Labour","1759","2741","3176","http://sexymp.co.uk/mp/296.jpg","E14000800","65887","Luton North","England","78","276","82.1","275","18","256","20.5","271","covered_by","E06000032"
"Hilary Benn","148","Leeds Central","Labour","1488","3203","2645","http://sexymp.co.uk/mp/41.jpg","E14000777","65765","Leeds Central","England","78","272","82.1","272","17.7","292","20.3","291","covered_by","E08000035"
"Mike Wood","149","Batley and Spen","Labour","1539","3004","2666","http://sexymp.co.uk/mp/640.jpg","E14000548","65751","Batley and Spen","England","78.2","261","82","286","18","255","20.3","294","covered_by","E08000034"
"Ben Walker","150","Wyre and Preston North","Conservative","1442","3142","2424","http://sexymp.co.uk/mp/606.jpg","E14001057","65695","Wyre and Preston North","England","77.80000000000001","289","81.4","311","18","258.5","20.4","276.5","overlapped_by (calculated average)","E07000123,E07000128"
"Tony Lloyd","151","Manchester Central","Labour","1596","2933","2823","http://sexymp.co.uk/mp/369.jpg","E14000807","66048","Manchester Central","England","74.8","345","79.5","346","15.8","346","18.8","344","covered_by","E08000003"
"Andrew Selous","152","South West Bedfordshire","Conservative","1492","2999","2507","http://sexymp.co.uk/mp/529.jpg","E14000949","65848","South West Bedfordshire","England","80.5","96","84","101","19.2","106","21.6","125","covered_by","E06000056"
"Graham Brady","153","Altrincham and Sale West","Conservative","1461","3134","2500","http://sexymp.co.uk/mp/65.jpg","E14000532","65892","Altrincham and Sale West","England","79.6","163","83.7","126","18.7","181","21.7","114","covered_by","E08000009"
"Mark Lancaster","154","Milton Keynes North","Conservative","1370","3321","2285","http://sexymp.co.uk/mp/347.jpg","E14000821","65953","Milton Keynes North","England","78.7","229","82.5","244","17.9","263","20.6","261","covered_by","E06000042"
"Richard Benyon","155","Newbury","Conservative","1366","3859","2643","http://sexymp.co.uk/mp/43.jpg","E14000830","65862","Newbury","England","80.8","67","84.6","44","19.4","81","22.5","30","covered_by","E06000037"
"Neil Parish","156","Tiverton and Honiton","Conservative","1602","2802","2735","http://sexymp.co.uk/mp/471.jpg","E14000996","65761","Tiverton and Honiton","England","80.85","73.5","84.7","42.5","19.65","61.5","22.5","32","overlapped_by (calculated average)","E07000040,E07000042"
"David Lammy","157","Tottenham","Labour","1506","3258","2800","http://sexymp.co.uk/mp/346.jpg","E14001002","66074","Tottenham","England","79.4","185","83.8","120","19.2","116","21.9","79","covered_by","E09000014"
"Michael Moore","158","Berwickshire, Roxburgh and Selkirk","Liberal Democrat","1472","3272","2673","http://sexymp.co.uk/mp/429.jpg","S14000008","14405","Berwickshire, Roxburgh and Selkirk","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Sheryll Murray","159","South East Cornwall","Conservative","1625","27558","27707","http://sexymp.co.uk/mp/449.jpg","E14000938","65684","South East Cornwall","England","79.5","179","83.5","146","19","143","21.3","160","covered_by","E06000052"
"Nick Boles","160","Grantham and Stamford","Conservative","1399","3328","2421","http://sexymp.co.uk/mp/60.jpg","E14000714","65683","Grantham and Stamford","England","80.1","125","84","100","18.7","179","21.5","144","covered_by","E07000141"
"Bill Wiggin","161","North Herefordshire","Conservative","1470","3240","2640","http://sexymp.co.uk/mp/624.jpg","E14000847","65642","North Herefordshire","England","79.7","157","83.7","124","18.9","155","22","70","covered_by","E06000019"
"Gregory Campbell","162","East Londonderry","Democratic Unionist","1575","3058","2886","http://sexymp.co.uk/mp/99.jpg","N06000006","66129","East Londonderry","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"John Hayes","163","South Holland and The Deepings","Conservative","1574","3002","2842","http://sexymp.co.uk/mp/272.jpg","E14000939","66051","South Holland and The Deepings","England","80.1","125","84","100","18.7","179","21.5","144","overlapped_by (calculated average)","E07000141"
"Peter Bottomley","164","Worthing West","Conservative","1507","3055","2639","http://sexymp.co.uk/mp/62.jpg","E14001055","65562","Worthing West","England","79.25","193.5","83.2","174.5","18.700000000000003","174.5","21.35","152.5","overlapped_by (calculated average)","E07000224,E07000229"
"Dan Byles","165","North Warwickshire","Conservative","1307","3652","2246","http://sexymp.co.uk/mp/93.jpg","E14000854","66024","North Warwickshire","England","78.45","249","82.44999999999999","247.5","17.75","288","20.4","279","overlapped_by (calculated average)","E07000218,E07000219"
"Andrew Percy","166","Brigg and Goole","Conservative","1518","2924","2572","http://sexymp.co.uk/mp/478.jpg","E14000596","66000","Brigg and Goole","England","78.94999999999999","209.5","82.85","217","18.35","223","20.9","225","overlapped_by (calculated average)","E06000011,E06000013"
"Edward Timson","167","Crewe and Nantwich","Conservative","1346","3368","2242","http://sexymp.co.uk/mp/586.jpg","E14000653","65572","Crewe and Nantwich","England","80.4","99","83.4","167","19.2","108","21.2","182","covered_by","E06000049"
"John Woodcock","168","Barrow and Furness","Labour Co-operative","1495","3189","2713","http://sexymp.co.uk/mp/641.jpg","E14000543","66006","Barrow and Furness","England","80.9","63","83.4","156","19.6","53","21.5","148","overlapped_by (calculated average)","E07000031"
"Phillip Lee","169","Bracknell","Conservative","1386","3266","2343","http://sexymp.co.uk/mp/355.jpg","E14000586","65697","Bracknell","England","81.19999999999999","45.5","84.25","78","19.65","53.5","21.700000000000003","110","overlapped_by (calculated average)","E06000036,E06000041"
"Angus MacNiel","170","Na h-Eileanan an Iar","Scottish National Party","1459","3381","2734","http://sexymp.co.uk/mp/381.jpg","S14000027","14444","Na h-Eileanan an Iar","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Khalid Mahmood","171","Birmingham, Perry Barr","Labour","1527","3013","2689","http://sexymp.co.uk/mp/384.jpg","E14000566","66028","Birmingham, Perry Barr","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Hugh Robertson","172","Faversham and Mid Kent","Conservative","1408","3190","2375","http://sexymp.co.uk/mp/509.jpg","E14000700","65764","Faversham and Mid Kent","England","79.6","168","83.05000000000001","190","18.5","204.5","20.950000000000003","215.5","overlapped_by (calculated average)","E07000110,E07000113"
"Andrew Smith","173","Oxford East","Labour","1573","2920","2771","http://sexymp.co.uk/mp/546.jpg","E14000873","66060","Oxford East","England","78.9","220","83.1","186","18.7","183","21.8","101","covered_by","E07000178"
"Nick Smith","174","Blaenau Gwent","Labour","1524","3122","2772","http://sexymp.co.uk/mp/551.jpg","W07000072","66093","Blaenau Gwent","Wales","75.7","343","79.9","345","16.5","345","18.7","346","covered_by","W06000019"
"Steve Baker","175","Wycombe","Conservative","1339","3602","2385","http://sexymp.co.uk/mp/24.jpg","E14001056","66010","Wycombe","England","81.3","37","84.2","83","19.9","26","22.1","53","covered_by","E07000007"
"James Morris","176","Halesowen and Rowley Regis","Conservative","1340","3607","2388","http://sexymp.co.uk/mp/437.jpg","E14000722","65971","Halesowen and Rowley Regis","England","77.85","276","82.15","256.5","17.7","273.5","20.75","236.5","overlapped_by (calculated average)","E08000027,E08000028"
"George Hollinberry","177","Meon Valley","Conservative","1382","3358","2404","http://sexymp.co.uk/mp/292.jpg","E14000811","65772","Meon Valley","England","80.93333333333334","74.66666666666667","84.50000000000001","80.33333333333333","19.5","72","22.166666666666668","84.66666666666667","overlapped_by (calculated average)","E07000085,E07000090,E07000094"
"Malcom Bruce","178","Gordon","Liberal Democrat","1524","3022","2701","http://sexymp.co.uk/mp/80.jpg","S14000037","14433","Gordon","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Mark Field","179","Cities of London and Westminster","Conservative","1356","3526","2419","http://sexymp.co.uk/mp/201.jpg","E14000639","65759","Cities of London and Westminster","England","81.1","45","85.1","23","20.6","7","23","13","overlapped_by (calculated average)","E09000033"
"George Freeman","180","Mid Norfolk","Conservative","1495","3039","2611","http://sexymp.co.uk/mp/211.jpg","E14000816","65949","Mid Norfolk","England","80.69999999999999","85","83.8","126.5","19.6","76.5","21.65","120.5","overlapped_by (calculated average)","E07000143,E07000149"
"Mark Pritchard","181","The Wrekin","Conservative","1475","3100","2588","http://sexymp.co.uk/mp/489.jpg","E14000992","65977","The Wrekin","England","78.85","218","82.69999999999999","211","18.35","210","20.9","214.5","overlapped_by (calculated average)","E06000051,E06000020"
"Jackie Doyle-Price","182","Thurrock","Conservative","1550","28814","26773","http://sexymp.co.uk/mp/168.jpg","E14000995","65919","Thurrock","England","79.2","203","82.4","249","17.9","266","20.4","280","covered_by","E06000034"
"Alan Johnson","183","Kingston upon Hull West and Hessle","Labour","1526","3117","2809","http://sexymp.co.uk/mp/320.jpg","E14000773","65984","Kingston upon Hull West and Hessle","England","78.1","251.5","81.7","274.5","17.75","261.5","20.1","287.5","overlapped_by (calculated average)","E06000011,E06000010"
"David Mundell","184","Dumfriesshire, Clydesdale and Tweeddale","Conservative","1523","2969","2661","http://sexymp.co.uk/mp/442.jpg","S14000014","14411","Dumfriesshire, Clydesdale and Tweeddale","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Mark Prisk","185","Hertford and Stortford","Conservative","1492","3028","2597","http://sexymp.co.uk/mp/488.jpg","E14000744","66003","Hertford and Stortford","England","81","53","84.1","95","19.4","74","21.6","122","covered_by","E07000097"
"Julian Smith","186","Skipton and Ripon","Conservative","1401","3178","2369","http://sexymp.co.uk/mp/550.jpg","E14000928","65986","Skipton and Ripon","England","80.6","85","83.8","121","19.3","101","21.8","105","overlapped_by (calculated average)","E07000165"
"Pete Wishart","187","Perth and North Perthshire","Scottish National Party","1589","2907","2848","http://sexymp.co.uk/mp/638.jpg","S14000054","14451","Perth and North Perthshire","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Jeremy Browne","188","Taunton Deane","Liberal Democrat","1436","3125","2465","http://sexymp.co.uk/mp/78.jpg","E14000988","65767","Taunton Deane","England","79.8","152","83.8","119","18.9","158","21.3","166","covered_by","E07000190"
"Mike Freer","189","Finchley and Golders Green","Conservative","1463","2993","2466","http://sexymp.co.uk/mp/212.jpg","E14000703","65938","Finchley and Golders Green","England","81.4","32","84.5","53","19.9","22","22.3","44","covered_by","E09000003"
"John Baron","190","Basildon and Billericay","Conservative","1577","2860","2765","http://sexymp.co.uk/mp/31.jpg","E14000544","65898","Basildon and Billericay","England","79.5","176","82.9","213","18.8","175","20.9","228","covered_by","E07000066"
"Stephen Phillips","191","Sleaford and North Hykeham","Conservative","1438","3220","2550","http://sexymp.co.uk/mp/481.jpg","E14000929","65920","Sleaford and North Hykeham","England","79.5","166.66666666666666","83.03333333333333","188.66666666666666","18.46666666666667","199.33333333333334","21.099999999999998","191.66666666666666","overlapped_by (calculated average)","E07000138,E07000139,E07000141"
"John Redwood","192","Wokingham","Conservative","1523","3006","2704","http://sexymp.co.uk/mp/496.jpg","E14001048","65774","Wokingham","England","81.19999999999999","45","84.55","48","19.6","57.5","22.15","63","overlapped_by (calculated average)","E06000037,E06000041"
"Neil Carmichael","193","Stroud","Conservative","1546","2948","2740","http://sexymp.co.uk/mp/103.jpg","E14000980","65858","Stroud","England","80.5","92","83.5","143","19.3","100","21.1","190","covered_by","E07000082"
"Margot James","194","Stourbridge","Conservative","1509","31148","27505","http://sexymp.co.uk/mp/314.jpg","E14000976","65609","Stourbridge","England","78.9","222","83","195","18.4","215","21.2","180","covered_by","E08000027"
"Jeremy Lefroy","195","Stafford","Conservative","1455","2999","2447","http://sexymp.co.uk/mp/357.jpg","E14000965","66067","Stafford","England","80.19999999999999","117","83.4","157.5","19.15","117.5","21.35","156.5","overlapped_by (calculated average)","E07000196,E07000197"
"Tami Mark","196","Alyn and Deeside","Labour","1496","3106","2694","http://sexymp.co.uk/mp/579.jpg","W07000043","66103","Alyn and Deeside","Wales","79","215","82.4","251","18.4","214","20.6","256","covered_by","W06000005"
"John Glen","197","Salisbury","Conservative","1381","3214","2344","http://sexymp.co.uk/mp/228.jpg","E14000912","65889","Salisbury","England","80.4","101","83.9","108","19.3","98","21.8","104","covered_by","E06000054"
"Nick Herbert","198","Arundel and South Downs","Conservative","1367","3300","2347","http://sexymp.co.uk/mp/282.jpg","E14000534","65784","Arundel and South Downs","England","81.025","62.75","84.175","83.5","19.625","60","21.975","83.5","overlapped_by (calculated average)","E07000224,E07000225,E07000227,E07000228"
"Derek Twigg","199","Halton","Labour","1494","3144","2737","http://sexymp.co.uk/mp/593.jpg","E14000725","65915","Halton","England","77.1","321","80.6","336","17","335","19.3","336","covered_by","E06000006"
"Desmond Swayne","200","New Forest West","Conservative","1461","3084","2563","http://sexymp.co.uk/mp/575.jpg","E14000828","65815","New Forest West","England","81.9","15","85.2","20","20.3","11","22.8","16","covered_by","E07000091"
"Gavin Williamson","201","South Staffordshire","Conservative","1339","3230","2193","http://sexymp.co.uk/mp/631.jpg","E14000945","65943","South Staffordshire","England","80.1","130","83.2","182","18.7","184","21.2","173","covered_by","E07000196"
"Alun Cairns","202","Vale of Glamorgan","Conservative","1382","3129","2292","http://sexymp.co.uk/mp/96.jpg","W07000078","66098","Vale of Glamorgan","Wales","77.80000000000001","272","81.925","265","17.725","277","20.5","239.75","overlapped_by (calculated average)","W06000013,W06000014,W06000015,W06000016"
"Nick de Bois","203","Enfield North","Conservative","1527","2795","2558","http://sexymp.co.uk/mp/151.jpg","E14000691","66050","Enfield North","England","80.5","89","84","102","19.4","80","21.8","97","covered_by","E09000010"
"Tony Baldry","204","Banbury","Conservative","1453","3072","2527","http://sexymp.co.uk/mp/25.jpg","E14000539","66008","Banbury","England","80.1","122","83.7","127","19.1","125","21.7","113","covered_by","E07000177"
"Sajid Javid","205","Bromsgrove","Conservative","1483","3038","2615","http://sexymp.co.uk/mp/318.jpg","E14000605","65617","Bromsgrove","England","80.4","103","83.5","140","18.8","171","20.8","231","covered_by","E07000234"
"Paul Beresford","206","Mole Valley","Conservative","1472","3099","2624","http://sexymp.co.uk/mp/45.jpg","E14000824","65693","Mole Valley","England","81.9","11.5","85.25","18.5","20.1","17.5","22.6","25","overlapped_by (calculated average)","E07000209,E07000210"
"George Osborne","207","Tatton","Conservative","1418","3689","2871","http://sexymp.co.uk/mp/465.jpg","E14000987","65964","Tatton","England","79.80000000000001","149.5","83.1","191","18.9","153","21","211","overlapped_by (calculated average)","E06000049,E06000050"
"Dominic Raab","208","Esher and Walton","Conservative","1308","3710","2382","http://sexymp.co.uk/mp/492.jpg","E14000697","66062","Esher and Walton","England","81.6","21","84.5","61","19.8","37","22.2","48","covered_by","E07000207"
"Simon Wright","209","Norwich South","Liberal Democrat","1498","2977","2618","http://sexymp.co.uk/mp/646.jpg","E14000864","65634","Norwich South","England","80.1","129","84.1","96.5","19.65","70.5","22.299999999999997","42","overlapped_by (calculated average)","E07000148,E07000149"
"Frank Doran","210","Aberdeen North","Labour","1501","3175","2811","http://sexymp.co.uk/mp/163.jpg","S14000001","14398","Aberdeen North","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Chris Kelly","211","Dudley South","Conservative","1287","3954","2440","http://sexymp.co.uk/mp/337.jpg","E14000672","66054","Dudley South","England","78.9","222","83","195","18.4","215","21.2","180","covered_by","E08000027"
"Andrew Lansley","212","South Cambridgeshire","Conservative","1442","3256","2639","http://sexymp.co.uk/mp/348.jpg","E14000934","65922","South Cambridgeshire","England","81.35","72","85.2","27.5","19.8","66","22.65","37","overlapped_by (calculated average)","E07000008,E07000012"
"John McDonnell","213","Hayes and Harlington","Labour","1498","3223","2844","http://sexymp.co.uk/mp/401.jpg","E14000737","65912","Hayes and Harlington","England","79.9","142","83.5","149","18.8","161","21.5","145","covered_by","E09000017"
"Toby Perkins","214","Chesterfield","Labour","1466","3165","2661","http://sexymp.co.uk/mp/479.jpg","E14000632","65980","Chesterfield","England","77.7","293","82.3","261","17.6","293","20.6","260","covered_by","E07000034"
"Iain Wright","215","Hartlepool","Labour","1486","3213","2787","http://sexymp.co.uk/mp/644.jpg","E14000733","65990","Hartlepool","England","77.4","315","81.5","308","17.3","318","20","310","covered_by","E06000001"
"Jeremy Corbyn","216","Islington North","Labour","1553","3032","2894","http://sexymp.co.uk/mp/126.jpg","E14000763","65937","Islington North","England","77.8","289","83.2","179","17.7","290","21.2","171","covered_by","E09000019"
"Cheryl Gillan","217","Chesham and Amersham","Conservative","1545","29260","27601","http://sexymp.co.uk/mp/225.jpg","E14000631","65801","Chesham and Amersham","England","81.3","37","84.2","83","19.9","26","22.1","53","overlapped_by (calculated average)","E07000007"
"Philip Hammond","218","Runnymede and Weybridge","Conservative","1476","3000","2568","http://sexymp.co.uk/mp/257.jpg","E14000907","65589","Runnymede and Weybridge","England","81.6","21","84.5","61","19.8","37","22.2","48","overlapped_by (calculated average)","E07000207"
"Iain Stewart","219","Milton Keynes South","Conservative","1405","3242","2491","http://sexymp.co.uk/mp/563.jpg","E14000822","66076","Milton Keynes South","England","78.7","229","82.5","244","17.9","263","20.6","261","covered_by","E06000042"
"Jack Straw","220","Blackburn","Labour","1601","2857","2895","http://sexymp.co.uk/mp/565.jpg","E14000570","65981","Blackburn","England","76.5","337","80.9","329","17.4","317","19.4","332","covered_by","E06000008"
"Nick Clegg","221","Sheffield, Hallam","Liberal Democrat","1438","3546","2873","http://sexymp.co.uk/mp/115.jpg","E14000922","65741","Sheffield, Hallam","England","78.7","231","82.4","253","18","247","20.5","263","covered_by","E08000019"
"Richard Graham","222","Gloucester","Conservative","1397","3375","2563","http://sexymp.co.uk/mp/236.jpg","E14000712","65996","Gloucester","England","78","274","83.4","155","18","254","21.5","141","covered_by","E07000081"
"Stewart Hosie","223","Dundee East","Scottish National Party","1531","3002","2790","http://sexymp.co.uk/mp/299.jpg","S14000015","14412","Dundee East","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Brooks Newmark","224","Braintree","Conservative","1493","3029","2669","http://sexymp.co.uk/mp/454.jpg","E14000590","65670","Braintree","England","79.6","167","83","203","18.2","230","20.9","226","covered_by","E07000067"
"James Clappison","225","Hertsmere","Conservative","1433","3035","2448","http://sexymp.co.uk/mp/110.jpg","E14000745","65994","Hertsmere","England","80.7","78","83.5","144","19.8","33","21.6","130","covered_by","E07000098"
"Jason McCartney","226","Colne Valley","Conservative","1422","3103","2464","http://sexymp.co.uk/mp/395.jpg","E14000645","65835","Colne Valley","England","78.2","261","82","286","18","255","20.3","294","covered_by","E08000034"
"Alec Shelbrooke","227","Elmet and Rothwell","Conservative","1319","3518","2337","http://sexymp.co.uk/mp/535.jpg","E14000689","65677","Elmet and Rothwell","England","78","272","82.1","272","17.7","292","20.3","291","covered_by","E08000035"
"Jim Fitzpatrick","228","Poplar and Limehouse","Labour","1500","3086","2757","http://sexymp.co.uk/mp/202.jpg","E14000882","65917","Poplar and Limehouse","England","77.1","324","82","283","17","333","20.2","299","covered_by","E09000030"
"Huw Irranca-Davies","229","Ogmore","Labour","1407","3558","2764","http://sexymp.co.uk/mp/311.jpg","W07000074","66107","Ogmore","Wales","76.66666666666667","332.6666666666667","80.93333333333334","327","17.2","323.3333333333333","19.666666666666668","325.3333333333333","overlapped_by (calculated average)","W06000012,W06000013,W06000016"
"Peter Lilley","230","Hitchin and Harpenden","Conservative","1453","3122","2609","http://sexymp.co.uk/mp/367.jpg","E14000749","65724","Hitchin and Harpenden","England","80.80000000000001","78.5","84.05","119.5","19.1","121","21.65","143","overlapped_by (calculated average)","E07000099,E07000100"
"Dennis Skinner","231","Bolsover","Labour","1611","3123","3226","http://sexymp.co.uk/mp/544.jpg","E14000577","65628","Bolsover","England","79.7","159","83","202","18.8","162","20.8","238","overlapped_by (calculated average)","E07000038"
"Jon Cruddas","232","Dagenham and Rainham","Labour","1460","3257","2752","http://sexymp.co.uk/mp/134.jpg","E14000657","65985","Dagenham and Rainham","England","78.44999999999999","244.5","82.9","201.5","18.05","253","21.05","194.5","overlapped_by (calculated average)","E09000002,E09000016"
"Jonathan Lord","233","Woking","Conservative","1433","3022","2451","http://sexymp.co.uk/mp/373.jpg","E14001047","66039","Woking","England","81.85","13","84.9","39.5","20","25.5","22.4","37","overlapped_by (calculated average)","E07000207,E07000209"
"Guy Opperman","234","Hexham","Conservative","1429","3026","2440","http://sexymp.co.uk/mp/464.jpg","E14000746","65850","Hexham","England","78","272","81.9","281","18","253","20","295.5","overlapped_by (calculated average)","E06000048,E08000020"
