sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country","life_exp_birth_male_years","life_exp_birth_male_rank","life_exp_birth_female_years","life_exp_birth_female_rank","life_exp_65_male_years","life_exp_65_male_rank","life_exp_65_female_years","life_exp_65_female_rank","match_type","matched_by"
"Graham Stuart","235","Beverley and Holderness","Conservative","1607","2772","2862","http://sexymp.co.uk/mp/570.jpg","E14000556","65934","Beverley and Holderness","England","79.6","168","82.9","210","18.7","186","20.8","244","covered_by","E06000011"
"Jim Cunningham","236","Coventry South","Labour","1444","3503","2898","http://sexymp.co.uk/mp/137.jpg","E14000651","65877","Coventry South","England","78.1","268","82.1","270","18.3","225","20.8","232","covered_by","E08000026"
"Edward Garnier","237","Harborough","Conservative","1454","2994","2513","http://sexymp.co.uk/mp/218.jpg","E14000728","65675","Harborough","England","80.3","105","84.8","31","19.4","86","22.4","35","overlapped_by (calculated average)","E07000131"
"Robert Syms","238","Poole","Conservative","1486","2905","2561","http://sexymp.co.uk/mp/578.jpg","E14000881","65860","Poole","England","80.2","117","84.1","92","19.6","64","21.8","99","covered_by","E06000029"
"Nadhim Zawahi","239","Stratford-on-Avon","Conservative","1461","3085","2617","http://sexymp.co.uk/mp/649.jpg","E14000977","65648","Stratford-on-Avon","England","81","57","84.9","27","19.8","36","22.6","27","covered_by","E07000221"
"Simon Danczuk","240","Rochdale","Labour","1471","3102","2678","http://sexymp.co.uk/mp/141.jpg","E14000897","65843","Rochdale","England","76.8","329","80.8","331","17.4","315","19.8","319","covered_by","E08000005"
"Chris Grayling","241","Epsom and Ewell","Conservative","1457","3118","2638","http://sexymp.co.uk/mp/239.jpg","E14000694","65803","Epsom and Ewell","England","81.5","31","84.89999999999999","42.666666666666664","19.933333333333334","39","22.23333333333333","66.66666666666667","overlapped_by (calculated average)","E07000208,E07000210,E07000211"
"David Morris","242","Morecambe and Lunesdale","Conservative","1314","3432","2294","http://sexymp.co.uk/mp/435.jpg","E14000825","65633","Morecambe and Lunesdale","England","77.4","314","82.2","264","17.6","300","20.8","234","covered_by","E07000121"
"Chris Heaton-Harris","243","Daventry","Conservative","1426","2934","2385","http://sexymp.co.uk/mp/276.jpg","E14000660","66025","Daventry","England","81.1","69","84.05000000000001","96","19.65","57.5","22","78","overlapped_by (calculated average)","E07000155,E07000156"
"Joseph Johnson","244","Orpington","Conservative","1312","3636","2429","http://sexymp.co.uk/mp/323.jpg","E14000872","65682","Orpington","England","81","51","84.5","51","19.6","62","21.9","84","covered_by","E09000006"
"Mark Menzies","245","Fylde","Conservative","1507","3005","2746","http://sexymp.co.uk/mp/416.jpg","E14000706","65955","Fylde","England","77.4","318","81","328","17.6","305","20.1","307","overlapped_by (calculated average)","E07000123"
"Andrew Mitchell","246","Sutton Coldfield","Conservative","1531","3094","2928","http://sexymp.co.uk/mp/426.jpg","E14000985","65703","Sutton Coldfield","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Fabian Hamilton","247","Leeds North East","Labour","1589","2864","2925","http://sexymp.co.uk/mp/256.jpg","E14000779","65866","Leeds North East","England","78","272","82.1","272","17.7","292","20.3","291","covered_by","E08000035"
"Tim Laughton","248","East Worthing and Shoreham","Conservative","1464","2970","2562","http://sexymp.co.uk/mp/374.jpg","E14000682","65780","East Worthing and Shoreham","England","78.8","227","82.9","207","18.3","219","21.1","184","overlapped_by (calculated average)","E07000229"
"Alistair Darling","249","Edinburgh South West","Labour","1474","3096","2721","http://sexymp.co.uk/mp/142.jpg","S14000025","14422","Edinburgh South West","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Stephen OBrien","250","Eddisbury","Conservative","1470","2964","2585","http://sexymp.co.uk/mp/459.jpg","E14000686","65756","Eddisbury","England","79.80000000000001","149.5","83.1","191","18.9","153","21","211","overlapped_by (calculated average)","E06000049,E06000050"
"John Penrose","251","Weston-super-Mare","Conservative","1386","3121","2391","http://sexymp.co.uk/mp/477.jpg","E14001038","65742","Weston-Super-Mare","England","79.6","173","83.5","147","19.1","129","21.6","131","covered_by","E06000024"
"Philip Davies","252","Shipley","Conservative","1591","2891","2978","http://sexymp.co.uk/mp/149.jpg","E14000925","65959","Shipley","England","77.5","310","81.5","310","17.6","301","20.2","303","covered_by","E08000032"
"Ian Paisley","253","North Antrim","Democratic Unionist","1380","3323","2523","http://sexymp.co.uk/mp/470.jpg","N06000012","66135","North Antrim","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Christopher Chope","254","Christchurch","Conservative","1548","2824","2757","http://sexymp.co.uk/mp/109.jpg","E14000638","65885","Christchurch","England","82.9","1","86.5","2","20.8","2","23.6","3","overlapped_by (calculated average)","E07000049"
"Simon Kirby","255","Brighton, Kemptown","Conservative","1475","3063","2705","http://sexymp.co.uk/mp/341.jpg","E14000597","65844","Brighton, Kemptown","England","79.80000000000001","148.5","83.9","113","19.05","125","21.950000000000003","96.5","overlapped_by (calculated average)","E06000043,E07000063"
"David Davis","256","Haltemprice and Howden","Conservative","1425","3003","2468","http://sexymp.co.uk/mp/150.jpg","E14000724","65671","Haltemprice and Howden","England","79.6","168","82.9","210","18.7","186","20.8","244","covered_by","E06000011"
"Dominic Greive","257","Beaconsfield","Conservative","1411","3058","2460","http://sexymp.co.uk/mp/245.jpg","E14000550","65687","Beaconsfield","England","81.3","37","84.2","83","19.9","26","22.1","53","overlapped_by (calculated average)","E07000007"
"Matthew Hancock","258","West Suffolk","Conservative","1338","3169","2251","http://sexymp.co.uk/mp/259.jpg","E14001034","65629","West Suffolk","England","81.5","24","84.2","87","19.7","48","22","73","overlapped_by (calculated average)","E07000204"
"Kwasi Kwarteng","259","Spelthorne","Conservative","1485","2990","2689","http://sexymp.co.uk/mp/343.jpg","E14000959","65942","Spelthorne","England","80.1","127","83.4","164","19","139","21.2","181","covered_by","E07000213"
"Chris Leslie","260","Nottingham East","Labour Co-operative","1433","3340","2787","http://sexymp.co.uk/mp/360.jpg","E14000865","65559","Nottingham East","England","76.9","328","81.5","307","16.8","340","20.5","266","covered_by","E06000018"
"Peter Luff","261","Mid Worcestershire","Conservative","1571","2850","2882","http://sexymp.co.uk/mp/378.jpg","E14000818","65888","Mid Worcestershire","England","80.7","75","84.6","43","19.9","31","22.4","34","covered_by","E07000238"
"Jack Lopresti","262","Filton and Bradley Stoke","Conservative","1404","3111","2492","http://sexymp.co.uk/mp/372.jpg","E14000702","65865","Filton and Bradley Stoke","England","81","52","84.6","48","19.6","60","21.8","93","covered_by","E06000025"
"Theresa May","263","Maidenhead","Conservative","1466","32047","28223","http://sexymp.co.uk/mp/390.jpg","E14000803","65901","Maidenhead","England","81.35","35","84.55","49.5","19.700000000000003","49.5","21.9","85","overlapped_by (calculated average)","E06000040,E06000041"
"Tom Greatrix","264","Rutherglen and Hamilton West","Labour Co-operative","1438","3365","2850","http://sexymp.co.uk/mp/240.jpg","S14000056","14453","Rutherglen and Hamilton West","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Jim McGovern","265","Dundee West","Labour","1583","2831","2925","http://sexymp.co.uk/mp/404.jpg","S14000016","14413","Dundee West","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Michael McCann","266","East Kilbride, Strathaven and Lesmahagow","Labour","1467","3083","2729","http://sexymp.co.uk/mp/393.jpg","S14000019","14416","East Kilbride, Strathaven and Lesmahagow","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Alan Duncan","267","Rutland and Melton","Conservative","1399","3062","2449","http://sexymp.co.uk/mp/173.jpg","E14000909","65833","Rutland and Melton","England","80.3","105","84.8","31","19.4","86","22.4","35","overlapped_by (calculated average)","E07000131"
"James Paice","268","South East Cambridgeshire","Conservative","1644","2777","3107","http://sexymp.co.uk/mp/469.jpg","E14000937","65997","South East Cambridgeshire","England","82.15","14","85.6","10.5","20.2","16.5","23.05","12.5","overlapped_by (calculated average)","E07000009,E07000012"
"Mick Crockart","269","Edinburgh West","Liberal Democrat","1582","2808","2926","http://sexymp.co.uk/mp/132.jpg","S14000026","14423","Edinburgh West","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Kevan Jones","270","North Durham","Labour","1457","3004","2645","http://sexymp.co.uk/mp/328.jpg","E14000840","65745","North Durham","England","77.9","280","81.5","306","17.7","289","19.9","318","covered_by","E06000047"
"Owen Smith","271","Pontypridd","Labour","1401","3181","2568","http://sexymp.co.uk/mp/552.jpg","W07000075","66087","Pontypridd","Wales","78.06666666666668","253.66666666666666","82.36666666666667","241.66666666666666","17.8","266.6666666666667","20.8","210.33333333333334","overlapped_by (calculated average)","W06000014,W06000015,W06000016"
"Gareth Johnson","272","Dartford","Conservative","1459","3057","2708","http://sexymp.co.uk/mp/322.jpg","E14000659","66011","Dartford","England","81.5","26","84.4","74","20","19","21.9","88","overlapped_by (calculated average)","E07000111"
"Marcus Jones","273","Nuneaton","Conservative","1538","2764","2726","http://sexymp.co.uk/mp/329.jpg","E14000868","65663","Nuneaton","England","78.45","249","82.44999999999999","247.5","17.75","288","20.4","279","overlapped_by (calculated average)","E07000218,E07000219"
"Karl Turner","274","Kingston upon Hull East","Labour","1404","3510","2859","http://sexymp.co.uk/mp/592.jpg","E14000771","65709","Kingston upon Hull East","England","76.6","335","80.5","339","16.8","337","19.4","331","covered_by","E06000010"
"David Ward","275","Bradford East","Liberal Democrat","1446","2987","2593","http://sexymp.co.uk/mp/609.jpg","E14000587","65694","Bradford East","England","77.5","310","81.5","310","17.6","301","20.2","303","covered_by","E08000032"
"Thomas Docherty","276","Dunfermline and West Fife","Labour","1513","2899","2777","http://sexymp.co.uk/mp/158.jpg","S14000017","14414","Dunfermline and West Fife","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"David Gauke","277","South West Hertfordshire","Conservative","1485","2905","2675","http://sexymp.co.uk/mp/220.jpg","E14000951","65596","South West Hertfordshire","England","80.3","110","84.5","58","19","135","22.1","57.5","overlapped_by (calculated average)","E07000096,E07000102"
"Stephen Metcalfe","278","South Basildon and East Thurrock","Conservative","1583","2826","2964","http://sexymp.co.uk/mp/418.jpg","E14000933","65962","South Basildon and East Thurrock","England","79.35","189.5","82.65","231","18.35","220.5","20.65","254","overlapped_by (calculated average)","E06000034,E07000066"
"Andrew Murrison","279","South West Wiltshire","Conservative","1394","3019","2425","http://sexymp.co.uk/mp/450.jpg","E14000954","65956","South West Wiltshire","England","80.4","101","83.9","108","19.3","98","21.8","104","covered_by","E06000054"
"Jonathan Reynolds","280","Stalybridge and Hyde","Labour Co-operative","1393","3391","2720","http://sexymp.co.uk/mp/503.jpg","E14000967","65960","Stalybridge and Hyde","England","76.3","339","80.6","334","17","336","19.1","342","covered_by","E08000008"
"Andy Slaughter","281","Hammersmith","Labour","1691","2638","3133","http://sexymp.co.uk/mp/545.jpg","E14000726","65836","Hammersmith","England","79.1","213","83.3","171","18.8","174","21.5","142","covered_by","E09000013"
"Edward Vaisey","282","Wantage","Conservative","1289","3630","2422","http://sexymp.co.uk/mp/598.jpg","E14001015","65638","Wantage","England","81.25","41.5","84.55","52.5","19.6","57.5","21.95","76","overlapped_by (calculated average)","E07000179,E07000180"
"Martin Vickers","283","Cleethorpes","Conservative","1585","2746","2884","http://sexymp.co.uk/mp/602.jpg","E14000643","66057","Cleethorpes","England","78.1","267.5","82.35","256.5","17.9","270.5","20.65","247","overlapped_by (calculated average)","E06000012,E06000013"
"Angela Watkinson","284","Hornchurch and Upminster","Conservative","1471","30594","27652","http://sexymp.co.uk/mp/610.jpg","E14000751","66069","Hornchurch and Upminster","England","79.25","197","83.1","183.5","18.25","231.5","21.1","186","overlapped_by (calculated average)","E06000034,E09000016"
"Robert Goodwill","285","Scarborough and Whitby","Conservative","1529","2930","2873","http://sexymp.co.uk/mp/234.jpg","E14000913","65891","Scarborough and Whitby","England","77.9","287","82.2","263","18.5","205","20.7","252","covered_by","E07000168"
"Adam Afriyie","286","Windsor","Conservative","1364","3353","2572","http://sexymp.co.uk/mp/5.jpg","E14001042","65552","Windsor","England","80.13333333333334","121","83.76666666666667","127","19.033333333333335","133","21.566666666666666","131.33333333333334","overlapped_by (calculated average)","E06000036,E06000039,E06000040"
"Gareth Thomas","287","Harrow West","Labour Co-operative","1461","3096","2766","http://sexymp.co.uk/mp/582.jpg","E14000732","65796","Harrow West","England","82","8","85.6","10","20.9","1","23.4","4","covered_by","E09000015"
"Damian Collins","288","Folkestone and Hythe","Conservative","1318","3344","2375","http://sexymp.co.uk/mp/121.jpg","E14000704","65779","Folkestone and Hythe","England","81.3","40","84.4","73","19.7","42","22.1","56","overlapped_by (calculated average)","E07000105"
"Geoffrey Cox","289","Torridge and West Devon","Conservative","1508","2856","2733","http://sexymp.co.uk/mp/127.jpg","E14001000","65904","Torridge and West Devon","England","80.1","132","83.2","178","18.8","166","21.6","129","covered_by","E07000046"
"Dan Jarvis","290","Barnsley Central","Labour","1382","3537","2801","http://sexymp.co.uk/mp/317.jpg","E14000541","65665","Barnsley Central","England","77.8","288","81.5","311","17.6","298","19.9","317","covered_by","E08000016"
"Robert Walter","291","North Dorset","Conservative","1547","2762","2780","http://sexymp.co.uk/mp/608.jpg","E14000839","65702","North Dorset","England","82.9","1","86.5","2","20.8","2","23.6","3","overlapped_by (calculated average)","E07000049"
"Susan Jones","292","Clwyd South","Labour","1361","38003","29210","http://sexymp.co.uk/mp/330.jpg","W07000062","66121","Clwyd South","Wales","78.25","253","81.6","300.5","18.05","243.5","20.15","296.5","overlapped_by (calculated average)","W06000004,W06000006"
"Ivan Lewis","293","Bury South","Labour","1687","2607","3108","http://sexymp.co.uk/mp/363.jpg","E14000612","65975","Bury South","England","78","270","81","326","17.8","280","19.6","325","covered_by","E08000002"
"Luciana Berger","294","Liverpool, Wavertree","Labour Co-operative","1270","51100","33134","http://sexymp.co.uk/mp/46.jpg","E14000795","65644","Liverpool, Wavertree","England","76.1","341","80.2","341","16.6","343","19.2","341","covered_by","E08000012"
"Laurence Robertson","295","Tewkesbury","Conservative","1544","2805","2818","http://sexymp.co.uk/mp/511.jpg","E14000990","65976","Tewkesbury","England","79.60000000000001","159.33333333333334","83.93333333333332","107","18.766666666666666","161","21.933333333333337","79.66666666666667","overlapped_by (calculated average)","E07000078,E07000081,E07000083"
"John Cryer","296","Leyton and Wanstead","Labour","1524","2878","2827","http://sexymp.co.uk/mp/135.jpg","E14000790","66013","Leyton and Wanstead","England","79.75","153","83.7","127.5","18.95","146.5","21.65","123","overlapped_by (calculated average)","E09000026,E09000031"
"John Stevenson","297","Carlisle","Conservative","1523","2941","2881","http://sexymp.co.uk/mp/561.jpg","E14000620","65929","Carlisle","England","78.5","244","82","281","18.4","213","20.3","286","covered_by","E07000028"
"Tom Brake","298","Carshalton and Wallington","Liberal Democrat","1415","3149","2649","http://sexymp.co.uk/mp/66.jpg","E14000621","65972","Carshalton and Wallington","England","80.5","95","84","103","19.1","120","21.6","126","covered_by","E09000029"
"Nic Dakin","299","Scunthorpe","Labour","1490","2904","2732","http://sexymp.co.uk/mp/140.jpg","E14000914","66027","Scunthorpe","England","78.3","251","82.8","224","18","260","21","206","covered_by","E06000013"
"Martin Horwood","300","Cheltenham","Liberal Democrat","1381","3185","2553","http://sexymp.co.uk/mp/298.jpg","E14000630","65946","Cheltenham","England","80.6","83","84.3","77","19.4","82","22.2","46","covered_by","E07000078"
"Rory Stewart","301","Penrith and The Border","Conservative","1376","3119","2479","http://sexymp.co.uk/mp/564.jpg","E14000877","66081","Penrith and The Border","England","78.35","253","81.95","284","18.15","240","20.3","285","overlapped_by (calculated average)","E07000026,E07000028"
"Hugo Swire","302","East Devon","Conservative","1479","3136","2911","http://sexymp.co.uk/mp/577.jpg","E14000678","65813","East Devon","England","80.65","91.5","83.95","112.5","19.45","85.5","22.1","61.5","overlapped_by (calculated average)","E07000040,E07000041"
"Duncan Hames","303","Chippenham","Liberal Democrat","1330","3608","2656","http://sexymp.co.uk/mp/254.jpg","E14000635","65940","Chippenham","England","80.4","101","83.9","108","19.3","98","21.8","104","covered_by","E06000054"
"Gavin Barwell","304","Croydon Central","Conservative","1507","2988","2898","http://sexymp.co.uk/mp/33.jpg","E14000654","65603","Croydon Central","England","79.2","197","83.2","183","18.5","203","21.2","172","covered_by","E09000008"
"Charles Kennedy","305","Ross, Skye and Lochaber","Liberal Democrat","1440","3034","2679","http://sexymp.co.uk/mp/339.jpg","S14000055","14452","Ross, Skye and Lochaber","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Graeme Morris","306","Livingston","Labour","1560","2813","2924","http://sexymp.co.uk/mp/433.jpg","S14000044","14440","Livingston","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Bridget Phillipson","307","Houghton and Sunderland South","Labour","1365","40079","31452","http://sexymp.co.uk/mp/482.jpg","E14000754","65947","Houghton and Sunderland South","England","77","325","80.7","332","17.3","322","19.3","338","covered_by","E08000024"
"Barry Sheerman","308","Huddersfield","Labour Co-operative","1655","2686","3124","http://sexymp.co.uk/mp/534.jpg","E14000756","65624","Huddersfield","England","78.2","261","82","286","18","255","20.3","294","covered_by","E08000034"
"David Jones","309","Clwyd West","Conservative","1426","3102","2690","http://sexymp.co.uk/mp/325.jpg","W07000059","66100","Clwyd West","Wales","78.65","233.5","81.9","280","18.5","199","20.65","237.5","overlapped_by (calculated average)","W06000003,W06000004"
"Gloria de Piero","310","Ashfield","Labour","1291","44010","30495","http://sexymp.co.uk/mp/152.jpg","E14000535","65895","Ashfield","England","78.8","218.5","82.65","216.5","17.85","262.5","20.45","263.5","overlapped_by (calculated average)","E07000170,E07000172"
"Mark Hoban","311","Fareham","Conservative","1528","2821","2826","http://sexymp.co.uk/mp/288.jpg","E14000699","65857","Fareham","England","80.9","61","83.9","111","19.2","112","21.7","116","covered_by","E07000087"
"Andrew Robathan","312","South Leicestershire","Conservative","1601","2647","2906","http://sexymp.co.uk/mp/507.jpg","E14000940","66034","South Leicestershire","England","80.5","89","84.69999999999999","38.5","19.5","73.5","22.35","40","overlapped_by (calculated average)","E07000129,E07000131"
"Geoffrey Robinson","313","Coventry North West","Labour","1706","2902","3590","http://sexymp.co.uk/mp/512.jpg","E14000650","65575","Coventry North West","England","78.1","268","82.1","270","18.3","225","20.8","232","covered_by","E08000026"
"Iain Duncan Smith","314","Chingford and Woodford Green","Conservative","1590","2711","2956","http://sexymp.co.uk/mp/174.jpg","E14000634","65721","Chingford and Woodford Green","England","79.75","153","83.7","127.5","18.95","146.5","21.65","123","overlapped_by (calculated average)","E09000026,E09000031"
"Mark Reckless","315","Rochester and Strood","Conservative","1434","2977","2632","http://sexymp.co.uk/mp/495.jpg","E14000898","66043","Rochester and Strood","England","78.5","243","82.2","268","17.7","291","20.4","277","covered_by","E06000035"
"Albert Owen","316","Ynys M!!n","Labour","1688","2569","3148","http://sexymp.co.uk/mp/468.jpg","W07000041","66115","Ynys Môn","Wales","78.5","245","83","204","18.2","236","21.4","158","covered_by","W06000001"
"Jo Swinson","317","East Dunbartonshire","Liberal Democrat","1393","33535","28009","http://sexymp.co.uk/mp/576.jpg","S14000018","14415","East Dunbartonshire","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Ian Austin","318","Dudley North","Labour","1505","2887","2847","http://sexymp.co.uk/mp/18.jpg","E14000671","65806","Dudley North","England","78.9","222","83","195","18.4","215","21.2","180","covered_by","E08000027"
"Stephen Gilbert","319","St Austell and Newquay","Liberal Democrat","1452","2881","2640","http://sexymp.co.uk/mp/223.jpg","E14000961","65591","St Austell and Newquay","England","79.5","179","83.5","146","19","143","21.3","160","covered_by","E06000052"
"Gregg McClymont","320","Cumbernauld, Kilsyth and Kirkintilloch East","Labour","1608","2832","3177","http://sexymp.co.uk/mp/397.jpg","S14000012","14409","Cumbernauld, Kilsyth and Kirkintilloch East","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"David Anderson","321","Blaydon","Labour","1596","2738","3034","http://sexymp.co.uk/mp/14.jpg","E14000574","65805","Blaydon","England","78","272","81.9","281","18","253","20","295.5","overlapped_by (calculated average)","E06000048,E08000020"
"Paul Farrelly","322","Newcastle-under-Lyme","Labour","1463","3079","2869","http://sexymp.co.uk/mp/197.jpg","E14000834","65861","Newcastle-under-Lyme","England","78.9","221","82.3","256","18.4","211","20.5","270","covered_by","E07000195"
"John Spellar","323","Warley","Labour","1649","2777","3286","http://sexymp.co.uk/mp/556.jpg","E14001016","66079","Warley","England","77.85","276","82.15","256.5","17.7","273.5","20.75","236.5","overlapped_by (calculated average)","E08000027,E08000028"
"Lynne Featherstone","324","Hornsey and Wood Green","Liberal Democrat","1364","36099","29210","http://sexymp.co.uk/mp/199.jpg","E14000752","65883","Hornsey and Wood Green","England","79.4","185","83.8","120","19.2","116","21.9","79","covered_by","E09000014"
"Greg Mulholland","325","Leeds North West","Liberal Democrat","1470","2812","2675","http://sexymp.co.uk/mp/441.jpg","E14000780","66068","Leeds North West","England","78","272","82.1","272","17.7","292","20.3","291","covered_by","E08000035"
"John Whittingdale","326","Maldon","Conservative","1389","3044","2570","http://sexymp.co.uk/mp/622.jpg","E14000806","65661","Maldon","England","80.65","79","83.85","120.5","19.45","74","21.549999999999997","133.5","overlapped_by (calculated average)","E07000070,E07000074"
"Simon Burns","327","Chelmsford","Conservative","1444","3025","2781","http://sexymp.co.uk/mp/88.jpg","E14000628","65797","Chelmsford","England","80.7","71","84.3","80","19.5","71","21.9","90","covered_by","E07000070"
"Stephen Williams","328","Bristol West","Liberal Democrat","1336","3180","2479","http://sexymp.co.uk/mp/629.jpg","E14000602","65574","Bristol West","England","78.3","253","83","206","17.9","268","21.1","193","covered_by","E06000023"
"Paul Maynard","329","Blackpool North and Cleveleys","Conservative","1408","3095","2714","http://sexymp.co.uk/mp/391.jpg","E14000572","65750","Blackpool North and Cleveleys","England","76.1","303","80.9","319","17.45","278","20","290.5","overlapped_by (calculated average)","E06000009,E07000128"
"David Miliband","330","South Shields","Labour","1414","4011","3557","http://sexymp.co.uk/mp/420.jpg","E14000944","65719","South Shields","England","76.8","331","81.2","320","16.8","339","19.9","315","covered_by","E08000023"
"John Denham","331","Southampton, Itchen","Labour","1666","2583","3172","http://sexymp.co.uk/mp/153.jpg","E14000955","66016","Southampton, Itchen","England","78.5","242","82.7","225","18.3","227","21","200","covered_by","E06000045"
"Jonathan Edwards","332","Carmarthen East and Dinefwr","Plaid Cymru","1391","3098","2664","http://sexymp.co.uk/mp/179.jpg","W07000067","66089","Carmarthen East and Dinefwr","Wales","78.5","241","82.6","236","18.2","232","20.4","279","covered_by","W06000010"
"Tristram Hunt","333","Stoke-on-Trent Central","Labour","1429","3777","3443","http://sexymp.co.uk/mp/307.jpg","E14000972","65710","Stoke-on-Trent Central","England","76.7","332","80.5","338","17.2","327","19.8","322","covered_by","E06000021"
"Caroline Flint","334","Don Valley","Labour","1253","46617","31587","http://sexymp.co.uk/mp/204.jpg","E14000667","65553","Don Valley","England","77.5","305","81.7","297","17.5","312","20.4","281","covered_by","E08000017"
"Chuka Umunna","335","Streatham","Labour","1460","3507","3347","http://sexymp.co.uk/mp/596.jpg","E14000978","66042","Streatham","England","78.2","257","83","200","18","249","21.3","169","covered_by","E09000022"
"Clive Betts","336","Sheffield South East","Labour","1407","3147","2786","http://sexymp.co.uk/mp/48.jpg","E14000920","65793","Sheffield South East","England","78.7","231","82.4","253","18","247","20.5","263","covered_by","E08000019"
"Jerem Wright","337","Kenilworth and Southam","Conservative","1454","2891","2745","http://sexymp.co.uk/mp/645.jpg","E14000767","65968","Kenilworth and Southam","England","80.53333333333333","91","84.43333333333334","64","19.5","76","22.333333333333332","56","overlapped_by (calculated average)","E07000220,E07000221,E07000222"
"Edward Davey","338","Kingston and Surbiton","Liberal Democrat","1470","2825","2747","http://sexymp.co.uk/mp/143.jpg","E14000770","65778","Kingston and Surbiton","England","81.7","23","85.15","22","20","32.5","22.4","40","overlapped_by (calculated average)","E09000021,E07000208"
"Peter Aldous","339","Waveney","Conservative","1557","2843","3098","http://sexymp.co.uk/mp/7.jpg","E14001022","66004","Waveney","England","79.4","189","83.6","137","19","137","21.3","161","covered_by","E07000206"
"Roger Gale","340","North Thanet","Conservative","1500","2776","2821","http://sexymp.co.uk/mp/215.jpg","E14000852","65605","North Thanet","England","78.9","210","82.95","204.5","18.35","212","21.05","202.5","overlapped_by (calculated average)","E07000106,E07000114"
"Tim Yeo","341","South Suffolk","Conservative","1512","2749","2837","http://sexymp.co.uk/mp/647.jpg","E14000946","65614","South Suffolk","England","81.5","24","84.2","87","19.7","48","22","73","overlapped_by (calculated average)","E07000204"
"Damian Green","342","Ashford","Conservative","1558","2634","2888","http://sexymp.co.uk/mp/241.jpg","E14000536","65811","Ashford","England","81.3","40","84.4","73","19.7","42","22.1","56","covered_by","E07000105"
"Grant Shapps","343","Welwyn Hatfield","Conservative","1398","2991","2633","http://sexymp.co.uk/mp/531.jpg","E14001027","65740","Welwyn Hatfield","England","80.9","73","84.44999999999999","75.5","19.299999999999997","96","22.25","68","overlapped_by (calculated average)","E07000100,E07000104"
"Liz Kendall","344","Leicester West","Labour","1330","39790","31568","http://sexymp.co.uk/mp/338.jpg","E14000784","65587","Leicester West","England","77","326","81.8","293","17.3","320","20.3","292","covered_by","E06000016"
"Tom Blenkinsop","345","Middlesbrough South and East Cleveland","Labour","1547","2963","3218","http://sexymp.co.uk/mp/56.jpg","E14000820","65657","Middlesbrough South and East Cleveland","England","77.5","288","81.1","310.5","17.45","285.5","19.65","308","overlapped_by (calculated average)","E06000002,E06000003"
"Mike Weatherley","346","Hove","Conservative","1598","2627","3036","http://sexymp.co.uk/mp/613.jpg","E14000755","65691","Hove","England","78.7","235","83","194","18.3","218","21.3","168","covered_by","E06000043"
"Jane Ellison","347","Battersea","Conservative","1595","25784","29757","http://sexymp.co.uk/mp/183.jpg","E14000549","65731","Battersea","England","79.1","210","83.2","180","18.1","243","20.9","219","covered_by","E09000032"
"Emily Thornberry","348","Islington South and Finsbury","Labour","1417","31106","28495","http://sexymp.co.uk/mp/583.jpg","E14000764","65882","Islington South and Finsbury","England","77.8","289","83.2","179","17.7","290","21.2","171","covered_by","E09000019"
"Peter Hain","349","Neath","Labour","1567","2900","3249","http://sexymp.co.uk/mp/252.jpg","W07000069","66082","Neath","Wales","77.1","316.5","81.7","290.5","17.5","300.5","20.25","285","overlapped_by (calculated average)","W06000011,W06000012"
"Edward Leigh","350","Gainsborough","Conservative","1540","2754","2987","http://sexymp.co.uk/mp/358.jpg","E14000707","65952","Gainsborough","England","77.8","290","81.8","292","18","259","20.6","254","overlapped_by (calculated average)","E07000137"
"Ben Bradshaw","351","Exeter","Labour","1488","3233","3274","http://sexymp.co.uk/mp/64.jpg","E14000698","66033","Exeter","England","79.9","148","83.4","168","19","141","21.9","80","covered_by","E07000041"
"Simon Reevell","352","Dewsbury","Conservative","1603","2616","3069","http://sexymp.co.uk/mp/499.jpg","E14000666","65746","Dewsbury","England","78.2","261","82","286","18","255","20.3","294","covered_by","E08000034"
"Bob Stewart","353","Beckenham","Conservative","1488","2773","2817","http://sexymp.co.uk/mp/562.jpg","E14000551","65725","Beckenham","England","81","51","84.5","51","19.6","62","21.9","84","covered_by","E09000006"
"Jenny Willot","354","Cardiff Central","Liberal Democrat","1357","32361","27171","http://sexymp.co.uk/mp/632.jpg","W07000050","66090","Cardiff Central","Wales","78.2","259","82.7","233","17.8","276","21","204","covered_by","W06000015"
