sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country","population_total","population_male","population_female","deaths_num_total","deaths_num_male","deaths_num_female","deaths_num_infant","deaths_num_neonatal","deaths_num_perinatal","deaths_rate_crude","deaths_rate_agestd_total","deaths_rate_agestd_male","deaths_rate_agestd_female","deaths_rate_infant","deaths_rate_neonatal","deaths_rate_perinatal","match_type","matched_by"
"Lynne Featherstone","324","Hornsey and Wood Green","Liberal Democrat","1364","36099","29210","http://sexymp.co.uk/mp/199.jpg","E14000752","65883","Hornsey and Wood Green","England","255500","126800","128699","1107","574","533","15","10","26","4.3","492.2","593","408.9","3.5","2.4","6.1","covered_by","E09000014"
"Greg Mulholland","325","Leeds North West","Liberal Democrat","1470","2812","2675","http://sexymp.co.uk/mp/441.jpg","E14000780","66068","Leeds North West","England","750700","368000","382700","6362","3065","3297","43","33","98","8.5","578.9","682.4","493.6","4.2","3.3","9.6","covered_by","E08000035"
"John Whittingdale","326","Maldon","Conservative","1389","3044","2570","http://sexymp.co.uk/mp/622.jpg","E14000806","65661","Maldon","England","1396600","681800","714800","12864","6082","6782","64","46","113","9.2","499","580.6","430.9","3.9","2.8","6.9","covered_by","E10000012"
"Simon Burns","327","Chelmsford","Conservative","1444","3025","2781","http://sexymp.co.uk/mp/88.jpg","E14000628","65797","Chelmsford","England","168500","83000","85500","1324","658","666","5","4","9","7.9","461.5","552.6","383.5","2.5","2","4.5","covered_by","E07000070"
"Stephen Williams","328","Bristol West","Liberal Democrat","1336","3180","2479","http://sexymp.co.uk/mp/629.jpg","E14000602","65574","Bristol West","England","428100","213400","214700","3290","1595","1695","20","17","45","7.7","556.2","668.5","464.2","3","2.5","6.7","covered_by","E06000023"
"Paul Maynard","329","Blackpool North and Cleveleys","Conservative","1408","3095","2714","http://sexymp.co.uk/mp/391.jpg","E14000572","65750","Blackpool North and Cleveleys","England","473800","232433.33333333334","241300","4967.333333333333","2417.6666666666665","2549.6666666666665","28.666666666666668","19","48.666666666666664","11.966666666666667","631.9","761.2666666666668","521.9666666666667","4.833333333333333","3.633333333333333","10.1","overlapped_by (calculated average)","E06000009,E10000017,E07000128"
"David Miliband","330","South Shields","Labour","1414","4011","3557","http://sexymp.co.uk/mp/420.jpg","E14000944","65719","South Shields","England","148200","71600","76600","1683","818","865","3","2","13","11.4","634.2","784.2","519.6","1.8","0","7.8","covered_by","E08000023"
"John Denham","331","Southampton, Itchen","Labour","1666","2583","3172","http://sexymp.co.uk/mp/153.jpg","E14000955","66016","Southampton, Itchen","England","235900","119200","116700","1750","843","907","14","6","29","7.4","551.9","657.9","458.1","3.9","1.7","8.1","covered_by","E06000045"
"Jonathan Edwards","332","Carmarthen East and Dinefwr","Plaid Cymru","1391","3098","2664","http://sexymp.co.uk/mp/179.jpg","W07000067","66089","Carmarthen East and Dinefwr","Wales","184000","89900","94100","2052","992","1060","1","1","7","11.2","549.6","651.7","466","0","0","3.6","covered_by","W06000010"
"Tristram Hunt","333","Stoke-on-Trent Central","Labour","1429","3777","3443","http://sexymp.co.uk/mp/307.jpg","E14000972","65710","Stoke-on-Trent Central","England","248700","123900","124800","2311","1135","1176","32","25","36","9.3","633.4","730.6","550.4","8.4","6.6","9.4","covered_by","E06000021"
"Caroline Flint","334","Don Valley","Labour","1253","46617","31587","http://sexymp.co.uk/mp/204.jpg","E14000667","65553","Don Valley","England","302500","149200","153300","2872","1457","1415","21","18","36","9.5","583.5","705.9","484.9","5.6","4.8","9.5","covered_by","E08000017"
"Chuka Umunna","335","Streatham","Labour","1460","3507","3347","http://sexymp.co.uk/mp/596.jpg","E14000978","66042","Streatham","England","304500","151800","152700","1355","766","589","31","20","46","4.5","547.4","707","411.6","6.5","4.2","9.6","covered_by","E09000022"
"Clive Betts","336","Sheffield South East","Labour","1407","3147","2786","http://sexymp.co.uk/mp/48.jpg","E14000920","65793","Sheffield South East","England","551800","272500","279200","4719","2288","2431","35","22","50","8.6","555.6","660.5","469","5.2","3.2","7.3","covered_by","E08000019"
"Jerem Wright","337","Kenilworth and Southam","Conservative","1454","2891","2745","http://sexymp.co.uk/mp/645.jpg","E14000767","65968","Kenilworth and Southam","England","546600","269600","277000","4823","2371","2452","28","21","46","8.8","495.1","593.6","415.4","4.5","3.3","7.3","covered_by","E10000031"
"Edward Davey","338","Kingston and Surbiton","Liberal Democrat","1470","2825","2747","http://sexymp.co.uk/mp/143.jpg","E14000770","65778","Kingston and Surbiton","England","457000","223766.66666666666","233233.33333333334","3673.3333333333335","1717.6666666666667","1955.6666666666667","16.666666666666668","12.333333333333334","35.333333333333336","7.433333333333334","437.6666666666667","513","374.3666666666666","2.1333333333333333","1.8666666666666665","5.833333333333333","overlapped_by (calculated average)","E09000021,E10000030,E07000208"
"Peter Aldous","339","Waveney","Conservative","1557","2843","3098","http://sexymp.co.uk/mp/7.jpg","E14001022","66004","Waveney","England","115400","56000","59300","1386","671","715","5","3","8","12","511.1","612.1","423.1","4","2.4","6.4","covered_by","E07000206"
"Roger Gale","340","North Thanet","Conservative","1500","2776","2821","http://sexymp.co.uk/mp/215.jpg","E14000852","65605","North Thanet","England","1466500","717200","749200","13434","6437","6997","61","38","119","9.2","504.8","603.6","423.2","3.5","2.2","6.7","covered_by","E10000016"
"Tim Yeo","341","South Suffolk","Conservative","1512","2749","2837","http://sexymp.co.uk/mp/647.jpg","E14000946","65614","South Suffolk","England","730100","360900","369200","6880","3337","3543","35","21","54","9.4","465.2","547.2","395.1","4.2","2.5","6.4","covered_by","E10000029"
"Damian Green","342","Ashford","Conservative","1558","2634","2888","http://sexymp.co.uk/mp/241.jpg","E14000536","65811","Ashford","England","118400","57400","61000","888","428","460","3","2","8","7.5","439.1","517.3","377.6","2.1","0","5.5","covered_by","E07000105"
"Grant Shapps","343","Welwyn Hatfield","Conservative","1398","2991","2633","http://sexymp.co.uk/mp/531.jpg","E14001027","65740","Welwyn Hatfield","England","1119800","549000","570800","8708","4199","4509","53","44","107","7.8","474.1","564.5","401","3.5","2.9","7.1","covered_by","E10000015"
"Liz Kendall","344","Leicester West","Labour","1330","39790","31568","http://sexymp.co.uk/mp/338.jpg","E14000784","65587","Leicester West","England","329600","163100","166600","2330","1185","1145","40","28","0","7.1","595.4","725.4","486.7","7.5","5.3","0","covered_by","E06000016"
"Tom Blenkinsop","345","Middlesbrough South and East Cleveland","Labour","1547","2963","3218","http://sexymp.co.uk/mp/56.jpg","E14000820","65657","Middlesbrough South and East Cleveland","England","136800","66700","70100","1382","670","712","5","2.5","13","10.100000000000001","632.45","739.95","542.6500000000001","2.25","1","6.75","overlapped_by (calculated average)","E06000002,E06000003"
"Mike Weatherley","346","Hove","Conservative","1598","2627","3036","http://sexymp.co.uk/mp/613.jpg","E14000755","65691","Hove","England","273000","136200","136800","2081","978","1103","16","16","27","7.6","533.2","624","456.9","4.9","4.9","8.2","covered_by","E06000043"
"Jane Ellison","347","Battersea","Conservative","1595","25784","29757","http://sexymp.co.uk/mp/183.jpg","E14000549","65731","Battersea","England","307700","149200","158500","1521","726","795","18","13","41","4.9","531.7","628.4","451.5","3.3","2.4","7.4","covered_by","E09000032"
"Emily Thornberry","348","Islington South and Finsbury","Labour","1417","31106","28495","http://sexymp.co.uk/mp/583.jpg","E14000764","65882","Islington South and Finsbury","England","206300","101800","104500","1042","566","476","8","6","23","5.1","571.8","710.7","450.2","2.7","2","7.6","covered_by","E09000019"
"Peter Hain","349","Neath","Labour","1567","2900","3249","http://sexymp.co.uk/mp/252.jpg","W07000069","66082","Neath","Wales","189300","93200","96100","2007.5","1000","1007.5","9.5","6.5","16.5","10.75","616.85","749.5","510.05","4.3","3","7.6","overlapped_by (calculated average)","W06000011,W06000012"
"Edward Leigh","350","Gainsborough","Conservative","1540","2754","2987","http://sexymp.co.uk/mp/358.jpg","E14000707","65952","Gainsborough","England","714800","348300","366500","7512","3747","3765","26","15","42","10.5","531.4","631.4","447.5","3.3","1.9","5.3","covered_by","E10000019"
"Ben Bradshaw","351","Exeter","Labour","1488","3233","3274","http://sexymp.co.uk/mp/64.jpg","E14000698","66033","Exeter","England","117100","57000","60100","962","425","537","8","6","8","8.2","503.8","575.3","454.2","5.5","4.1","5.4","covered_by","E07000041"
"Simon Reevell","352","Dewsbury","Conservative","1603","2616","3069","http://sexymp.co.uk/mp/499.jpg","E14000666","65746","Dewsbury","England","423000","208900","214100","3609","1750","1859","37","28","49","8.5","576.8","688.4","484","6.4","4.8","8.4","covered_by","E08000034"
"Bob Stewart","353","Beckenham","Conservative","1488","2773","2817","http://sexymp.co.uk/mp/562.jpg","E14000551","65725","Beckenham","England","310600","149200","161400","2530","1159","1371","8","5","24","8.1","453.5","531.7","389","1.9","1.2","5.8","covered_by","E09000006"
"Jenny Willot","354","Cardiff Central","Liberal Democrat","1357","32361","27171","http://sexymp.co.uk/mp/632.jpg","W07000050","66090","Cardiff Central","Wales","345400","169900","175600","2609","1285","1324","21","18","35","7.6","547.7","669.8","452.9","4.4","3.8","7.3","covered_by","W06000015"
"James Gray","355","North Wiltshire","Conservative","1500","2821","2943","http://sexymp.co.uk/mp/238.jpg","E14000860","65822","North Wiltshire","England","474300","234300","240100","4138","1964","2174","19","17","39","8.7","476","553.2","413.3","3.5","3.1","7.1","covered_by","E06000054"
"Rachel Reeves","356","Leeds West","Labour","1336","38397","31477","http://sexymp.co.uk/mp/500.jpg","E14000781","65988","Leeds West","England","750700","368000","382700","6362","3065","3297","43","33","98","8.5","578.9","682.4","493.6","4.2","3.3","9.6","covered_by","E08000035"
"Conor Burns","357","Bournemouth West","Conservative","1456","2871","2839","http://sexymp.co.uk/mp/87.jpg","E14000585","65933","Bournemouth West","England","165800","82000","83750","1716","812.5","903.5","7.5","5.5","13.5","10.350000000000001","506.75","606.8","419.75","3.7","2.65","6.65","overlapped_by (calculated average)","E06000028,E06000029"
"Ian Liddell-Grainger","358","Bridgwater and West Somerset","Conservative","1590","2609","3064","http://sexymp.co.uk/mp/365.jpg","E14000595","65620","Bridgwater and West Somerset","England","531600","259300","272200","5366","2519","2847","23","19","43","10.1","467","550.3","396.1","4","3.3","7.4","covered_by","E10000027"
"Sadiq Khan","359","Tooting","Labour","1533","2962","3259","http://sexymp.co.uk/mp/340.jpg","E14000998","65554","Tooting","England","307700","149200","158500","1521","726","795","18","13","41","4.9","531.7","628.4","451.5","3.3","2.4","7.4","covered_by","E09000032"
"Mark Williams","360","Ceredigion","Liberal Democrat","1470","2796","2835","http://sexymp.co.uk/mp/627.jpg","W07000064","66110","Ceredigion","Wales","75300","37500","37800","774","386","388","2","2","0","10.3","515.9","622","424","0","0","0","covered_by","W06000008"
"Charles Hendry","361","Wealden","Conservative","1472","2731","2788","http://sexymp.co.uk/mp/280.jpg","E14001023","65961","Wealden","England","149400","72100","77400","1611","750","861","2","2","10","10.8","455.9","536.6","392.5","0","0","7.6","covered_by","E07000065"
"Stephen McPartland","362","Stevenage","Conservative","1506","2730","2919","http://sexymp.co.uk/mp/411.jpg","E14000968","65571","Stevenage","England","1119800","549000","570800","8708","4199","4509","53","44","107","7.8","474.1","564.5","401","3.5","2.9","7.1","covered_by","E10000015"
"Steve Rotherham","363","Liverpool, Walton","Labour","1696","2397","3186","http://sexymp.co.uk/mp/515.jpg","E14000794","65970","Liverpool, Walton","England","465700","230400","235200","4232","2035","2197","25","19","41","9.1","674.9","787.3","573.2","4.3","3.2","6.9","covered_by","E08000012"
"Danny Alexander","364","Inverness, Nairn, Badenoch and Strathspey","Liberal Democrat","1503","2817","2996","http://sexymp.co.uk/mp/8.jpg","S14000039","14435","Inverness, Nairn, Badenoch and Strathspey","Scotland","5254800","2548200","2706600","53661","25913","27748","238","159","409","10.2","640.9","765.8","539.9","4.1","2.7","6.9","covered_by","S15000001"
"Lilian Greenwood","365","Nottingham South","Labour","1312","36088","29164","http://sexymp.co.uk/mp/244.jpg","E14000867","65945","Nottingham South","England","303900","153200","150700","2257","1159","1098","27","21","48","7.4","621.6","766.4","503.8","6.1","4.7","10.7","covered_by","E06000018"
"Debbie Abrahams","366","Oldham East and Saddleworth","Labour","1303","35961","28640","http://sexymp.co.uk/mp/3.jpg","E14000870","65903","Oldham East and Saddleworth","England","225200","110300","114800","2004","969","1035","22","19","29","8.9","631.5","751.1","529.7","6.7","5.8","8.8","covered_by","E08000004"
"Simon Hughes","367","Bermondsey and Old Southwark","Liberal Democrat","1521","2718","2990","http://sexymp.co.uk/mp/304.jpg","E14000553","65689","Bermondsey and Old Southwark","England","288700","143000","145700","1340","700","640","25","22","51","4.6","560.1","686.2","458.3","4.9","4.3","10","covered_by","E09000028"
"Nick Gibb","368","Bognor Regis and Littlehampton","Conservative","1475","2711","2821","http://sexymp.co.uk/mp/222.jpg","E14000576","65841","Bognor Regis and Littlehampton","England","149800","71500","78300","1997","956","1041","6","3","13","13.3","501.1","610.1","415.9","3.8","1.9","8.2","covered_by","E07000224"
"Andrew Turner","369","Isle of Wight","Conservative","1523","2736","3025","http://sexymp.co.uk/mp/591.jpg","E14000762","65791","Isle of Wight","England","138400","67500","70900","1601","745","856","5","3","12","11.6","483.3","565.1","415.3","3.8","2.3","9","covered_by","E06000046"
"Kevin Barron","370","Rother Valley","Labour","1438","2938","2910","http://sexymp.co.uk/mp/32.jpg","E14000903","65930","Rother Valley","England","257700","126500","131200","2509","1225","1284","13","11","19","9.7","587.1","695.4","502.8","4.3","3.6","6.2","covered_by","E08000018"
"Pauline Latham","371","Mid Derbyshire","Conservative","1707","24035","32778","http://sexymp.co.uk/mp/349.jpg","E14000814","66007","Mid Derbyshire","England","313575","154350","159250","2895","1421.5","1473.5","12.5","9","19.75","9","518.8000000000001","622.7","432.2","3.45","2.175","4.625","overlapped_by (calculated average)","E06000015,E07000032,E10000007,E07000036"
"Mark Spencer","372","Sherwood","Conservative","1321","3136","2600","http://sexymp.co.uk/mp/558.jpg","E14000924","65632","Sherwood","England","786800","387200","399600","7333","3540","3793","33","24","64","9.3","525.1","611.2","451.9","3.7","2.7","7.1","covered_by","E10000024"
"Stella Creasy","373","Walthamstow","Labour","1274","42098","32263","http://sexymp.co.uk/mp/131.jpg","E14001013","65651","Walthamstow","England","259700","130000","129800","1340","643","697","26","14","32","5.2","487.5","566.8","427.7","5.4","2.9","6.6","covered_by","E09000031"
"Lisa Nandy","374","Wigan","Labour","1318","37610","31199","http://sexymp.co.uk/mp/451.jpg","E14001039","65612","Wigan","England","318100","158100","160100","2915","1388","1527","13","8","30","9.2","624","705.2","551.9","3.3","2","7.5","covered_by","E08000010"
"Michael Gove","375","Surrey Heath","Conservative","1525","2796","3132","http://sexymp.co.uk/mp/235.jpg","E14000983","65747","Surrey Heath","England","1135400","556400","578900","9419","4408","5011","41","29","89","8.3","446.2","524","380.7","2.9","2.1","6.3","covered_by","E10000030"
"Natascha Engel","376","North East Derbyshire","Labour","1328","31349","26714","http://sexymp.co.uk/mp/187.jpg","E14000843","65676","North East Derbyshire","England","770700","379100","391600","7437","3643","3794","25","17","39","9.6","529.2","633.9","442.8","2.9","2","4.6","covered_by","E10000007"
"Alok Sharma","377","Reading West","Conservative","1442","2749","2778","http://sexymp.co.uk/mp/532.jpg","E14000890","65982","Reading West","England","154700","77150","77550","1070.5","541.5","529","10.5","7.5","17","6.949999999999999","502.9","601.8499999999999","415.25","4.5","3.2","7.2","overlapped_by (calculated average)","E06000038,E06000037"
"Pamela Nash","378","Airdrie and Shotts","Labour","1232","41844","30213","http://sexymp.co.uk/mp/452.jpg","S14000003","14400","Airdrie and Shotts","Scotland","326700","157300","169400","3381","1606","1775","18","13","27","10.3","742.2","875.1","633.7","4.5","3.3","6.7","covered_by","S12000044"
"Adrian Bailey","379","West Bromwich West","Labour Co-operative","1671","2537","3403","http://sexymp.co.uk/mp/21.jpg","E14001030","66047","West Bromwich West","England","309000","152100","156900","2775","1379","1396","33","25","56","9","610.6","749.1","501.9","6.6","5","11.1","covered_by","E08000028"
"Andrew George","380","St Ives","Liberal Democrat","1340","2975","2609","http://sexymp.co.uk/mp/221.jpg","E14000964","65854","St Ives","England","536000","259600","276400","5663","2764","2899","33","22","39","10.6","502.9","606.2","416.9","5.7","3.8","6.7","covered_by","E06000052"
"Paul Murphy","381","Torfaen","Labour","1651","2478","3253","http://sexymp.co.uk/mp/447.jpg","W07000053","66104","Torfaen","Wales","91200","44400","46800","913","455","458","7","6","12","10","574","708.7","459.1","6.4","5.5","10.9","covered_by","W06000020"
"Philip Hollobone","382","Kettering","Conservative","1494","2702","2962","http://sexymp.co.uk/mp/293.jpg","E14000769","66001","Kettering","England","93800","46100","47800","820","399","421","6","6","10","8.7","539","647","450.3","4.9","4.9","8.1","covered_by","E07000153"
"Andrew Bingham","383","High Peak","Conservative","1526","2597","2968","http://sexymp.co.uk/mp/49.jpg","E14000748","66052","High Peak","England","91000","44800","46200","817","387","430","2","2","0","9","524.9","615.4","446.8","0","0","0","covered_by","E07000037"
"Stewart Jackson","384","Peterborough","Conservative","1448","2718","2827","http://sexymp.co.uk/mp/313.jpg","E14000878","65649","Peterborough","England","300766.6666666667","149600","151133.33333333334","2322.6666666666665","1146.6666666666667","1176","14.333333333333334","9.666666666666666","25.333333333333332","8.466666666666667","514.1666666666666","616.1333333333333","431","3.8333333333333335","2.5999999999999996","6.933333333333334","overlapped_by (calculated average)","E06000031,E10000003,E07000010"
"Shabana Mahmood","385","Birmingham, Ladywood","Labour","1304","34797","29084","http://sexymp.co.uk/mp/385.jpg","E14000564","65989","Birmingham, Ladywood","England","1074300","528800","545400","7985","3926","4059","143","107","193","7.4","579.2","694.3","480.8","8.2","6.1","11","covered_by","E08000025"
"Sylvia Hermon","386","North Down","Independent","1304","32791","27504","http://sexymp.co.uk/mp/283.jpg","N06000013","66136","North Down","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"John Howell","387","Henley","Conservative","1490","2691","2970","http://sexymp.co.uk/mp/302.jpg","E14000742","65786","Henley","England","654800","324100","330700","5058","2476","2582","31","22","54","7.7","476.2","566.8","400.2","3.6","2.6","6.3","covered_by","E10000025"
"Jessica Morden","388","Newport East","Labour","1301","35896","30035","http://sexymp.co.uk/mp/431.jpg","W07000055","66094","Newport East","Wales","91500","45000","46500","880","436","444","4","2","6","9.6","484.5","578.1","407.8","5.1","0","7.6","covered_by","W06000021"
"Katy Clark","389","North Ayrshire and Arran","Labour","1383","31074","29863","http://sexymp.co.uk/mp/112.jpg","S14000048","14445","North Ayrshire and Arran","Scotland","135100","64099","71000","1535","756","779","12","7","13","11.4","676.9","839.9","550.4","8.3","4.8","8.9","covered_by","S12000021"
"Alison McGovern","390","Wirral South","Labour","1301","34603","29257","http://sexymp.co.uk/mp/403.jpg","E14001043","65847","Wirral South","England","319800","153800","166000","3370","1589","1781","17","15","34","10.5","567.6","683.7","467.3","4.5","3.9","8.9","covered_by","E08000015"
"Anne McIntosh","391","Thirsk and Malton","Conservative","1548","25266","30233","http://sexymp.co.uk/mp/407.jpg","E14000993","65686","Thirsk and Malton","England","601200","296400","304800","6049","2844","3205","19","14","35","10.1","495","579.3","425.4","3.1","2.3","5.8","covered_by","E10000023"
"Chris Bryant","392","Rhondda","Labour","1463","3114","3345","http://sexymp.co.uk/mp/81.jpg","W07000052","66092","Rhondda","Wales","234400","114600","119800","2451","1209","1242","11","6","14","10.5","658.9","793.5","545.3","3.7","2","4.6","covered_by","W06000016"
"Kenneth Clarke","393","Rushcliffe","Conservative","1575","2732","3403","http://sexymp.co.uk/mp/113.jpg","E14000908","65736","Rushcliffe","England","111200","54800","56500","940","425","515","5","3","8","8.4","445.8","495.9","401.5","4.4","2.6","7","covered_by","E07000176"
"Lorely Burt","394","Solihull","Liberal Democrat","1391","29365","29001","http://sexymp.co.uk/mp/92.jpg","E14000931","65879","Solihull","England","206900","100400","106400","1789","895","894","10","8","19","8.6","459.6","558.9","386.8","4.2","3.4","8","covered_by","E08000029"
"Paul Blomfield","395","Sheffield Central","Labour","1634","2409","3220","http://sexymp.co.uk/mp/57.jpg","E14000919","65957","Sheffield Central","England","551800","272500","279200","4719","2288","2431","35","22","50","8.6","555.6","660.5","469","5.2","3.2","7.3","covered_by","E08000019"
"Siobhain McDonagh","396","Mitcham and Morden","Labour","1285","33048","27869","http://sexymp.co.uk/mp/399.jpg","E14000823","66038","Mitcham and Morden","England","200500","99000","101500","1171","566","605","15","9","26","5.8","480.8","572.2","407.3","4.2","2.5","7.3","covered_by","E09000024"
"Joan Ruddock","397","Lewisham, Deptford","Labour","1330","30699","27901","http://sexymp.co.uk/mp/520.jpg","E14000789","66041","Lewisham, Deptford","England","276900","135600","141300","1607","768","839","22","15","52","5.8","580.8","686","493.4","4.5","3.1","10.5","covered_by","E09000023"
"Karen Lumley","398","Redditch","Conservative","1525","24922","29654","http://sexymp.co.uk/mp/379.jpg","E14000892","65700","Redditch","England","566600","278900","287600","5290","2527","2763","15","10","37","9.3","488.9","572.4","416.6","2.4","1.6","5.9","covered_by","E10000034"
"Andrea Leadsom","399","South Northamptonshire","Conservative","1497","25574","29614","http://sexymp.co.uk/mp/353.jpg","E14000942","65902","South Northamptonshire","England","694000","342300","351600","5720","2797","2923","46","33","82","8.2","540.8","631.6","460.4","5","3.6","8.8","covered_by","E10000021"
"Emma Reynolds","400","Wolverhampton North East","Labour","1281","36171","30606","http://sexymp.co.uk/mp/502.jpg","E14001049","65777","Wolverhampton North East","England","249900","123700","126200","2335","1156","1179","24","13","31","9.3","584.7","706.2","476.3","6.6","3.6","8.4","covered_by","E08000031"
"Greg Knight","401","East Yorkshire","Conservative","1575","2442","3106","http://sexymp.co.uk/mp/342.jpg","E14000683","65979","East Yorkshire","England","334700","163600","171100","3571","1703","1868","12","7","16","10.7","515.1","600.4","441.8","3.9","2.3","5.2","covered_by","E06000011"
"Tom Harris","402","Glasgow South","Labour","1655","2430","3394","http://sexymp.co.uk/mp/267.jpg","S14000034","14430","Glasgow South","Scotland","598800","290600","308300","6403","3201","3202","45","33","71","10.7","840.5","1080.6","661.7","5.9","4.3","9.2","covered_by","S12000046"
"Kate Hoey","403","Vauxhall","Labour","1481","26860","30872","http://sexymp.co.uk/mp/291.jpg","E14001008","65825","Vauxhall","England","304500","151800","152700","1355","766","589","31","20","46","4.5","547.4","707","411.6","6.5","4.2","9.6","covered_by","E09000022"
"Rushanara Ali","404","Bethnal Green and Bow","Labour","1247","36455","29651","http://sexymp.co.uk/mp/11.jpg","E14000555","65853","Bethnal Green and Bow","England","256000","132100","123900","1013","570","443","32","29","57","4","609.1","757.7","469.5","7","6.4","12.4","covered_by","E09000030"
"Bob Ainsworth","405","Coventry North East","Labour","1667","2558","3644","http://sexymp.co.uk/mp/6.jpg","E14000649","65636","Coventry North East","England","316900","157800","159100","2630","1303","1327","27","17","34","8.3","577.2","689.7","479.4","5.6","3.5","7","covered_by","E08000026"
"Valerie Vaz","406","Walsall South","Labour","1257","35685","29507","http://sexymp.co.uk/mp/601.jpg","E14001012","65832","Walsall South","England","269500","132400","137100","2426","1206","1220","36","26","41","9","571.7","691.3","467.2","9.6","6.9","10.9","covered_by","E08000030"
"Yvette Cooper","407","Normanton, Pontefract and Castleford","Labour","1339","30440","28932","http://sexymp.co.uk/mp/125.jpg","E14000836","65918","Normanton, Pontefract and Castleford","England","326400","160200","166300","3136","1505","1631","29","19","42","9.6","599.1","704.5","507.4","7.1","4.6","10.1","covered_by","E08000036"
"Dawn Primarolo","408","Bristol South","Labour","1339","29092","27639","http://sexymp.co.uk/mp/487.jpg","E14000601","66031","Bristol South","England","428100","213400","214700","3290","1595","1695","20","17","45","7.7","556.2","668.5","464.2","3","2.5","6.7","covered_by","E06000023"
"Mark Durkan","409","Foyle","Social Democratic and Labour","1561","2551","3262","http://sexymp.co.uk/mp/176.jpg","N06000008","66131","Foyle","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Rosie Winterton","410","Doncaster Central","Labour","1328","29924","28188","http://sexymp.co.uk/mp/637.jpg","E14000668","65621","Doncaster Central","England","302500","149200","153300","2872","1457","1415","21","18","36","9.5","583.5","705.9","484.9","5.6","4.8","9.5","covered_by","E08000017"
"Jenny Chapman","411","Darlington","Labour","1261","34832","29490","http://sexymp.co.uk/mp/107.jpg","E14000658","65802","Darlington","England","105600","51500","54100","985","488","497","6","4","9","9.3","541.7","654.7","453.5","4.6","3.1","6.9","covered_by","E06000005"
"Catherin McKinnell","412","Newcastle upon Tyne North","Labour","1225","39738","31625","http://sexymp.co.uk/mp/409.jpg","E14000833","65664","Newcastle upon Tyne North","England","279100","139900","139200","2380","1154","1226","9","7","32","8.5","609.2","729.4","511.3","2.6","2.1","9.3","covered_by","E08000021"
"Mark Pawsey","413","Rugby","Conservative","1584","2327","3075","http://sexymp.co.uk/mp/474.jpg","E14000905","65656","Rugby","England","546600","269600","277000","4823","2371","2452","28","21","46","8.8","495.1","593.6","415.4","4.5","3.3","7.3","covered_by","E10000031"
"Austin Mitchell","414","Great Grimsby","Labour","1670","2356","3428","http://sexymp.co.uk/mp/427.jpg","E14000716","65600","Great Grimsby","England","159700","78300","81400","1564","736","828","6","5","10","9.8","568.2","647.8","499.3","3","2.5","4.9","covered_by","E06000012"
"Glyn Davies","415","Montgomeryshire","Conservative","1462","2634","3034","http://sexymp.co.uk/mp/148.jpg","W07000063","66111","Montgomeryshire","Wales","133100","65800","67300","1426","718","708","3","3","12","10.7","488.6","579.6","413.1","2.4","2.4","9.7","covered_by","W06000023"
"Louise Ellman","416","Liverpool, Riverside","Labour Co-operative","1324","29686","28294","http://sexymp.co.uk/mp/184.jpg","E14000793","66066","Liverpool, Riverside","England","465700","230400","235200","4232","2035","2197","25","19","41","9.1","674.9","787.3","573.2","4.3","3.2","6.9","covered_by","E08000012"
"Barbara Keeley","417","Worsley and Eccles South","Labour","1197","37553","28780","http://sexymp.co.uk/mp/335.jpg","E14001054","65757","Worsley and Eccles South","England","234500","117200","117300","2131","1023","1108","17","10","22","9.1","661.6","770.4","573.5","4.8","2.8","6.2","covered_by","E08000006"
"Loraine Fullbrook","418","South Ribble","Conservative","1498","24667","29902","http://sexymp.co.uk/mp/213.jpg","E14000943","65951","South Ribble","England","1171600","575400","596100","11676","5661","6015","74","48","116","10","579.4","683.7","490.2","5.4","3.5","8.4","covered_by","E10000017"
"Fiona ODonnell","419","East Lothian","Labour","1365","28452","28892","http://sexymp.co.uk/mp/460.jpg","S14000020","14417","East Lothian","Scotland","98200","47100","51000","966","454","512","5","3","9","9.8","580.8","672.4","504.8","4.4","2.7","7.9","covered_by","S12000010"
"Teresa Pearse","420","Erith and Thamesmead","Labour","1266","34246","29765","http://sexymp.co.uk/mp/475.jpg","E14000696","66023","Erith and Thamesmead","England","244150","119500","124650","1695","836.5","858.5","11.5","8","26.5","6.95","517.45","638.95","423.8","2.95","1.9500000000000002","6.3999999999999995","overlapped_by (calculated average)","E09000004,E09000011"
"Mike Penning","421","Hemel Hempstead","Conservative","1556","2509","3260","http://sexymp.co.uk/mp/476.jpg","E14000739","65967","Hemel Hempstead","England","145300","71500","73800","1125","566","559","5","4","10","7.7","461.1","569.7","366.3","2.7","2.2","5.4","covered_by","E07000096"
"John Randall","422","Uxbridge and South Ruislip","Conservative","1615","2520","3520","http://sexymp.co.uk/mp/493.jpg","E14001007","65613","Uxbridge and South Ruislip","England","275500","136800","138700","1780","866","914","13","8","30","6.5","481.9","556.5","418.9","3","1.8","6.8","covered_by","E09000017"
