sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country","population_total","population_male","population_female","deaths_num_total","deaths_num_male","deaths_num_female","deaths_num_infant","deaths_num_neonatal","deaths_num_perinatal","deaths_rate_crude","deaths_rate_agestd_total","deaths_rate_agestd_male","deaths_rate_agestd_female","deaths_rate_infant","deaths_rate_neonatal","deaths_rate_perinatal","match_type","matched_by"
"Nick Boles","160","Grantham and Stamford","Conservative","1399","3328","2421","http://sexymp.co.uk/mp/60.jpg","E14000714","65683","Grantham and Stamford","England","134100","64800","69300","1266","619","647","2","2","5","9.4","481.7","574.1","410.2","0","0","3.3","covered_by","E07000141"
"Bill Wiggin","161","North Herefordshire","Conservative","1470","3240","2640","http://sexymp.co.uk/mp/624.jpg","E14000847","65642","North Herefordshire","England","183600","90400","93300","1915","934","981","11","8","8","10.4","504.2","603","424.9","5.9","4.3","4.3","covered_by","E06000019"
"Gregory Campbell","162","East Londonderry","Democratic Unionist","1575","3058","2886","http://sexymp.co.uk/mp/99.jpg","N06000006","66129","East Londonderry","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"John Hayes","163","South Holland and The Deepings","Conservative","1574","3002","2842","http://sexymp.co.uk/mp/272.jpg","E14000939","66051","South Holland and The Deepings","England","714800","348300","366500","7512","3747","3765","26","15","42","10.5","531.4","631.4","447.5","3.3","1.9","5.3","covered_by","E10000019"
"Peter Bottomley","164","Worthing West","Conservative","1507","3055","2639","http://sexymp.co.uk/mp/62.jpg","E14001055","65562","Worthing West","England","808900","391700","417200","8388","3832","4556","35","23","63","10.4","473.4","551.6","411.2","3.8","2.5","6.8","covered_by","E10000032"
"Dan Byles","165","North Warwickshire","Conservative","1307","3652","2246","http://sexymp.co.uk/mp/93.jpg","E14000854","66024","North Warwickshire","England","546600","269600","277000","4823","2371","2452","28","21","46","8.8","495.1","593.6","415.4","4.5","3.3","7.3","covered_by","E10000031"
"Andrew Percy","166","Brigg and Goole","Conservative","1518","2924","2572","http://sexymp.co.uk/mp/478.jpg","E14000596","66000","Brigg and Goole","England","5288200","2602000","2686200","48527","23466","25061","327","228","538","9.2","566.2","670","480.6","4.9","3.4","8.1","covered_by","E15000003"
"Edward Timson","167","Crewe and Nantwich","Conservative","1346","3368","2242","http://sexymp.co.uk/mp/586.jpg","E14000653","65572","Crewe and Nantwich","England","370700","181700","189000","3420","1576","1844","15","11","29","9.2","480.5","545.4","424.5","3.7","2.7","7.2","covered_by","E06000049"
"John Woodcock","168","Barrow and Furness","Labour Co-operative","1495","3189","2713","http://sexymp.co.uk/mp/641.jpg","E14000543","66006","Barrow and Furness","England","499800","246100","253700","5464","2556","2908","17","10","28","10.9","556.9","633.6","488.6","3.4","2","5.5","covered_by","E10000006"
"Phillip Lee","169","Bracknell","Conservative","1386","3266","2343","http://sexymp.co.uk/mp/355.jpg","E14000586","65697","Bracknell","England","134300","66600","67700","872.5","400","472.5","5","4","14.5","6.45","452.6","495.75","412.95","2.85","1.6","8.35","overlapped_by (calculated average)","E06000036,E06000041"
"Angus MacNiel","170","Na h-Eileanan an Iar","Scottish National Party","1459","3381","2734","http://sexymp.co.uk/mp/381.jpg","S14000027","14444","Na h-Eileanan an Iar","Scotland","26100","12800","13300","365","169","196","3","3","3","14","701.2","807.6","633.3","12.8","12.8","12.8","covered_by","S12000013"
"Khalid Mahmood","171","Birmingham, Perry Barr","Labour","1527","3013","2689","http://sexymp.co.uk/mp/384.jpg","E14000566","66028","Birmingham, Perry Barr","England","1074300","528800","545400","7985","3926","4059","143","107","193","7.4","579.2","694.3","480.8","8.2","6.1","11","covered_by","E08000025"
"Hugh Robertson","172","Faversham and Mid Kent","Conservative","1408","3190","2375","http://sexymp.co.uk/mp/509.jpg","E14000700","65764","Faversham and Mid Kent","England","1466500","717200","749200","13434","6437","6997","61","38","119","9.2","504.8","603.6","423.2","3.5","2.2","6.7","covered_by","E10000016"
"Andrew Smith","173","Oxford East","Labour","1573","2920","2771","http://sexymp.co.uk/mp/546.jpg","E14000873","66060","Oxford East","England","150200","74800","75500","949","487","462","7","7","12","6.3","546.6","700.9","412.1","3.4","3.4","5.7","covered_by","E07000178"
"Nick Smith","174","Blaenau Gwent","Labour","1524","3122","2772","http://sexymp.co.uk/mp/551.jpg","W07000072","66093","Blaenau Gwent","Wales","69800","34300","35500","791","392","399","7","4","0","11.3","704.7","833","591.7","8.9","5.1","0","covered_by","W06000019"
"Steve Baker","175","Wycombe","Conservative","1339","3602","2385","http://sexymp.co.uk/mp/24.jpg","E14001056","66010","Wycombe","England","172000","84800","87200","1213","579","634","7","5","17","7.1","453","522.5","389.6","3.1","2.2","7.5","covered_by","E07000007"
"James Morris","176","Halesowen and Rowley Regis","Conservative","1340","3607","2388","http://sexymp.co.uk/mp/437.jpg","E14000722","65971","Halesowen and Rowley Regis","England","311150","153000","158150","2854","1418.5","1435.5","23","18","38.5","9.2","574.5","700.95","473.6","5.05","4","8.35","overlapped_by (calculated average)","E08000027,E08000028"
"George Hollinberry","177","Meon Valley","Conservative","1382","3358","2404","http://sexymp.co.uk/mp/292.jpg","E14000811","65772","Meon Valley","England","1322100","647500","674600","11397","5389","6008","50","30","81","8.6","454.5","524.8","396.7","3.3","2","5.3","covered_by","E10000014"
"Malcom Bruce","178","Gordon","Liberal Democrat","1524","3022","2701","http://sexymp.co.uk/mp/80.jpg","S14000037","14433","Gordon","Scotland","247600","122900","124700","2191","1074","1117","8","3","17","8.8","550.4","631.5","479.4","3","1.1","6.3","covered_by","S12000034"
"Mark Field","179","Cities of London and Westminster","Conservative","1356","3526","2419","http://sexymp.co.uk/mp/201.jpg","E14000639","65759","Cities of London and Westminster","England","219600","112000","107600","1083","560","523","11","7","16","4.9","442.6","514.6","375.5","3.6","2.3","5.2","overlapped_by (calculated average)","E09000033"
"George Freeman","180","Mid Norfolk","Conservative","1495","3039","2611","http://sexymp.co.uk/mp/211.jpg","E14000816","65949","Mid Norfolk","England","859400","421200","438200","8869","4295","4574","46","36","83","10.3","485.1","568","415.7","4.9","3.9","8.8","covered_by","E10000020"
"Mark Pritchard","181","The Wrekin","Conservative","1475","3100","2588","http://sexymp.co.uk/mp/489.jpg","E14000992","65977","The Wrekin","England","236950","117400","119550","2153.5","1030.5","1123","11","6.5","12.5","8.8","533.25","624.7","455.54999999999995","4.35","2.5","4.75","overlapped_by (calculated average)","E06000051,E06000020"
"Jackie Doyle-Price","182","Thurrock","Conservative","1550","28814","26773","http://sexymp.co.uk/mp/168.jpg","E14000995","65919","Thurrock","England","158300","78100","80100","1142","552","590","4","3","13","7.2","547.4","652.6","461.4","1.7","1.3","5.4","covered_by","E06000034"
"Alan Johnson","183","Kingston upon Hull West and Hessle","Labour","1526","3117","2809","http://sexymp.co.uk/mp/320.jpg","E14000773","65984","Kingston upon Hull West and Hessle","England","5288200","2602000","2686200","48527","23466","25061","327","228","538","9.2","566.2","670","480.6","4.9","3.4","8.1","covered_by","E15000003"
"David Mundell","184","Dumfriesshire, Clydesdale and Tweeddale","Conservative","1523","2969","2661","http://sexymp.co.uk/mp/442.jpg","S14000014","14411","Dumfriesshire, Clydesdale and Tweeddale","Scotland","191333.33333333334","92166.66666666667","99133.33333333333","2051.6666666666665","961.6666666666666","1090","6","4.666666666666667","11","10.9","596.1333333333333","685.6666666666666","520.7666666666667","2.733333333333334","1.0333333333333334","4.366666666666666","overlapped_by (calculated average)","S12000006,S12000026,S12000029"
"Mark Prisk","185","Hertford and Stortford","Conservative","1492","3028","2597","http://sexymp.co.uk/mp/488.jpg","E14000744","66003","Hertford and Stortford","England","138200","67900","70300","951","469","482","4","3","10","6.9","434.5","521.7","367.4","2.3","1.7","5.8","covered_by","E07000242"
"Julian Smith","186","Skipton and Ripon","Conservative","1401","3178","2369","http://sexymp.co.uk/mp/550.jpg","E14000928","65986","Skipton and Ripon","England","601200","296400","304800","6049","2844","3205","19","14","35","10.1","495","579.3","425.4","3.1","2.3","5.8","covered_by","E10000023"
"Pete Wishart","187","Perth and North Perthshire","Scottish National Party","1589","2907","2848","http://sexymp.co.uk/mp/638.jpg","S14000054","14451","Perth and North Perthshire","Scotland","149500","73500","76000","1496","717","779","1","0","7","10","513.7","606.4","438.5","0","0","4.8","covered_by","S12000024"
"Jeremy Browne","188","Taunton Deane","Liberal Democrat","1436","3125","2465","http://sexymp.co.uk/mp/78.jpg","E14000988","65767","Taunton Deane","England","110600","53600","57000","1184","564","620","3","2","0","10.7","496.6","615.4","396.3","2.3","0","0","covered_by","E07000190"
"Mike Freer","189","Finchley and Golders Green","Conservative","1463","2993","2466","http://sexymp.co.uk/mp/212.jpg","E14000703","65938","Finchley and Golders Green","England","357500","173400","184100","2305","1038","1267","19","13","33","6.4","437.8","502","385.1","3.5","2.4","6","covered_by","E09000003"
"John Baron","190","Basildon and Billericay","Conservative","1577","2860","2765","http://sexymp.co.uk/mp/31.jpg","E14000544","65898","Basildon and Billericay","England","175000","84900","90100","1407","648","759","7","4","21","8","501.4","571.5","445.6","3","1.7","9","covered_by","E07000066"
"Stephen Phillips","191","Sleaford and North Hykeham","Conservative","1438","3220","2550","http://sexymp.co.uk/mp/481.jpg","E14000929","65920","Sleaford and North Hykeham","England","714800","348300","366500","7512","3747","3765","26","15","42","10.5","531.4","631.4","447.5","3.3","1.9","5.3","covered_by","E10000019"
"John Redwood","192","Wokingham","Conservative","1523","3006","2704","http://sexymp.co.uk/mp/496.jpg","E14001048","65774","Wokingham","England","154500","76550","77950","1083","537","546","7","5.5","13.5","7","453.15","532.55","385.15","3.6","2.85","7","overlapped_by (calculated average)","E06000037,E06000041"
"Neil Carmichael","193","Stroud","Conservative","1546","2948","2740","http://sexymp.co.uk/mp/103.jpg","E14000980","65858","Stroud","England","113100","55700","57400","1075","485","590","2","2","12","9.5","466.7","534.9","406.2","0","0","10.8","covered_by","E07000082"
"Margot James","194","Stourbridge","Conservative","1509","31148","27505","http://sexymp.co.uk/mp/314.jpg","E14000976","65609","Stourbridge","England","313300","153900","159400","2933","1458","1475","13","11","21","9.4","538.4","652.8","445.3","3.5","3","5.6","covered_by","E08000027"
"Jeremy Lefroy","195","Stafford","Conservative","1455","2999","2447","http://sexymp.co.uk/mp/357.jpg","E14000965","66067","Stafford","England","849500","420400","429100","7591","3625","3966","46","33","73","8.9","510.2","589.8","445.6","5.1","3.7","8.1","covered_by","E10000028"
"Tami Mark","196","Alyn and Deeside","Labour","1496","3106","2694","http://sexymp.co.uk/mp/579.jpg","W07000043","66103","Alyn and Deeside","Wales","152700","75300","77400","1339","672","667","5","5","6","8.8","528.8","620.2","453.7","2.9","2.9","3.5","covered_by","W06000005"
"John Glen","197","Salisbury","Conservative","1381","3214","2344","http://sexymp.co.uk/mp/228.jpg","E14000912","65889","Salisbury","England","474300","234300","240100","4138","1964","2174","19","17","39","8.7","476","553.2","413.3","3.5","3.1","7.1","covered_by","E06000054"
"Nick Herbert","198","Arundel and South Downs","Conservative","1367","3300","2347","http://sexymp.co.uk/mp/282.jpg","E14000534","65784","Arundel and South Downs","England","808900","391700","417200","8388","3832","4556","35","23","63","10.4","473.4","551.6","411.2","3.8","2.5","6.8","covered_by","E10000032"
"Derek Twigg","199","Halton","Labour","1494","3144","2737","http://sexymp.co.uk/mp/593.jpg","E14000725","65915","Halton","England","125700","61300","64400","1109","546","563","6","3","15","8.8","629.6","736.3","554.1","3.8","1.9","9.5","covered_by","E06000006"
"Desmond Swayne","200","New Forest West","Conservative","1461","3084","2563","http://sexymp.co.uk/mp/575.jpg","E14000828","65815","New Forest West","England","176800","84900","91900","1998","928","1070","7","1","8","11.3","424.5","493.8","366","4.4","0","5","covered_by","E07000091"
"Gavin Williamson","201","South Staffordshire","Conservative","1339","3230","2193","http://sexymp.co.uk/mp/631.jpg","E14000945","65943","South Staffordshire","England","108300","53300","55000","1016","475","541","2","2","5","9.4","473.1","539.9","418.6","0","0","5.4","covered_by","E07000196"
"Alun Cairns","202","Vale of Glamorgan","Conservative","1382","3129","2292","http://sexymp.co.uk/mp/96.jpg","W07000078","66098","Vale of Glamorgan","Wales","211475","103775","107700","1903.5","930.5","973","10.75","7.75","15.75","9.3","580.15","693.425","488.925","3.7","2.55","5.225","overlapped_by (calculated average)","W06000013,W06000014,W06000015,W06000016"
"Nick de Bois","203","Enfield North","Conservative","1527","2795","2558","http://sexymp.co.uk/mp/151.jpg","E14000691","66050","Enfield North","England","313900","151500","162400","1846","921","925","21","10","41","5.9","455.5","568.5","370.2","4.3","2","8.3","covered_by","E09000010"
"Tony Baldry","204","Banbury","Conservative","1453","3072","2527","http://sexymp.co.uk/mp/25.jpg","E14000539","66008","Banbury","England","142300","70400","71900","1025","506","519","7","6","18","7.2","470.6","560.8","400.4","3.6","3.1","9.3","covered_by","E07000177"
"Sajid Javid","205","Bromsgrove","Conservative","1483","3038","2615","http://sexymp.co.uk/mp/318.jpg","E14000605","65617","Bromsgrove","England","93700","46300","47400","927","393","534","1","1","0","9.9","461.4","489.4","434.5","0","0","0","covered_by","E07000234"
"Paul Beresford","206","Mole Valley","Conservative","1472","3099","2624","http://sexymp.co.uk/mp/45.jpg","E14000824","65693","Mole Valley","England","1135400","556400","578900","9419","4408","5011","41","29","89","8.3","446.2","524","380.7","2.9","2.1","6.3","covered_by","E10000030"
"George Osborne","207","Tatton","Conservative","1418","3689","2871","http://sexymp.co.uk/mp/465.jpg","E14000987","65964","Tatton","England","350100","171150","178950","3287.5","1539.5","1748","16","13.5","31","9.399999999999999","504.45","581.15","438.45","4.1","3.5","8","overlapped_by (calculated average)","E06000049,E06000050"
"Dominic Raab","208","Esher and Walton","Conservative","1308","3710","2382","http://sexymp.co.uk/mp/492.jpg","E14000697","66062","Esher and Walton","England","131400","63700","67700","1055","499","556","7","3","11","8","442","519.8","381.5","3.7","1.6","5.8","covered_by","E07000207"
"Simon Wright","209","Norwich South","Liberal Democrat","1498","2977","2618","http://sexymp.co.uk/mp/646.jpg","E14000864","65634","Norwich South","England","859400","421200","438200","8869","4295","4574","46","36","83","10.3","485.1","568","415.7","4.9","3.9","8.8","covered_by","E10000020"
"Frank Doran","210","Aberdeen North","Labour","1501","3175","2811","http://sexymp.co.uk/mp/163.jpg","S14000001","14398","Aberdeen North","Scotland","220400","109300","111200","1973","957","1016","8","5","11","9","618","739.3","511.4","3.1","1.9","4.2","covered_by","S12000033"
"Chris Kelly","211","Dudley South","Conservative","1287","3954","2440","http://sexymp.co.uk/mp/337.jpg","E14000672","66054","Dudley South","England","313300","153900","159400","2933","1458","1475","13","11","21","9.4","538.4","652.8","445.3","3.5","3","5.6","covered_by","E08000027"
"Andrew Lansley","212","South Cambridgeshire","Conservative","1442","3256","2639","http://sexymp.co.uk/mp/348.jpg","E14000934","65922","South Cambridgeshire","England","622300","310500","311800","4550","2220","2330","24","17","45","7.3","440.6","520.2","377.4","3.2","2.3","6","covered_by","E10000003"
"John McDonnell","213","Hayes and Harlington","Labour","1498","3223","2844","http://sexymp.co.uk/mp/401.jpg","E14000737","65912","Hayes and Harlington","England","275500","136800","138700","1780","866","914","13","8","30","6.5","481.9","556.5","418.9","3","1.8","6.8","covered_by","E09000017"
"Toby Perkins","214","Chesterfield","Labour","1466","3165","2661","http://sexymp.co.uk/mp/479.jpg","E14000632","65980","Chesterfield","England","103800","50900","52900","1118","536","582","3","2","0","10.8","592.1","702.9","498.5","2.4","0","0","covered_by","E07000034"
"Iain Wright","215","Hartlepool","Labour","1486","3213","2787","http://sexymp.co.uk/mp/644.jpg","E14000733","65990","Hartlepool","England","92100","44800","47300","922","439","483","4","3","12","10","619.5","718","538.1","3.4","2.5","10","covered_by","E06000001"
"Jeremy Corbyn","216","Islington North","Labour","1553","3032","2894","http://sexymp.co.uk/mp/126.jpg","E14000763","65937","Islington North","England","206300","101800","104500","1042","566","476","8","6","23","5.1","571.8","710.7","450.2","2.7","2","7.6","covered_by","E09000019"
"Cheryl Gillan","217","Chesham and Amersham","Conservative","1545","29260","27601","http://sexymp.co.uk/mp/225.jpg","E14000631","65801","Chesham and Amersham","England","506600","249000","257600","3793","1863","1930","20","16","58","7.5","447.5","536","374.1","3.3","2.6","9.4","covered_by","E10000002"
"Philip Hammond","218","Runnymede and Weybridge","Conservative","1476","3000","2568","http://sexymp.co.uk/mp/257.jpg","E14000907","65589","Runnymede and Weybridge","England","1135400","556400","578900","9419","4408","5011","41","29","89","8.3","446.2","524","380.7","2.9","2.1","6.3","covered_by","E10000030"
"Iain Stewart","219","Milton Keynes South","Conservative","1405","3242","2491","http://sexymp.co.uk/mp/563.jpg","E14000822","66076","Milton Keynes South","England","249900","123600","126300","1552","763","789","12","9","30","6.2","538.2","644.6","453.6","3.1","2.3","7.6","covered_by","E06000042"
"Jack Straw","220","Blackburn","Labour","1601","2857","2895","http://sexymp.co.uk/mp/565.jpg","E14000570","65981","Blackburn","England","147700","73600","74000","1189","596","593","12","8","26","8.1","634.8","765.6","519.5","5.1","3.4","11","covered_by","E06000008"
"Nick Clegg","221","Sheffield, Hallam","Liberal Democrat","1438","3546","2873","http://sexymp.co.uk/mp/115.jpg","E14000922","65741","Sheffield, Hallam","England","551800","272500","279200","4719","2288","2431","35","22","50","8.6","555.6","660.5","469","5.2","3.2","7.3","covered_by","E08000019"
"Richard Graham","222","Gloucester","Conservative","1397","3375","2563","http://sexymp.co.uk/mp/236.jpg","E14000712","65996","Gloucester","England","121900","60100","61800","1003","536","467","5","2","13","8.2","556.7","727.6","416.9","2.8","0","7.1","covered_by","E07000081"
"Stewart Hosie","223","Dundee East","Scottish National Party","1531","3002","2790","http://sexymp.co.uk/mp/299.jpg","S14000015","14412","Dundee East","Scotland","128100","61600","66500","1441","695","746","8","5","11.5","11.2","643.4","756.4","553.2","5.45","3.3","7.949999999999999","overlapped_by (calculated average)","S12000041,S12000042"
"Brooks Newmark","224","Braintree","Conservative","1493","3029","2669","http://sexymp.co.uk/mp/454.jpg","E14000590","65670","Braintree","England","147500","72400","75100","1224","572","652","7","5","13","8.3","484.6","550","433.8","4","2.8","7.4","covered_by","E07000067"
"James Clappison","225","Hertsmere","Conservative","1433","3035","2448","http://sexymp.co.uk/mp/110.jpg","E14000745","65994","Hertsmere","England","100400","48500","51900","841","382","459","7","7","12","8.4","485.2","546.7","439.4","5.4","5.4","9.3","covered_by","E07000098"
"Jason McCartney","226","Colne Valley","Conservative","1422","3103","2464","http://sexymp.co.uk/mp/395.jpg","E14000645","65835","Colne Valley","England","423000","208900","214100","3609","1750","1859","37","28","49","8.5","576.8","688.4","484","6.4","4.8","8.4","covered_by","E08000034"
"Alec Shelbrooke","227","Elmet and Rothwell","Conservative","1319","3518","2337","http://sexymp.co.uk/mp/535.jpg","E14000689","65677","Elmet and Rothwell","England","750700","368000","382700","6362","3065","3297","43","33","98","8.5","578.9","682.4","493.6","4.2","3.3","9.6","covered_by","E08000035"
"Jim Fitzpatrick","228","Poplar and Limehouse","Labour","1500","3086","2757","http://sexymp.co.uk/mp/202.jpg","E14000882","65917","Poplar and Limehouse","England","256000","132100","123900","1013","570","443","32","29","57","4","609.1","757.7","469.5","7","6.4","12.4","covered_by","E09000030"
"Huw Irranca-Davies","229","Ogmore","Labour","1407","3558","2764","http://sexymp.co.uk/mp/311.jpg","W07000074","66107","Ogmore","Wales","171233.33333333334","83966.66666666667","87266.66666666667","1834","896.3333333333334","937.6666666666666","8.333333333333334","5","10.333333333333334","10.766666666666666","645.9333333333334","766.0666666666666","544.6999999999999","4.033333333333332","2.466666666666667","5","overlapped_by (calculated average)","W06000012,W06000013,W06000016"
"Peter Lilley","230","Hitchin and Harpenden","Conservative","1453","3122","2609","http://sexymp.co.uk/mp/367.jpg","E14000749","65724","Hitchin and Harpenden","England","1119800","549000","570800","8708","4199","4509","53","44","107","7.8","474.1","564.5","401","3.5","2.9","7.1","covered_by","E10000015"
"Dennis Skinner","231","Bolsover","Labour","1611","3123","3226","http://sexymp.co.uk/mp/544.jpg","E14000577","65628","Bolsover","England","770700","379100","391600","7437","3643","3794","25","17","39","9.6","529.2","633.9","442.8","2.9","2","4.6","covered_by","E10000007"
"Jon Cruddas","232","Dagenham and Rainham","Labour","1460","3257","2752","http://sexymp.co.uk/mp/134.jpg","E14000657","65985","Dagenham and Rainham","England","212450","102700","109800","1661.5","794","867.5","13","9.5","30.5","7.65","532.25","657.7","436","3.9499999999999997","2.9","9","overlapped_by (calculated average)","E09000002,E09000016"
"Jonathan Lord","233","Woking","Conservative","1433","3022","2451","http://sexymp.co.uk/mp/373.jpg","E14001047","66039","Woking","England","1135400","556400","578900","9419","4408","5011","41","29","89","8.3","446.2","524","380.7","2.9","2.1","6.3","covered_by","E10000030"
"Guy Opperman","234","Hexham","Conservative","1429","3026","2440","http://sexymp.co.uk/mp/464.jpg","E14000746","65850","Hexham","England","258300","126100","132150","2683.5","1310.5","1373","13.5","7.5","19.5","10.4","586.4","691.15","496","5.1","2.9","7.6","overlapped_by (calculated average)","E06000057,E08000037"
"Graham Stuart","235","Beverley and Holderness","Conservative","1607","2772","2862","http://sexymp.co.uk/mp/570.jpg","E14000556","65934","Beverley and Holderness","England","334700","163600","171100","3571","1703","1868","12","7","16","10.7","515.1","600.4","441.8","3.9","2.3","5.2","covered_by","E06000011"
"Jim Cunningham","236","Coventry South","Labour","1444","3503","2898","http://sexymp.co.uk/mp/137.jpg","E14000651","65877","Coventry South","England","316900","157800","159100","2630","1303","1327","27","17","34","8.3","577.2","689.7","479.4","5.6","3.5","7","covered_by","E08000026"
"Edward Garnier","237","Harborough","Conservative","1454","2994","2513","http://sexymp.co.uk/mp/218.jpg","E14000728","65675","Harborough","England","651200","321700","329500","5455","2732","2723","22","19","41","8.4","473.7","574.1","390.8","3.2","2.7","5.9","covered_by","E10000018"
"Robert Syms","238","Poole","Conservative","1486","2905","2561","http://sexymp.co.uk/mp/578.jpg","E14000881","65860","Poole","England","148100","72400","75600","1524","713","811","7","4","13","10.3","479.2","566.5","405.4","4","2.3","7.3","covered_by","E06000029"
"Nadhim Zawahi","239","Stratford-on-Avon","Conservative","1461","3085","2617","http://sexymp.co.uk/mp/649.jpg","E14000977","65648","Stratford-on-Avon","England","120800","58700","62100","1160","589","571","6","6","6","9.6","440","559.4","346.8","5.2","5.2","5.2","covered_by","E07000221"
"Simon Danczuk","240","Rochdale","Labour","1471","3102","2678","http://sexymp.co.uk/mp/141.jpg","E14000897","65843","Rochdale","England","211900","103800","108100","1858","935","923","12","8","24","8.8","624.6","755.1","514.6","4","2.6","7.9","covered_by","E08000005"
"Chris Grayling","241","Epsom and Ewell","Conservative","1457","3118","2638","http://sexymp.co.uk/mp/239.jpg","E14000694","65803","Epsom and Ewell","England","1135400","556400","578900","9419","4408","5011","41","29","89","8.3","446.2","524","380.7","2.9","2.1","6.3","covered_by","E10000030"
"David Morris","242","Morecambe and Lunesdale","Conservative","1314","3432","2294","http://sexymp.co.uk/mp/435.jpg","E14000825","65633","Morecambe and Lunesdale","England","137800","66600","71200","1433","694","739","7","5","12","10.4","592.7","720.5","480.2","4.4","3.2","7.6","covered_by","E07000121"
"Chris Heaton-Harris","243","Daventry","Conservative","1426","2934","2385","http://sexymp.co.uk/mp/276.jpg","E14000660","66025","Daventry","England","694000","342300","351600","5720","2797","2923","46","33","82","8.2","540.8","631.6","460.4","5","3.6","8.8","covered_by","E10000021"
"Joseph Johnson","244","Orpington","Conservative","1312","3636","2429","http://sexymp.co.uk/mp/323.jpg","E14000872","65682","Orpington","England","310600","149200","161400","2530","1159","1371","8","5","24","8.1","453.5","531.7","389","1.9","1.2","5.8","covered_by","E09000006"
"Mark Menzies","245","Fylde","Conservative","1507","3005","2746","http://sexymp.co.uk/mp/416.jpg","E14000706","65955","Fylde","England","1171600","575400","596100","11676","5661","6015","74","48","116","10","579.4","683.7","490.2","5.4","3.5","8.4","covered_by","E10000017"
"Andrew Mitchell","246","Sutton Coldfield","Conservative","1531","3094","2928","http://sexymp.co.uk/mp/426.jpg","E14000985","65703","Sutton Coldfield","England","1074300","528800","545400","7985","3926","4059","143","107","193","7.4","579.2","694.3","480.8","8.2","6.1","11","covered_by","E08000025"
"Fabian Hamilton","247","Leeds North East","Labour","1589","2864","2925","http://sexymp.co.uk/mp/256.jpg","E14000779","65866","Leeds North East","England","750700","368000","382700","6362","3065","3297","43","33","98","8.5","578.9","682.4","493.6","4.2","3.3","9.6","covered_by","E08000035"
"Tim Laughton","248","East Worthing and Shoreham","Conservative","1464","2970","2562","http://sexymp.co.uk/mp/374.jpg","E14000682","65780","East Worthing and Shoreham","England","808900","391700","417200","8388","3832","4556","35","23","63","10.4","473.4","551.6","411.2","3.8","2.5","6.8","covered_by","E10000032"
"Alistair Darling","249","Edinburgh South West","Labour","1474","3096","2721","http://sexymp.co.uk/mp/142.jpg","S14000025","14422","Edinburgh South West","Scotland","495400","239700","255600","4232","2013","2219","22","15","35","8.5","590.1","712.9","492.2","4","2.7","6.3","covered_by","S12000036"
"Stephen OBrien","250","Eddisbury","Conservative","1470","2964","2585","http://sexymp.co.uk/mp/459.jpg","E14000686","65756","Eddisbury","England","350100","171150","178950","3287.5","1539.5","1748","16","13.5","31","9.399999999999999","504.45","581.15","438.45","4.1","3.5","8","overlapped_by (calculated average)","E06000049,E06000050"
"John Penrose","251","Weston-super-Mare","Conservative","1386","3121","2391","http://sexymp.co.uk/mp/477.jpg","E14001038","65742","Weston-Super-Mare","England","203100","98700","104400","2214","1013","1201","12","9","12","10.9","512.8","595.8","442.5","5.1","3.9","5.1","covered_by","E06000024"
"Philip Davies","252","Shipley","Conservative","1591","2891","2978","http://sexymp.co.uk/mp/149.jpg","E14000925","65959","Shipley","England","523100","257399","265700","4222","2026","2196","56","37","86","8.1","597.5","704.7","513.1","6.7","4.5","10.3","covered_by","E08000032"
"Ian Paisley","253","North Antrim","Democratic Unionist","1380","3323","2523","http://sexymp.co.uk/mp/470.jpg","N06000012","66135","North Antrim","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Christopher Chope","254","Christchurch","Conservative","1548","2824","2757","http://sexymp.co.uk/mp/109.jpg","E14000638","65885","Christchurch","England","413800","201700","212100","4623","2251","2372","11","6","18","11.2","429.3","511","361.2","3","1.6","4.9","covered_by","E10000009"
"Simon Kirby","255","Brighton, Kemptown","Conservative","1475","3063","2705","http://sexymp.co.uk/mp/341.jpg","E14000597","65844","Brighton, Kemptown","England","299266.6666666667","145866.66666666666","153366.66666666666","3090","1434","1656","13.666666666666666","11.666666666666666","23","10","498.5333333333333","591.6999999999999","422.4666666666667","4.333333333333333","3.7000000000000006","7.033333333333332","overlapped_by (calculated average)","E06000043,E10000011,E07000063"
"David Davis","256","Haltemprice and Howden","Conservative","1425","3003","2468","http://sexymp.co.uk/mp/150.jpg","E14000724","65671","Haltemprice and Howden","England","334700","163600","171100","3571","1703","1868","12","7","16","10.7","515.1","600.4","441.8","3.9","2.3","5.2","covered_by","E06000011"
"Dominic Greive","257","Beaconsfield","Conservative","1411","3058","2460","http://sexymp.co.uk/mp/245.jpg","E14000550","65687","Beaconsfield","England","506600","249000","257600","3793","1863","1930","20","16","58","7.5","447.5","536","374.1","3.3","2.6","9.4","covered_by","E10000002"
"Matthew Hancock","258","West Suffolk","Conservative","1338","3169","2251","http://sexymp.co.uk/mp/259.jpg","E14001034","65629","West Suffolk","England","730100","360900","369200","6880","3337","3543","35","21","54","9.4","465.2","547.2","395.1","4.2","2.5","6.4","covered_by","E10000029"
