sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country"
"Jesse Norman","186","Hereford and South Herefordshire","Conservative","1424","3578","2611","http://sexymp.co.uk/mp/457.jpg","E14000743","65582","Hereford and South Herefordshire","England"
"George Osborne","187","Tatton","Conservative","1456","3641","2802","http://sexymp.co.uk/mp/465.jpg","E14000987","65964","Tatton","England"
"Paul Farrelly","188","Newcastle-under-Lyme","Labour","1584","3035","2811","http://sexymp.co.uk/mp/197.jpg","E14000834","65861","Newcastle-under-Lyme","England"
"Matthew Offord","189","Hendon","Conservative","1363","3801","2498","http://sexymp.co.uk/mp/461.jpg","E14000741","65754","Hendon","England"
"Edward Davey","190","Kingston and Surbiton","Liberal Democrat","1620","2773","2701","http://sexymp.co.uk/mp/143.jpg","E14000770","65778","Kingston and Surbiton","England"
"Michael Dugher","191","Barnsley East","Labour","1452","3307","2544","http://sexymp.co.uk/mp/172.jpg","E14000542","66012","Barnsley East","England"
"Philip Dunne","192","Ludlow","Conservative","1514","2992","2527","http://sexymp.co.uk/mp/175.jpg","E14000799","65690","Ludlow","England"
"Michael Fallon","193","Sevenoaks","Conservative","1523","2898","2481","http://sexymp.co.uk/mp/196.jpg","E14000918","65698","Sevenoaks","England"
"Mark Simmonds","194","Boston and Skegness","Conservative","1408","3175","2269","http://sexymp.co.uk/mp/539.jpg","E14000582","65969","Boston and Skegness","England"
"Stephen Dorrell","195","Charnwood","Conservative","1477","2981","2388","http://sexymp.co.uk/mp/164.jpg","E14000625","65615","Charnwood","England"
"Gavin Shuker","196","Luton South","Labour Co-operative","1547","3051","2705","http://sexymp.co.uk/mp/538.jpg","E14000801","66080","Luton South","England"
"Julian Smith","197","Skipton and Ripon","Conservative","1426","3148","2326","http://sexymp.co.uk/mp/550.jpg","E14000928","65986","Skipton and Ripon","England"
"Sarah Teather","198","Brent Central","Liberal Democrat","1386","48648","33555","http://sexymp.co.uk/mp/581.jpg","E14000591","66065","Brent Central","England"
"Jeremy Corbyn","199","Islington North","Labour","1605","2962","2845","http://sexymp.co.uk/mp/126.jpg","E14000763","65937","Islington North","England"
"Richard Graham","200","Gloucester","Conservative","1439","3316","2507","http://sexymp.co.uk/mp/236.jpg","E14000712","65996","Gloucester","England"
"Khalid Mahmood","201","Birmingham, Perry Barr","Labour","1549","2952","2628","http://sexymp.co.uk/mp/384.jpg","E14000566","66028","Birmingham, Perry Barr","England"
"Clive Betts","202","Sheffield South East","Labour","1539","3102","2729","http://sexymp.co.uk/mp/48.jpg","E14000920","65793","Sheffield South East","England"
"Elizabeth Truss","203","South West Norfolk","Conservative","1417","39673","28958","http://sexymp.co.uk/mp/590.jpg","E14000952","65652","South West Norfolk","England"
"Frank Doran","204","Aberdeen North","Labour","1546","3104","2760","http://sexymp.co.uk/mp/163.jpg","S14000001","14398","Aberdeen North","Scotland"
"Mark Lancaster","205","Milton Keynes North","Conservative","1373","3286","2228","http://sexymp.co.uk/mp/347.jpg","E14000821","65953","Milton Keynes North","England"
"Jeremy Lefroy","206","Stafford","Conservative","1480","2951","2391","http://sexymp.co.uk/mp/357.jpg","E14000965","66067","Stafford","England"
"John Mann","207","Bassetlaw","Labour","1502","3057","2559","http://sexymp.co.uk/mp/387.jpg","E14000546","65711","Bassetlaw","England"
"Andrew Rosindell","208","Romford","Conservative","1488","3001","2456","http://sexymp.co.uk/mp/514.jpg","E14000900","66077","Romford","England"
"Karl Turner","209","Kingston upon Hull East","Labour","1477","3465","2790","http://sexymp.co.uk/mp/592.jpg","E14000771","65709","Kingston upon Hull East","England"
"Nick de Bois","210","Enfield North","Conservative","1571","2735","2523","http://sexymp.co.uk/mp/151.jpg","E14000691","66050","Enfield North","England"
"Liam Fox","211","North Somerset","Conservative","1452","3293","2556","http://sexymp.co.uk/mp/208.jpg","E14000850","65817","North Somerset","England"
"Mark Francois","212","Rayleigh and Wickford","Conservative","1438","3034","2303","http://sexymp.co.uk/mp/210.jpg","E14000888","65795","Rayleigh and Wickford","England"
"Andrew Jones","213","Harrogate and Knaresborough","Conservative","1398","3117","2214","http://sexymp.co.uk/mp/324..jpg","E14000730","65578","Harrogate and Knaresborough","England"
"Michael Moore","214","Berwickshire, Roxburgh and Selkirk","Liberal Democrat","1481","3226","2621","http://sexymp.co.uk/mp/429.jpg","S14000008","14405","Berwickshire, Roxburgh and Selkirk","Scotland"
"Andrew Smith","215","Oxford East","Labour","1597","2859","2730","http://sexymp.co.uk/mp/546.jpg","E14000873","66060","Oxford East","England"
"Douglas Alexander","216","Paisley and Renfrewshire South","Labour","1416","3980","2921","http://sexymp.co.uk/mp/9.jpg","S14000053","14450","Paisley and Renfrewshire South","Scotland"
"David Jones","217","Clwyd West","Conservative","1521","3044","2637","http://sexymp.co.uk/mp/325.jpg","W07000059","66100","Clwyd West","Wales"
"Desmond Swayne","218","New Forest West","Conservative","1489","3034","2514","http://sexymp.co.uk/mp/575.jpg","E14000828","65815","New Forest West","England"
"David Lidington","219","Aylesbury","Conservative","1508","2909","2487","http://sexymp.co.uk/mp/366.jpg","E14000538","65739","Aylesbury","England"
"Michael McCann","220","East Kilbride, Strathaven and Lesmahagow","Labour","1529","3028","2669","http://sexymp.co.uk/mp/393.jpg","S14000019","14416","East Kilbride, Strathaven and Lesmahagow","Scotland"
"Toby Perkins","221","Chesterfield","Labour","1492","3106","2593","http://sexymp.co.uk/mp/479.jpg","E14000632","65980","Chesterfield","England"
"Andrew George","222","St Ives","Liberal Democrat","1516","2930","2542","http://sexymp.co.uk/mp/221.jpg","E14000964","65854","St Ives","England"
"Charles Walker","223","Broxbourne","Conservative","1380","3588","2509","http://sexymp.co.uk/mp/604.jpg","E14000606","65639","Broxbourne","England"
"Stephen Barclay","224","North East Cambridgeshire","Conservative","1318","3477","2173","http://sexymp.co.uk/mp/29.jpg","E14000842","66063","North East Cambridgeshire","England"
"Chris Huhne","225","Eastleigh","Liberal Democrat","1520","3021","2639","http://sexymp.co.uk/mp/305.jpg","E14000685","65881","Eastleigh","England"
"Oliver Heald","226","North East Hertfordshire","Conservative","1453","3003","2386","http://sexymp.co.uk/mp/273.jpg","E14000845","65840","North East Hertfordshire","England"
"Phillip Lee","227","Bracknell","Conservative","1387","3232","2299","http://sexymp.co.uk/mp/355.jpg","E14000586","65697","Bracknell","England"
"Peter Lilley","228","Hitchin and Harpenden","Conservative","1489","3066","2569","http://sexymp.co.uk/mp/367.jpg","E14000749","65724","Hitchin and Harpenden","England"
"John McDonnell","229","Hayes and Harlington","Labour","1524","3168","2792","http://sexymp.co.uk/mp/401.jpg","E14000737","65912","Hayes and Harlington","England"
"Greg Mulholland","230","Leeds North West","Liberal Democrat","1579","2764","2625","http://sexymp.co.uk/mp/441.jpg","E14000780","66068","Leeds North West","England"
"Frank Field","231","Birkenhead","Labour","1505","2916","2506","http://sexymp.co.uk/mp/200.jpg","E14000559","65581","Birkenhead","England"
"Roger Gale","232","North Thanet","Conservative","1636","2724","2789","http://sexymp.co.uk/mp/215.jpg","E14000852","65605","North Thanet","England"
"Mark Reckless","233","Rochester and Strood","Conservative","1522","2923","2582","http://sexymp.co.uk/mp/495.jpg","E14000898","66043","Rochester and Strood","England"
"Jim Cunningham","234","Coventry South","Labour","1470","3431","2819","http://sexymp.co.uk/mp/137.jpg","E14000651","65877","Coventry South","England"
"Hilary Benn","235","Leeds Central","Labour","1472","3152","2594","http://sexymp.co.uk/mp/41.jpg","E14000777","65765","Leeds Central","England"
"Edward Vaisey","236","Wantage","Conservative","1333","3605","2348","http://sexymp.co.uk/mp/598.jpg","E14001015","65638","Wantage","England"
"Simon Wright","237","Norwich South","Liberal Democrat","1510","2940","2563","http://sexymp.co.uk/mp/646.jpg","E14000864","65634","Norwich South","England"
"James Clappison","238","Hertsmere","Conservative","1452","2980","2391","http://sexymp.co.uk/mp/110.jpg","E14000745","65994","Hertsmere","England"
"Andrew Gwynne","239","Denton and Reddish","Labour","1526","3030","2707","http://sexymp.co.uk/mp/249.jpg","E14000661","65924","Denton and Reddish","England"
"Alan Keen","240","Feltham and Heston","Labour Co-operative","1649","2908","3044","http://sexymp.co.uk/mp/336.jpg","E14000701","65655","Feltham and Heston","England"
"Jonathan Lord","241","Woking","Conservative","1455","2984","2400","http://sexymp.co.uk/mp/373.jpg","E14001047","66039","Woking","England"
"John Penrose","242","Weston-super-Mare","Conservative","1418","3080","2338","http://sexymp.co.uk/mp/477.jpg","E14001038","65742","Weston-Super-Mare","England"
"Jack Lopresti","243","Filton and Bradley Stoke","Conservative","1446","3068","2443","http://sexymp.co.uk/mp/372.jpg","E14000702","65865","Filton and Bradley Stoke","England"
"Robert Buckland","244","South Swindon","Conservative","1439","2942","2318","http://sexymp.co.uk/mp/83.jpg","E14000947","65800","South Swindon","England"
"Heidi Alexander","245","Lewisham East","Labour","1358","41112","28336","http://sexymp.co.uk/mp/10.jpg","E14000787","65705","Lewisham East","England"
"Robert Goodwill","246","Scarborough and Whitby","Conservative","1598","2865","2831","http://sexymp.co.uk/mp/234.jpg","E14000913","65891","Scarborough and Whitby","England"
"Sajid Javid","247","Bromsgrove","Conservative","1495","2996","2574","http://sexymp.co.uk/mp/318.jpg","E14000605","65617","Bromsgrove","England"
"Jim McGovern","248","Dundee West","Labour","1649","2742","2879","http://sexymp.co.uk/mp/404.jpg","S14000016","14413","Dundee West","Scotland"
"David Mundell","249","Dumfriesshire, Clydesdale and Tweeddale","Conservative","1527","2920","2626","http://sexymp.co.uk/mp/442.jpg","S14000014","14411","Dumfriesshire, Clydesdale and Tweeddale","Scotland"
"Andrew Percy","250","Brigg and Goole","Conservative","1514","2865","2533","http://sexymp.co.uk/mp/478.jpg","E14000596","66000","Brigg and Goole","England"
"John Redwood","251","Wokingham","Conservative","1533","2945","2669","http://sexymp.co.uk/mp/496.jpg","E14001048","65774","Wokingham","England"
"Smith Henry","252","Crawley","Conservative","1323","3626","2343","http://sexymp.co.uk/mp/549.jpg","E14000652","65781","Crawley","England"
"Christopher Chope","253","Christchurch","Conservative","1592","2763","2715","http://sexymp.co.uk/mp/109.jpg","E14000638","65885","Christchurch","England"
"Guy Opperman","254","Hexham","Conservative","1443","2984","2381","http://sexymp.co.uk/mp/464.jpg","E14000746","65850","Hexham","England"
"Douglas Carswell","255","Clacton","Conservative","1478","3091","2605","http://sexymp.co.uk/mp/104.jpg","E14000642","66030","Clacton","England"
"Greg Clark","256","Tunbridge Wells","Conservative","1408","3130","2368","http://sexymp.co.uk/mp/111.jpg","E14001004","65660","Tunbridge Wells","England"
"Tony Baldry","257","Banbury","Conservative","1459","3014","2471","http://sexymp.co.uk/mp/25.jpg","E14000539","66008","Banbury","England"
"Dai Harvard","258","Merthyr Tydfil and Rhymney","Labour","1563","2906","2760","http://sexymp.co.uk/mp/271.jpg","W07000071","66086","Merthyr Tydfil and Rhymney","Wales"
"Kris Hopkins","259","Keighley","Conservative","1555","2858","2682","http://sexymp.co.uk/mp/297.jpg","E14000766","65871","Keighley","England"
"Peter Luff","260","Mid Worcestershire","Conservative","1623","2781","2847","http://sexymp.co.uk/mp/378.jpg","E14000818","65888","Mid Worcestershire","England"
"Karl McCartney","261","Lincoln","Conservative","1409","3067","2319","http://sexymp.co.uk/mp/396.jpg","E14000792","65704","Lincoln","England"
"Dennis Skinner","262","Bolsover","Labour","1637","3053","3184","http://sexymp.co.uk/mp/544.jpg","E14000577","65628","Bolsover","England"
"Gregory Campbell","263","East Londonderry","Democratic Unionist","1567","2974","2845","http://sexymp.co.uk/mp/99.jpg","N06000006","66129","East Londonderry","Northern Ireland"
"Philip Davies","264","Shipley","Conservative","1631","2822","2938","http://sexymp.co.uk/mp/149.jpg","E14000925","65959","Shipley","England"
"Ian Austin","265","Dudley North","Labour","1589","2838","2805","http://sexymp.co.uk/mp/18.jpg","E14000671","65806","Dudley North","England"
"Tony Lloyd","266","Manchester Central","Labour","1572","2873","2783","http://sexymp.co.uk/mp/369.jpg","E14000807","66048","Manchester Central","England"
"Malcom Bruce","267","Gordon","Liberal Democrat","1513","2954","2638","http://sexymp.co.uk/mp/80.jpg","S14000037","14433","Gordon","Scotland"
"Jim Fitzpatrick","268","Poplar and Limehouse","Labour","1507","3045","2707","http://sexymp.co.uk/mp/202.jpg","E14000882","65917","Poplar and Limehouse","England"
"Nick Gibb","269","Bognor Regis and Littlehampton","Conservative","1636","2644","2779","http://sexymp.co.uk/mp/222.jpg","E14000576","65841","Bognor Regis and Littlehampton","England"
"Jason McCartney","270","Colne Valley","Conservative","1426","3064","2411","http://sexymp.co.uk/mp/395.jpg","E14000645","65835","Colne Valley","England"
"Mark Pritchard","271","The Wrekin","Conservative","1465","3044","2541","http://sexymp.co.uk/mp/489.jpg","E14000992","65977","The Wrekin","England"
"Robert Walter","272","North Dorset","Conservative","1610","2697","2744","http://sexymp.co.uk/mp/608.jpg","E14000839","65702","North Dorset","England"
"Chris Grayling","273","Epsom and Ewell","Conservative","1471","3062","2586","http://sexymp.co.uk/mp/239.jpg","E14000694","65803","Epsom and Ewell","England"
"Edward Leigh","274","Gainsborough","Conservative","1666","2697","2951","http://sexymp.co.uk/mp/358.jpg","E14000707","65952","Gainsborough","England"
"Brooks Newmark","275","Braintree","Conservative","1501","2966","2627","http://sexymp.co.uk/mp/454.jpg","E14000590","65670","Braintree","England"
"John Baron","276","Basildon and Billericay","Conservative","1569","2794","2721","http://sexymp.co.uk/mp/31.jpg","E14000544","65898","Basildon and Billericay","England"
"Gregg McClymont","277","Cumbernauld, Kilsyth and Kirkintilloch East","Labour","1702","2758","3147","http://sexymp.co.uk/mp/397.jpg","S14000012","14409","Cumbernauld, Kilsyth and Kirkintilloch East","Scotland"
"Nick Smith","278","Blaenau Gwent","Labour","1503","3059","2723","http://sexymp.co.uk/mp/551.jpg","W07000072","66093","Blaenau Gwent","Wales"
"Dan Jarvis","279","Barnsley Central","Labour","1416","3502","2741","http://sexymp.co.uk/mp/317.jpg","E14000541","65665","Barnsley Central","England"
"Paul Maynard","280","Blackpool North and Cleveleys","Conservative","1489","3046","2669","http://sexymp.co.uk/mp/391.jpg","E14000572","65750","Blackpool North and Cleveleys","England"
"Robert Syms","281","Poole","Conservative","1493","2858","2515","http://sexymp.co.uk/mp/578.jpg","E14000881","65860","Poole","England"
"Simon Kirby","282","Brighton, Kemptown","Conservative","1494","3013","2660","http://sexymp.co.uk/mp/341.jpg","E14000597","65844","Brighton, Kemptown","England"
"Alok Sharma","283","Reading West","Conservative","1597","2693","2732","http://sexymp.co.uk/mp/532.jpg","E14000890","65982","Reading West","England"
"Neil Carmichael","284","Stroud","Conservative","1529","2892","2692","http://sexymp.co.uk/mp/103.jpg","E14000980","65858","Stroud","England"
"Mark Hoban","285","Fareham","Conservative","1591","2760","2785","http://sexymp.co.uk/mp/288.jpg","E14000699","65857","Fareham","England"
"David Miliband","286","South Shields","Labour","1487","3962","3474","http://sexymp.co.uk/mp/420.jpg","E14000944","65719","South Shields","England"
"Barry Sheerman","287","Huddersfield","Labour Co-operative","1730","2616","3095","http://sexymp.co.uk/mp/534.jpg","E14000756","65624","Huddersfield","England"
"Andrew Turner","288","Isle of Wight","Conservative","1681","2663","2987","http://sexymp.co.uk/mp/591.jpg","E14000762","65791","Isle of Wight","England"
"Tristram Hunt","289","Stoke-on-Trent Central","Labour","1507","3728","3378","http://sexymp.co.uk/mp/307.jpg","E14000972","65710","Stoke-on-Trent Central","England"
"Peter Bone","290","Wellingborough","Conservative","1508","2921","2645","http://sexymp.co.uk/mp/61.jpg","E14001025","65830","Wellingborough","England"
"Stephen Gilbert","291","St Austell and Newquay","Liberal Democrat","1514","2839","2604","http://sexymp.co.uk/mp/223.jpg","E14000961","65591","St Austell and Newquay","England"
"Hugo Swire","292","East Devon","Conservative","1527","3066","2860","http://sexymp.co.uk/mp/577.jpg","E14000678","65813","East Devon","England"
"Ben Bradshaw","293","Exeter","Labour","1588","3175","3208","http://sexymp.co.uk/mp/64.jpg","E14000698","66033","Exeter","England"
"Simon Burns","294","Chelmsford","Conservative","1520","2962","2735","http://sexymp.co.uk/mp/88.jpg","E14000628","65797","Chelmsford","England"
"Jenny Chapman","295","Darlington","Labour","1447","34378","28632","http://sexymp.co.uk/mp/107.jpg","E14000658","65802","Darlington","England"
"Charles Hendry","296","Wealden","Conservative","1600","2672","2746","http://sexymp.co.uk/mp/280.jpg","E14001023","65961","Wealden","England"
"Anas Sarwar","297","Glasgow Central","Labour","1425","3454","2787","http://sexymp.co.uk/mp/526.jpg","S14000029","14425","Glasgow Central","Scotland"
"David Davis","298","Haltemprice and Howden","Conservative","1432","2965","2420","http://sexymp.co.uk/mp/150.jpg","E14000724","65671","Haltemprice and Howden","England"
"Jonathan Edwards","299","Carmarthen East and Dinefwr","Plaid Cymru","1458","3061","2605","http://sexymp.co.uk/mp/179.jpg","W07000067","66089","Carmarthen East and Dinefwr","Wales"
"Andrew Selous","300","South West Bedfordshire","Conservative","1444","2960","2467","http://sexymp.co.uk/mp/529.jpg","E14000949","65848","South West Bedfordshire","England"
"Sheryll Murray","301","South East Cornwall","Conservative","1587","26721","27252","http://sexymp.co.uk/mp/449.jpg","E14000938","65684","South East Cornwall","England"
"Dominic Greive","302","Beaconsfield","Conservative","1413","3018","2411","http://sexymp.co.uk/mp/245.jpg","E14000550","65687","Beaconsfield","England"
"Neil Parish","303","Tiverton and Honiton","Conservative","1559","2744","2704","http://sexymp.co.uk/mp/471.jpg","E14000996","65761","Tiverton and Honiton","England"
"David Gauke","304","South West Hertfordshire","Conservative","1509","2852","2634","http://sexymp.co.uk/mp/220.jpg","E14000951","65596","South West Hertfordshire","England"
"Tom Brake","305","Carshalton and Wallington","Liberal Democrat","1433","3104","2573","http://sexymp.co.uk/mp/66.jpg","E14000621","65972","Carshalton and Wallington","England"
"Jon Cruddas","306","Dagenham and Rainham","Labour","1441","3201","2692","http://sexymp.co.uk/mp/134.jpg","E14000657","65985","Dagenham and Rainham","England"
"John Hayes","307","South Holland and The Deepings","Conservative","1532","2925","2796","http://sexymp.co.uk/mp/272.jpg","E14000939","66051","South Holland and The Deepings","England"
"Graham Stuart","308","Beverley and Holderness","Conservative","1606","2691","2832","http://sexymp.co.uk/mp/570.jpg","E14000556","65934","Beverley and Holderness","England"
"John Spellar","309","Warley","Labour","1728","2686","3254","http://sexymp.co.uk/mp/556.jpg","E14001016","66079","Warley","England"
"Martin Horwood","310","Cheltenham","Liberal Democrat","1394","3139","2479","http://sexymp.co.uk/mp/298.jpg","E14000630","65946","Cheltenham","England"
"Simon Hughes","311","Bermondsey and Old Southwark","Liberal Democrat","1644","2647","2949","http://sexymp.co.uk/mp/304.jpg","E14000553","65689","Bermondsey and Old Southwark","England"
"David Mowat","312","Warrington South","Conservative","1454","2927","2560","http://sexymp.co.uk/mp/439.jpg","E14001018","65916","Warrington South","England"
"Andrew Bridgen","313","North West Leicestershire","Conservative","1502","2985","2795","http://sexymp.co.uk/mp/70.jpg","E14000858","65776","North West Leicestershire","England"
"Stephen OBrien","314","Eddisbury","Conservative","1453","2907","2541","http://sexymp.co.uk/mp/459.jpg","E14000686","65756","Eddisbury","England"
"Jack Straw","315","Blackburn","Labour","1568","2787","2855","http://sexymp.co.uk/mp/565.jpg","E14000570","65981","Blackburn","England"
"Martin Vickers","316","Cleethorpes","Conservative","1600","2676","2854","http://sexymp.co.uk/mp/602.jpg","E14000643","66057","Cleethorpes","England"
"Pete Wishart","317","Perth and North Perthshire","Scottish National Party","1541","2846","2820","http://sexymp.co.uk/mp/638.jpg","S14000054","14451","Perth and North Perthshire","Scotland"
"Francis Maude","318","Horsham","Conservative","1461","2837","2534","http://sexymp.co.uk/mp/389.jpg","E14000753","65717","Horsham","England"
"Bob Stewart","319","Beckenham","Conservative","1560","2717","2775","http://sexymp.co.uk/mp/562.jpg","E14000551","65725","Beckenham","England"
"Andrew Lansley","320","South Cambridgeshire","Conservative","1389","3197","2581","http://sexymp.co.uk/mp/348.jpg","E14000934","65922","South Cambridgeshire","England"
"Stephen McPartland","321","Stevenage","Conservative","1597","2655","2863","http://sexymp.co.uk/mp/411.jpg","E14000968","65571","Stevenage","England"
"Grant Shapps","322","Welwyn Hatfield","Conservative","1440","2942","2575","http://sexymp.co.uk/mp/531.jpg","E14001027","65740","Welwyn Hatfield","England"
"Gavin Barwell","323","Croydon Central","Conservative","1515","2929","2858","http://sexymp.co.uk/mp/33.jpg","E14000654","65603","Croydon Central","England"
"Andrew Mitchell","324","Sutton Coldfield","Conservative","1493","3037","2876","http://sexymp.co.uk/mp/426.jpg","E14000985","65703","Sutton Coldfield","England"
"Paul Beresford","325","Mole Valley","Conservative","1414","3047","2577","http://sexymp.co.uk/mp/45.jpg","E14000824","65693","Mole Valley","England"
"Mark Williams","326","Ceredigion","Liberal Democrat","1544","2742","2783","http://sexymp.co.uk/mp/627.jpg","W07000064","66110","Ceredigion","Wales"
"Ivan Lewis","327","Bury South","Labour","1699","2523","3083","http://sexymp.co.uk/mp/363.jpg","E14000612","65975","Bury South","England"
"Chuka Umunna","328","Streatham","Labour","1489","3444","3258","http://sexymp.co.uk/mp/596.jpg","E14000978","66042","Streatham","England"
"James Gray","329","North Wiltshire","Conservative","1565","2769","2901","http://sexymp.co.uk/mp/238.jpg","E14000860","65822","North Wiltshire","England"
"David Hamilton","330","Midlothian","Labour","1479","2983","2791","http://sexymp.co.uk/mp/255.jpg","S14000045","14441","Midlothian","Scotland"
"Mark Menzies","331","Fylde","Conservative","1464","2951","2706","http://sexymp.co.uk/mp/416.jpg","E14000706","65955","Fylde","England"
"Jo Swinson","332","East Dunbartonshire","Liberal Democrat","1393","33045","27251","http://sexymp.co.uk/mp/576.jpg","S14000018","14415","East Dunbartonshire","Scotland"
"Jacob Rees-Mogg","333","North East Somerset","Conservative","1430","3096","2729","http://sexymp.co.uk/mp/498.jpg","E14000846","65619","North East Somerset","England"
"Laurence Robertson","334","Tewkesbury","Conservative","1529","2734","2782","http://sexymp.co.uk/mp/511.jpg","E14000990","65976","Tewkesbury","England"
"Tim Yeo","335","South Suffolk","Conservative","1545","2673","2787","http://sexymp.co.uk/mp/647.jpg","E14000946","65614","South Suffolk","England"
"Kelvin Hopkins","336","Luton North","Labour","1649","2662","3159","http://sexymp.co.uk/mp/296.jpg","E14000800","65887","Luton North","England"
"Paul Blomfield","337","Sheffield Central","Labour","1778","2347","3192","http://sexymp.co.uk/mp/57.jpg","E14000919","65957","Sheffield Central","England"
"Geoffrey Cox","338","Torridge and West Devon","Conservative","1475","2794","2688","http://sexymp.co.uk/mp/127.jpg","E14001000","65904","Torridge and West Devon","England"
"Simon Reevell","339","Dewsbury","Conservative","1652","2537","3036","http://sexymp.co.uk/mp/499.jpg","E14000666","65746","Dewsbury","England"
"David Ward","340","Bradford East","Liberal Democrat","1398","2940","2540","http://sexymp.co.uk/mp/609.jpg","E14000587","65694","Bradford East","England"
"Stephen Metcalfe","341","South Basildon and East Thurrock","Conservative","1541","2756","2931","http://sexymp.co.uk/mp/418.jpg","E14000933","65962","South Basildon and East Thurrock","England"
"Jerem Wright","342","Kenilworth and Southam","Conservative","1459","2815","2693","http://sexymp.co.uk/mp/645.jpg","E14000767","65968","Kenilworth and Southam","England"
"Chloe Smith","343","Norwich North","Conservative","1334","36135","28591","http://sexymp.co.uk/mp/548.jpg","E14000863","65768","Norwich North","England"
"Philip Hollobone","344","Kettering","Conservative","1565","2645","2919","http://sexymp.co.uk/mp/293.jpg","E14000769","66001","Kettering","England"
"Andrew Bingham","345","High Peak","Conservative","1603","2518","2921","http://sexymp.co.uk/mp/49.jpg","E14000748","66052","High Peak","England"
"Justine Greening","346","Putney","Conservative","1351","34611","28462","http://sexymp.co.uk/mp/243.jpg","E14000887","66045","Putney","England"
"Nigel Adams","347","Selby and Ainsty","Conservative","1418","2826","2590","http://sexymp.co.uk/mp/4.jpg","E14000917","65842","Selby and Ainsty","England"
"Danny Alexander","348","Inverness, Nairn, Badenoch and Strathspey","Liberal Democrat","1529","2758","2959","http://sexymp.co.uk/mp/8.jpg","S14000039","14435","Inverness, Nairn, Badenoch and Strathspey","Scotland"
"Jeffrey Donaldson","349","Lagan Valley","Democratic Unionist","1556","2686","2984","http://sexymp.co.uk/mp/161.jpg","N06000009","66132","Lagan Valley","Northern Ireland"
"Damian Green","350","Ashford","Conservative","1556","2567","2849","http://sexymp.co.uk/mp/241.jpg","E14000536","65811","Ashford","England"
"Iain Duncan Smith","351","Chingford and Woodford Green","Conservative","1544","2635","2919","http://sexymp.co.uk/mp/174.jpg","E14000634","65721","Chingford and Woodford Green","England"
"Paul Murphy","352","Torfaen","Labour","1702","2417","3227","http://sexymp.co.uk/mp/447.jpg","W07000053","66104","Torfaen","Wales"
"Andy Slaughter","353","Hammersmith","Labour","1613","2559","3109","http://sexymp.co.uk/mp/545.jpg","E14000726","65836","Hammersmith","England"
"Chris Bryant","354","Rhondda","Labour","1506","3069","3284","http://sexymp.co.uk/mp/81.jpg","W07000052","66092","Rhondda","Wales"
"John Howell","355","Henley","Conservative","1536","2632","2933","http://sexymp.co.uk/mp/302.jpg","E14000742","65786","Henley","England"
"Andrew Robathan","356","South Leicestershire","Conservative","1529","2568","2860","http://sexymp.co.uk/mp/507.jpg","E14000940","66034","South Leicestershire","England"
"Roberta Blackman-Woods","357","City of Durham","Labour","1441","29592","29504","http://sexymp.co.uk/mp/53.jpg","E14000641","66021","City of Durham","England"
"James Brokenshire","358","Old Bexley and Sidcup","Conservative","1536","2634","2975","http://sexymp.co.uk/mp/72.jpg","E14000869","65653","Old Bexley and Sidcup","England"
"Mike Weatherley","359","Hove","Conservative","1564","2555","3002","http://sexymp.co.uk/mp/613.jpg","E14000755","65691","Hove","England"
"Glyn Davies","360","Montgomeryshire","Conservative","1551","2575","2988","http://sexymp.co.uk/mp/148.jpg","W07000063","66111","Montgomeryshire","Wales"
"James Paice","361","South East Cambridgeshire","Conservative","1538","2684","3075","http://sexymp.co.uk/mp/469.jpg","E14000937","65997","South East Cambridgeshire","England"
"Tom Blenkinsop","362","Middlesbrough South and East Cleveland","Labour","1493","2906","3160","http://sexymp.co.uk/mp/56.jpg","E14000820","65657","Middlesbrough South and East Cleveland","England"
"Tracey Crouch","363","Chatham and Aylesford","Conservative","1329","33342","28862","http://sexymp.co.uk/mp/133.jpg","E14000626","66075","Chatham and Aylesford","England"
"Kate Hoey","364","Vauxhall","Labour","1534","26234","30348","http://sexymp.co.uk/mp/291.jpg","E14001008","65825","Vauxhall","England"
"Ian Liddell-Grainger","365","Bridgwater and West Somerset","Conservative","1560","2521","3026","http://sexymp.co.uk/mp/365.jpg","E14000595","65620","Bridgwater and West Somerset","England"
"Steve Rotherham","366","Liverpool, Walton","Labour","1673","2324","3164","http://sexymp.co.uk/mp/515.jpg","E14000794","65970","Liverpool, Walton","England"
"Teresa Pearse","367","Erith and Thamesmead","Labour","1314","33760","28988","http://sexymp.co.uk/mp/475.jpg","E14000696","66023","Erith and Thamesmead","England"
"Liz Kendall","368","Leicester West","Labour","1258","39270","30680","http://sexymp.co.uk/mp/338.jpg","E14000784","65587","Leicester West","England"
"Greg Knight","369","East Yorkshire","Conservative","1619","2368","3068","http://sexymp.co.uk/mp/342.jpg","E14000683","65979","East Yorkshire","England"
"Jenny Willot","370","Cardiff Central","Liberal Democrat","1290","31900","26469","http://sexymp.co.uk/mp/632.jpg","W07000050","66090","Cardiff Central","Wales"
"Lilian Greenwood","371","Nottingham South","Labour","1262","35630","28284","http://sexymp.co.uk/mp/244.jpg","E14000867","65945","Nottingham South","England"
"John Denham","372","Southampton, Itchen","Labour","1587","2505","3147","http://sexymp.co.uk/mp/153.jpg","E14000955","66016","Southampton, Itchen","England"
