sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country","life_exp_birth_male_years","life_exp_birth_male_rank","life_exp_birth_female_years","life_exp_birth_female_rank","life_exp_65_male_years","life_exp_65_male_rank","life_exp_65_female_years","life_exp_65_female_rank","match_type","matched_by"
"Nicholas Soames","479","Mid Sussex","Conservative","1459","2369","3400","http://sexymp.co.uk/mp/554.jpg","E14000817","65999","Mid Sussex","England","81.9","14","84.2","84","19.8","35","21.6","132","covered_by","E07000228"
"Gordon Brown","480","Kirkcaldy and Cowdenbeath","Labour","1354","3092","3902","http://sexymp.co.uk/mp/74.jpg","S14000041","14437","Kirkcaldy and Cowdenbeath","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Lyn Brown","481","West Ham","Labour","1362","24336","31089","http://sexymp.co.uk/mp/75.jpg","E14001032","66058","West Ham","England","77.7","292","82.6","235","17.7","288","20.8","235","covered_by","E09000025"
"Geoffrey Clifton-Brown","482","The Cotswolds","Conservative","1454","2173","3118","http://sexymp.co.uk/mp/116.jpg","E14000991","65789","The Cotswolds","England","80.5","92","83.5","143","19.3","100","21.1","190","overlapped_by (calculated average)","E07000082"
"Maria Eagle","483","Garston and Halewood","Labour","1454","21889","31394","http://sexymp.co.uk/mp/178.jpg","E14000708","65900","Garston and Halewood","England","76.35","337.5","80.45","337","16.9","333","19.25","337","overlapped_by (calculated average)","E08000011,E08000012"
"John Bercow","484","Buckingham","Bi-Curious","1381","2626","3459","http://sexymp.co.uk/mp/44.jpg","E14000608","65909","Buckingham","England","80.6","93","84.05000000000001","96","19.299999999999997","101.5","21.9","85","overlapped_by (calculated average)","E07000004,E07000007"
"David Wright","485","Telford","Labour","1522","2302","3580","http://sexymp.co.uk/mp/643.jpg","E14000989","65992","Telford","England","77.9","285","81.6","305","17.7","285","20.2","302","covered_by","E06000020"
"Stephen Hepburn","486","Jarrow","Labour","1488","2215","3326","http://sexymp.co.uk/mp/281.jpg","E14000765","66026","Jarrow","England","77","325.5","81.25","318","17.200000000000003","317.5","19.7","322","overlapped_by (calculated average)","E08000020,E08000023"
"Chris Williamson","487","Derby North","Labour","1576","2135","3519","http://sexymp.co.uk/mp/630.jpg","E14000662","66070","Derby North","England","78.6","238","82.8","219","18.3","222","21.3","170","covered_by","E06000015"
"Jessica Morden","488","Newport East","Labour","1082","35382","29116","http://sexymp.co.uk/mp/431.jpg","W07000055","66094","Newport East","Wales","80.1","128","83.9","113","19.2","107","21.9","78","covered_by","W06000021"
"Elfyn Llwyd","489","Dwyfor Meirionnydd","Plaid Cymru","1563","2196","3591","http://sexymp.co.uk/mp/370.jpg","W07000061","66096","Dwyfor Meirionnydd","Wales","78.8","223","83.1","191","18.3","224","21.4","154","covered_by","W06000002"
"Joe Benton","490","Bootle","Labour","1486","2347","3534","http://sexymp.co.uk/mp/42.jpg","E14000581","65821","Bootle","England","77.5","306","82.8","220","17.8","277","21.2","178","covered_by","E08000014"
"Gary Streeter","491","South West Devon","Conservative","1454","2191","3222","http://sexymp.co.uk/mp/566.jpg","E14000950","65775","South West Devon","England","81.3","38","84.7","38","19.9","24","22.2","51","covered_by","E07000044"
"Gisela Stuart","492","Birmingham, Edgbaston","Labour","1381","23487","31558","http://sexymp.co.uk/mp/569.jpg","E14000560","65931","Birmingham, Edgbaston","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Ann Coffey","493","Stockport","Labour","1408","22512","31365","http://sexymp.co.uk/mp/119.jpg","E14000969","65606","Stockport","England","79.8","154","83.1","189","19.1","131","21.3","162","covered_by","E08000007"
"Karen Buck","494","Westminster North","Labour","1423","21964","31354","http://sexymp.co.uk/mp/82.jpg","E14001036","65851","Westminster North","England","81.1","45","85.1","23","20.6","7","23","13","covered_by","E09000033"
"Jim Hood","495","Lanark and Hamilton East","Labour","1476","2262","3455","http://sexymp.co.uk/mp/295.jpg","S14000042","14438","Lanark and Hamilton East","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Lee Scott","496","Ilford North","Conservative","1442","2090","3077","http://sexymp.co.uk/mp/527.jpg","E14000759","65630","Ilford North","England","80.3","107","84","97","19.2","113","21.7","109","covered_by","E09000026"
"Angie Bray","497","Ealing Central and Acton","Conservative","1449","22036","32686","http://sexymp.co.uk/mp/67.jpg","E14000674","65755","Ealing Central and Acton","England","79.2","204","84.2","88","18.9","153","21.7","111","covered_by","E09000009"
"Cathy Jamieson","498","Kilmarnock and Loudoun","Labour Co-operative","1340","24767","32222","http://sexymp.co.uk/mp/316.jpg","S14000040","14436","Kilmarnock and Loudoun","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Stephen Timms","499","East Ham","Labour","1645","2085","3806","http://sexymp.co.uk/mp/585.jpg","E14000679","65573","East Ham","England","77.7","292","82.6","235","17.7","288","20.8","235","covered_by","E09000025"
"Tom Clarke","500","Coatbridge, Chryston and Bellshill","Labour","1495","2390","3760","http://sexymp.co.uk/mp/114.jpg","S14000011","14408","Coatbridge, Chryston and Bellshill","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Pauline Latham","501","Mid Derbyshire","Conservative","1386","23275","32258","http://sexymp.co.uk/mp/349.jpg","E14000814","66007","Mid Derbyshire","England","79.2","198.66666666666666","83.23333333333333","175.33333333333334","18.3","222","21.333333333333332","165.33333333333334","overlapped_by (calculated average)","E06000015,E07000032,E07000036"
"Gerry Sutcliffe","502","Bradford South","Labour","1445","2280","3392","http://sexymp.co.uk/mp/573.jpg","E14000588","65995","Bradford South","England","77.5","310","81.5","310","17.6","301","20.2","303","covered_by","E08000032"
"Andrew Tyrie","503","Chichester","Conservative","1422","2131","3084","http://sexymp.co.uk/mp/595.jpg","E14000633","65558","Chichester","England","81","50","84.6","39","19.7","47","22.4","39","covered_by","E07000225"
"William McCrea","504","South Antrim","Democratic Unionist","1437","2282","3376","http://sexymp.co.uk/mp/398.jpg","N06000014","66137","South Antrim","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Pat Glass","505","North West Durham","Labour","1318","24148","30828","http://sexymp.co.uk/mp/227.jpg","E14000856","65859","North West Durham","England","77.9","280","81.5","306","17.7","289","19.9","318","covered_by","E06000047"
"David Crausby","506","Bolton North East","Labour","1458","2243","3414","http://sexymp.co.uk/mp/129.jpg","E14000578","65646","Bolton North East","England","77.4","313","81.4","314","17.5","313","20.1","306","covered_by","E08000001"
"Mike Hancock","507","Portsmouth South","Liberal Democrat","1459","2260","3448","http://sexymp.co.uk/mp/260.jpg","E14000884","66014","Portsmouth South","England","78.2","264","82.6","234","17.6","297","20.8","241","covered_by","E06000044"
"Dan Rogerson","508","North Cornwall","Liberal Democrat","1516","2126","3452","http://sexymp.co.uk/mp/513.jpg","E14000837","65602","North Cornwall","England","79.5","179","83.5","146","19","143","21.3","160","covered_by","E06000052"
"Th!!r!!se Coffey","509","Suffolk Coastal","Conservative","1414","22717","33003","http://sexymp.co.uk/mp/120.jpg","E14000981","65607","Suffolk Coastal","England","80","135","83.75","123.5","19.35","90.5","21.5","135.5","overlapped_by (calculated average)","E07000205,E07000206"
"Diane Abbott","510","Hackney North and Stoke Newington","Labour","1353","23824","32162","http://sexymp.co.uk/mp/2.jpg","E14000720","65550","Hackney North and Stoke Newington","England","77.7","294","82.8","223","18.1","244","21","212","covered_by","E09000012"
"Gerald Howarth","511","Aldershot","Conservative","1480","2051","3230","http://sexymp.co.uk/mp/301.jpg","E14000530","65730","Aldershot","England","82.9","2","85.6","9","20.6","5","22.9","14","overlapped_by (calculated average)","E07000089"
"Tessa Jowell","512","Dulwich and West Norwood","Labour","1413","22619","32960","http://sexymp.co.uk/mp/331.jpg","E14000673","65808","Dulwich and West Norwood","England","78.1","263","83.05","193.5","17.95","257","21.35","161","overlapped_by (calculated average)","E09000022,E09000028"
"Peter Tapsel","513","Louth and Horncastle","Conservative","1485","2094","3313","http://sexymp.co.uk/mp/580.jpg","E14000798","65987","Louth and Horncastle","England","77.8","290","81.8","292","18","259","20.6","254","covered_by","E07000137"
"Harriet Harman","514","Camberwell and Peckham","Labour","1177","27849","29214","http://sexymp.co.uk/mp/263.jpg","E14000615","65913","Camberwell and Peckham","England","78","269","83.1","187","17.9","265","21.4","153","covered_by","E09000028"
"John Thurso","515","Caithness, Sutherland and Easter Ross","Liberal Democrat","1445","2359","3590","http://sexymp.co.uk/mp/584.jpg","S14000009","14406","Caithness, Sutherland and Easter Ross","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"David Heath","516","Somerton and Frome","Liberal Democrat","1491","2270","3669","http://sexymp.co.uk/mp/275.jpg","E14000932","65812","Somerton and Frome","England","80.7","77","84.30000000000001","77","19.5","67","21.950000000000003","72.5","overlapped_by (calculated average)","E07000187,E07000189"
"Paul Goggins","517","Wythenshawe and Sale East","Labour","1407","2242","3298","http://sexymp.co.uk/mp/231.jpg","E14001059","65669","Wythenshawe and Sale East","England","77.19999999999999","254","81.6","236","17.25","263.5","20.25","229","overlapped_by (calculated average)","E08000003,E08000009"
"Jon Trickett","518","Hemsworth","Labour","1370","2336","3319","http://sexymp.co.uk/mp/589.jpg","E14000740","66018","Hemsworth","England","77.8","291","81.3","317","17.6","303","19.9","316","covered_by","E08000036"
"Angela Smith","519","Penistone and Stocksbridge","Labour","1427","21106","32270","http://sexymp.co.uk/mp/547.jpg","E14000876","66002","Penistone and Stocksbridge","England","78.25","259.5","81.95","282","17.8","272.5","20.2","290","overlapped_by (calculated average)","E08000016,E08000019"
"Richard Shepherd","520","Aldridge-Brownhills","Conservative","1492","2071","3425","http://sexymp.co.uk/mp/536.jpg","E14000531","65773","Aldridge-Brownhills","England","77.9","281","82.3","255","18.1","240","20.9","225","covered_by","E08000030"
"Oliver Colville","521","Plymouth, Sutton and Devonport","Conservative","1431","2127","3317","http://sexymp.co.uk/mp/122.jpg","E14000880","65737","Plymouth, Sutton and Devonport","England","78.3","252","82.1","271","18.1","242","20.5","264","covered_by","E06000026"
"Patrick McClaughlin","522","Derbyshire Dales","Conservative","1436","2065","3253","http://sexymp.co.uk/mp/410.jpg","E14000664","65799","Derbyshire Dales","England","79.2","205","83.3","176","18.3","223","21","211","overlapped_by (calculated average)","E07000032"
"Bill Esterson","523","Sefton Central","Labour","1540","2129","3757","http://sexymp.co.uk/mp/188.jpg","E14000916","65706","Sefton Central","England","77.5","306","82.8","220","17.8","277","21.2","178","covered_by","E08000014"
"Chi Onwurah","524","Newcastle upon Tyne Central","Labour","1363","22032","31926","http://sexymp.co.uk/mp/463.jpg","E14000831","66055","Newcastle upon Tyne Central","England","77.5","307","81.4","315","17.3","321","19.9","311","covered_by","E08000021"
"Nick Raynsford","525","Greenwich and Woolwich","Labour","1528","2064","3601","http://sexymp.co.uk/mp/494.jpg","E14000718","65837","Greenwich and Woolwich","England","78.5","247","82.2","266","17.6","304","20.5","267","covered_by","E09000011"
"Martin Caton","526","Gower","Labour","1548","1993","3558","http://sexymp.co.uk/mp/106.jpg","W07000046","66083","Gower","Wales","77.1","316.5","81.7","290.5","17.5","300.5","20.25","285","overlapped_by (calculated average)","W06000011,W06000012"
"Jim Sheridan","527","Paisley and Renfrewshire North","Labour","1376","2382","3513","http://sexymp.co.uk/mp/537.jpg","S14000052","14449","Paisley and Renfrewshire North","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Mike Weir","528","Angus","Scottish National Party","1446","2173","3480","http://sexymp.co.uk/mp/615.jpg","S14000004","14401","Angus","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Joan Walley","529","Stoke-on-Trent North","Labour","1375","21545","31947","http://sexymp.co.uk/mp/607.jpg","E14000973","65783","Stoke-on-Trent North","England","77.80000000000001","276.5","81.4","297","17.799999999999997","269","20.15","296","overlapped_by (calculated average)","E06000021,E07000195"
"Dave Watts","530","St Helens North","Labour","1405","2277","3502","http://sexymp.co.uk/mp/612.jpg","E14000962","66073","St Helens North","England","78","271","81.6","304","17.9","271","19.9","312","covered_by","E08000013"
"Adrian Sanders","531","Torbay","Liberal Democrat","1424","2123","3343","http://sexymp.co.uk/mp/524.jpg","E14000999","65692","Torbay","England","79.1","207","82.4","250","19.1","127","21","202","covered_by","E06000027"
"Ann Clwyd","532","Cynon Valley","Labour","1329","22430","31526","http://sexymp.co.uk/mp/117.jpg","W07000070","66105","Cynon Valley","Wales","76.5","335.5","81.1","323","17.05","331","19.700000000000003","324","overlapped_by (calculated average)","W06000012,W06000016"
"Andrew Love","533","Edmonton","Labour Co-operative","1450","2124","3452","http://sexymp.co.uk/mp/375.jpg","E14000687","65570","Edmonton","England","80.5","89","84","102","19.4","80","21.8","97","covered_by","E09000010"
"Pat McFadden","534","Wolverhampton South East","Labour","1440","2192","3525","http://sexymp.co.uk/mp/402.jpg","E14001050","65593","Wolverhampton South East","England","78.15","269","82.35","247","18.049999999999997","249.5","20.75","231.5","overlapped_by (calculated average)","E08000027,E08000031"
"Ann McKechin","535","Glasgow North","Labour","1342","21987","31506","http://sexymp.co.uk/mp/408.jpg","S14000031","14427","Glasgow North","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Richard Harrington","536","Watford","Conservative","1442","2060","3330","http://sexymp.co.uk/mp/265.jpg","E14001021","65626","Watford","England","81","63","84.9","35.5","19.299999999999997","94","22.450000000000003","37","overlapped_by (calculated average)","E07000100,E07000102"
"Ian Davidson","537","Glasgow South West","Labour Co-operative","1441","2171","3522","http://sexymp.co.uk/mp/145.jpg","S14000035","14431","Glasgow South West","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Marsha Singh","538","Bradford West","Labour","1519","2098","3733","http://sexymp.co.uk/mp/542.jpg","E14000589","66036","Bradford West","England","77.5","310","81.5","310","17.6","301","20.2","303","covered_by","E08000032"
"Michael Fabricant","539","Lichfield","Conservative","1410","2049","3253","http://sexymp.co.uk/mp/195.jpg","E14000791","66046","Lichfield","England","79.2","196","82.9","211.5","18.4","216","20.85","227.5","overlapped_by (calculated average)","E07000193,E07000194"
"Madeleine Moon","540","Bridgend","Labour","1357","21444","31965","http://sexymp.co.uk/mp/428.jpg","W07000073","66095","Bridgend","Wales","77.73333333333333","274.6666666666667","81.73333333333333","273","17.733333333333334","275.3333333333333","20.400000000000002","249.66666666666666","overlapped_by (calculated average)","W06000012,W06000013,W06000014"
"Linda Riordin","541","Halifax","Labour Co-operative","1299","22956","31722","http://sexymp.co.uk/mp/505.jpg","E14000723","65599","Halifax","England","77.5","308","82.2","267","17.5","311","20.7","253","covered_by","E08000033"
"Heather Wheeler","542","South Derbyshire","Conservative","1556","20043","37203","http://sexymp.co.uk/mp/617.jpg","E14000935","65762","South Derbyshire","England","79.4","182","83.3","173","18","258","20.9","224","covered_by","E07000039"
"Gerald Kaufman","543","Manchester, Gorton","Labour","1382","2449","3778","http://sexymp.co.uk/mp/333.jpg","E14000808","65834","Manchester, Gorton","England","74.8","345","79.5","346","15.8","346","18.8","344","covered_by","E08000003"
"Shaun Woodward","544","St Helens South and Whiston","Labour","1411","2281","3638","http://sexymp.co.uk/mp/642.jpg","E14000963","65732","St Helens South and Whiston","England","77.3","302.5","81.15","318.5","17.549999999999997","297","19.6","322.5","overlapped_by (calculated average)","E08000011,E08000013"
"David Evennett","545","Bexleyheath and Crayford","Conservative","1447","1959","3263","http://sexymp.co.uk/mp/194.jpg","E14000558","65611","Bexleyheath and Crayford","England","80.3","110","84.4","75","19","140","21.8","94","covered_by","E09000004"
"Gordon Banks","546","Ochil and South Perthshire","Labour","1503","2054","3638","http://sexymp.co.uk/mp/28.jpg","S14000050","14447","Ochil and South Perthshire","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Naomi Long","547","Belfast East","Alliance","1384","21676","33822","http://sexymp.co.uk/mp/371.jpg","N06000001","66124","Belfast East","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"George Mudie","548","Leeds East","Labour","1407","2213","3542","http://sexymp.co.uk/mp/440.jpg","E14000778","65941","Leeds East","England","78","272","82.1","272","17.7","292","20.3","291","covered_by","E08000035"
"Nia Griffith","549","Llanelli","Labour","1415","2158","3510","http://sexymp.co.uk/mp/246.jpg","W07000045","66117","Llanelli","Wales","78.5","241","82.6","236","18.2","232","20.4","279","covered_by","W06000010"
"Caroline Lucas","550","Brighton, Pavilion","Green Party","1295","24756","34733","http://sexymp.co.uk/mp/376.jpg","E14000598","65787","Brighton, Pavilion","England","78.7","235","83","194","18.3","218","21.3","168","covered_by","E06000043"
"Frank Dobson","551","Holborn and St Pancras","Labour","1331","2452","3626","http://sexymp.co.uk/mp/157.jpg","E14000750","65824","Holborn and St Pancras","England","80.5","91","85.4","14","20.2","16","23.8","1","covered_by","E09000007"
"Eric Pickles","552","Brentwood and Ongar","Conservative","1431","2166","3618","http://sexymp.co.uk/mp/483.jpg","E14000594","65685","Brentwood and Ongar","England","80.2","114","83.8","123","19.3","103","21.5","143","overlapped_by (calculated average)","E07000072"
"Meg Munn","553","Sheffield, Heeley","Labour Co-operative","1365","21133","32808","http://sexymp.co.uk/mp/443.jpg","E14000923","65549","Sheffield, Heeley","England","78.7","231","82.4","253","18","247","20.5","263","covered_by","E08000019"
"Richard Burden","554","Birmingham, Northfield","Labour","1454","2013","3462","http://sexymp.co.uk/mp/84.jpg","E14000565","65966","Birmingham, Northfield","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Paul Flynn","555","Newport West","Labour","1480","2125","3761","http://sexymp.co.uk/mp/205.jpg","W07000056","66099","Newport West","Wales","77.75","295","82.1","273.5","17.5","306.5","20.299999999999997","286.5","overlapped_by (calculated average)","W06000020,W06000022"
"Alan Haselhurst","556","Saffron Walden","Conservative","1461","1963","3407","http://sexymp.co.uk/mp/270.jpg","E14000910","65654","Saffron Walden","England","80.7","71","84.3","80","19.5","71","21.9","90","overlapped_by (calculated average)","E07000070"
"Julian Lewis","557","New Forest East","Conservative","1371","2198","3454","http://sexymp.co.uk/mp/364.jpg","E14000827","65556","New Forest East","England","81.9","15","85.2","20","20.3","11","22.8","16","covered_by","E07000091"
"Denis MackShane","558","Rotherham","Labour","1468","2176","3828","http://sexymp.co.uk/mp/382.jpg","E14000904","66029","Rotherham","England","78","277","81.6","302","17.5","310","20.2","300","covered_by","E08000018"
"Norman Lamb","559","North Norfolk","Liberal Democrat","1388","2097","3389","http://sexymp.co.uk/mp/345.jpg","E14000848","65872","North Norfolk","England","80.5","94","85","25","19.6","66","22.5","28","covered_by","E07000147"
"Jim Dobbin","560","Heywood and Middleton","Labour Co-operative","1477","2031","3678","http://sexymp.co.uk/mp/156.jpg","E14000747","65814","Heywood and Middleton","England","76.8","329","80.8","331","17.4","315","19.8","319","covered_by","E08000005"
"Nigel Mills","561","Amber Valley","Conservative","1448","1934","3403","http://sexymp.co.uk/mp/424.jpg","E14000533","65809","Amber Valley","England","79.2","205","83.3","176","18.3","223","21","211","covered_by","E07000032"
"Shailesh Vara","562","North West Cambridgeshire","Conservative","1493","1847","3438","http://sexymp.co.uk/mp/599.jpg","E14000855","65565","North West Cambridgeshire","England","79.4","169","83.45","159.5","18.7","169.5","21.299999999999997","165","overlapped_by (calculated average)","E06000031,E07000011"
"Ian Mearns","563","Gateshead","Labour","1505","1915","3622","http://sexymp.co.uk/mp/415.jpg","E14000709","65870","Gateshead","England","77.2","320","81.3","316","17.6","296","19.5","329","covered_by","E08000020"
"Malcom Rifkind","564","Kensington","Conservative","1412","1912","3279","http://sexymp.co.uk/mp/504.jpg","E14000768","65939","Kensington","England","82.1","6","85.8","8","20.8","3","23.2","10","covered_by","E09000020"
"George Howarth","565","Knowsley","Labour","1456","2305","4204","http://sexymp.co.uk/mp/300.jpg","E14000775","65869","Knowsley","England","76.6","334","80.7","333","17.2","323","19.3","333","covered_by","E08000011"
"Keith Vaz","566","Leicester East","Labour","1365","2443","4016","http://sexymp.co.uk/mp/600.jpg","E14000782","65807","Leicester East","England","77","326","81.8","293","17.3","320","20.3","292","covered_by","E06000016"
"Chris Ruane","567","Vale of Clwyd","Labour","1428","2014","3590","http://sexymp.co.uk/mp/518.jpg","W07000060","66116","Vale of Clwyd","Wales","78.3","250","81.2","321","18.1","239","20","308","covered_by","W06000004"
"Stephen Pound","568","Ealing North","Labour","1434","2066","3726","http://sexymp.co.uk/mp/486.jpg","E14000675","65701","Ealing North","England","79.2","204","84.2","88","18.9","153","21.7","111","covered_by","E09000009"
"Brian Binley","569","Northampton South","Conservative","1398","1992","3459","http://sexymp.co.uk/mp/50.jpg","E14000862","65910","Northampton South","England","77.4","312","81.8","295","17.6","294","20.3","289","covered_by","E07000154"
"Frank Roy","570","Motherwell and Wishaw","Labour","1389","2106","3615","http://sexymp.co.uk/mp/516.jpg","S14000047","14443","Motherwell and Wishaw","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Richard Ottaway","571","Croydon South","Conservative","1533","1791","3592","http://sexymp.co.uk/mp/467.jpg","E14000656","65923","Croydon South","England","79.2","197","83.2","183","18.5","203","21.2","172","covered_by","E09000008"
"Mark Lazarowicz","572","Edinburgh North and Leith","Labour Co-operative","1524","1929","3846","http://sexymp.co.uk/mp/352.jpg","S14000023","14420","Edinburgh North and Leith","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Helen Goodman","573","Bishop Auckland","Labour","1373","19950","33972","http://sexymp.co.uk/mp/233.jpg","E14000569","65820","Bishop Auckland","England","77.9","280","81.5","306","17.7","289","19.9","318","covered_by","E06000047"
"Alan Meale","574","Mansfield","Labour","1492","1892","3664","http://sexymp.co.uk/mp/414.jpg","E14000810","65647","Mansfield","England","78.3","255","82.1","277","17.7","286","20.3","282","covered_by","E07000174"
"Conor Murphy","575","Newry and Armagh","Sinn Fein","1514","1944","3854","http://sexymp.co.uk/mp/445.jpg","N06000011","66134","Newry and Armagh","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Michael Meacher","576","Oldham West and Royton","Labour","1436","2069","3795","http://sexymp.co.uk/mp/413.jpg","E14000871","66022","Oldham West and Royton","England","77.1","322","81.1","323","17.1","330","19.8","320","covered_by","E08000004"
"David Tredinnick","577","Bosworth","Conservative","1359","2005","3369","http://sexymp.co.uk/mp/588.jpg","E14000583","66071","Bosworth","England","80.2","115","84.5","60","18.6","189","22","62","covered_by","E07000132"
"Liam Byrne","578","Birmingham, Hodge Hill","Labour","1453","2080","3883","http://sexymp.co.uk/mp/94.jpg","E14000563","66072","Birmingham, Hodge Hill","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Tony Cunningham","579","Workington","Labour","1437","2006","3693","http://sexymp.co.uk/mp/138.jpg","E14001053","65625","Workington","England","78.2","262","81.9","287","17.9","267","20.3","284","covered_by","E07000026"
"Jim Dowd","580","Lewisham West and Penge","Labour","1411","1985","3560","http://sexymp.co.uk/mp/166.jpg","E14000788","65616","Lewisham West and Penge","England","79.6","154.5","83.55","146","18.700000000000003","172.5","21.4","151","overlapped_by (calculated average)","E09000023,E09000006"
"Julie Hilling","581","Bolton West","Labour","1380","19699","34165","http://sexymp.co.uk/mp/286.jpg","E14000580","65738","Bolton West","England","77.4","315","81.1","322","17.35","319.5","19.700000000000003","320","overlapped_by (calculated average)","E08000001,E08000010"
"Stuart Bell","582","Middlesbrough","Labour","1488","1710","3359","http://sexymp.co.uk/mp/39.jpg","E14000819","65998","Middlesbrough","England","76.3","340","80.2","342","16.7","342","18.9","343","covered_by","E06000002"
"Patrick Mercer","583","Newark","Conservative","1410","1926","3486","http://sexymp.co.uk/mp/417.jpg","E14000829","65696","Newark","England","79.6","164.66666666666666","83.06666666666668","190.33333333333334","18.466666666666665","200.66666666666666","21.066666666666666","194.66666666666666","overlapped_by (calculated average)","E07000171,E07000175,E07000176"
"Alan Whitehead","584","Southampton, Test","Labour","1508","1886","3776","http://sexymp.co.uk/mp/620.jpg","E14000956","65580","Southampton, Test","England","78.5","242","82.7","225","18.3","227","21","200","covered_by","E06000045"
"Vernon Coaker","585","Gedling","Labour","1312","2205","3583","http://sexymp.co.uk/mp/118.jpg","E14000710","65551","Gedling","England","80.5","93","83.1","193","18.8","170","20.9","220","covered_by","E07000173"
"Stephem Hammond","586","Wimbledon","Conservative","1374","1942","3391","http://sexymp.co.uk/mp/258.jpg","E14001040","65827","Wimbledon","England","80.2","113","84.2","86","19.1","117","22","66","covered_by","E09000024"
"John Stanley","587","Tonbridge and Malling","Conservative","1413","1980","3610","http://sexymp.co.uk/mp/559.jpg","E14000997","65744","Tonbridge and Malling","England","81.05","56","84.4","75","19.55","71","21.95","76","overlapped_by (calculated average)","E07000111,E07000115"
"Alistair Burt","588","North East Bedfordshire","Conservative","1428","1928","3573","http://sexymp.co.uk/mp/91.jpg","E14000841","65855","North East Bedfordshire","England","79.9","143","83.55","142.5","19.1","120","21.55","135.5","overlapped_by (calculated average)","E06000055,E06000056"
"Wayne David","589","Caerphilly","Labour","1455","1983","3795","http://sexymp.co.uk/mp/144.jpg","W07000076","66106","Caerphilly","Wales","77.6","299","81.5","309","17.3","319","19.6","324","covered_by","W06000018"
"William Cash","590","Stone","Conservative","1374","1980","3520","http://sexymp.co.uk/mp/105.jpg","E14000975","65950","Stone","England","79.6","166.66666666666666","83.13333333333333","180","18.933333333333334","143","21.066666666666666","195","overlapped_by (calculated average)","E07000195,E07000197,E07000198"
"David Heyes","591","Ashton-under-Lyne","Labour","1502","1875","3809","http://sexymp.co.uk/mp/284.jpg","E14000537","66056","Ashton-under-Lyne","England","76.69999999999999","330.5","80.85","328.5","17.05","333","19.450000000000003","331","overlapped_by (calculated average)","E08000004,E08000008"
"Bob Blackman","592","Harrow East","Conservative","1532","2494","5220","http://sexymp.co.uk/mp/52.jpg","E14000731","65650","Harrow East","England","82","8","85.6","10","20.9","1","23.4","4","covered_by","E09000015"
"Gordon Henderson","593","Sittingbourne and Sheppey","Conservative","1375","1861","3314","http://sexymp.co.uk/mp/278.jpg","E14000927","65610","Sittingbourne and Sheppey","England","79.3","193","82.7","226","18.4","217","20.8","243","covered_by","E07000113"
"Martin McGuinness","594","Mid Ulster","Sinn Fein","1327","2136","3604","http://sexymp.co.uk/mp/405.jpg","N06000010","66133","Mid Ulster","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Anne McGuire","595","Stirling","Labour","1363","19754","34938","http://sexymp.co.uk/mp/406.jpg","S14000057","14454","Stirling","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Steve Webb","596","Thornbury and Yate","Liberal Democrat","1366","2063","3694","http://sexymp.co.uk/mp/614.jpg","E14000994","65905","Thornbury and Yate","England","81","52","84.6","48","19.6","60","21.8","93","covered_by","E06000025"
"Margaret Beckett","597","Derby South","Labour","1449","18989","37664","http://sexymp.co.uk/mp/36.jpg","E14000663","65863","Derby South","England","78.6","238","82.8","219","18.3","222","21.3","170","covered_by","E06000015"
"Richard Bacon","598","South Norfolk","Conservative","1339","1949","3446","http://sexymp.co.uk/mp/19.jpg","E14000941","65666","South Norfolk","England","81.3","39","84.3","78","20.2","15","22.2","47","covered_by","E07000149"
"Vince Cable","599","Twickenham","Liberal Democrat","1309","2338","3991","http://sexymp.co.uk/mp/95.jpg","E14001005","65782","Twickenham","England","81.7","20","85.9","3","19.7","49","23.4","6","covered_by","E09000027"
"Nick Harvey","600","North Devon","Liberal Democrat","1412","1871","3605","http://sexymp.co.uk/mp/269.jpg","E14000838","65658","North Devon","England","79.7","162","83.4","166","18.9","151","21.5","150","covered_by","E07000043"
