sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country"
"Julian Smith","186","Skipton and Ripon","Conservative","1401","3178","2369","http://sexymp.co.uk/mp/550.jpg","E14000928","65986","Skipton and Ripon","England"
"Pete Wishart","187","Perth and North Perthshire","Scottish National Party","1589","2907","2848","http://sexymp.co.uk/mp/638.jpg","S14000054","14451","Perth and North Perthshire","Scotland"
"Jeremy Browne","188","Taunton Deane","Liberal Democrat","1436","3125","2465","http://sexymp.co.uk/mp/78.jpg","E14000988","65767","Taunton Deane","England"
"Mike Freer","189","Finchley and Golders Green","Conservative","1463","2993","2466","http://sexymp.co.uk/mp/212.jpg","E14000703","65938","Finchley and Golders Green","England"
"John Baron","190","Basildon and Billericay","Conservative","1577","2860","2765","http://sexymp.co.uk/mp/31.jpg","E14000544","65898","Basildon and Billericay","England"
"Stephen Phillips","191","Sleaford and North Hykeham","Conservative","1438","3220","2550","http://sexymp.co.uk/mp/481.jpg","E14000929","65920","Sleaford and North Hykeham","England"
"John Redwood","192","Wokingham","Conservative","1523","3006","2704","http://sexymp.co.uk/mp/496.jpg","E14001048","65774","Wokingham","England"
"Neil Carmichael","193","Stroud","Conservative","1546","2948","2740","http://sexymp.co.uk/mp/103.jpg","E14000980","65858","Stroud","England"
"Margot James","194","Stourbridge","Conservative","1509","31148","27505","http://sexymp.co.uk/mp/314.jpg","E14000976","65609","Stourbridge","England"
"Jeremy Lefroy","195","Stafford","Conservative","1455","2999","2447","http://sexymp.co.uk/mp/357.jpg","E14000965","66067","Stafford","England"
"Tami Mark","196","Alyn and Deeside","Labour","1496","3106","2694","http://sexymp.co.uk/mp/579.jpg","W07000043","66103","Alyn and Deeside","Wales"
"John Glen","197","Salisbury","Conservative","1381","3214","2344","http://sexymp.co.uk/mp/228.jpg","E14000912","65889","Salisbury","England"
"Nick Herbert","198","Arundel and South Downs","Conservative","1367","3300","2347","http://sexymp.co.uk/mp/282.jpg","E14000534","65784","Arundel and South Downs","England"
"Derek Twigg","199","Halton","Labour","1494","3144","2737","http://sexymp.co.uk/mp/593.jpg","E14000725","65915","Halton","England"
"Desmond Swayne","200","New Forest West","Conservative","1461","3084","2563","http://sexymp.co.uk/mp/575.jpg","E14000828","65815","New Forest West","England"
"Gavin Williamson","201","South Staffordshire","Conservative","1339","3230","2193","http://sexymp.co.uk/mp/631.jpg","E14000945","65943","South Staffordshire","England"
"Alun Cairns","202","Vale of Glamorgan","Conservative","1382","3129","2292","http://sexymp.co.uk/mp/96.jpg","W07000078","66098","Vale of Glamorgan","Wales"
"Nick de Bois","203","Enfield North","Conservative","1527","2795","2558","http://sexymp.co.uk/mp/151.jpg","E14000691","66050","Enfield North","England"
"Tony Baldry","204","Banbury","Conservative","1453","3072","2527","http://sexymp.co.uk/mp/25.jpg","E14000539","66008","Banbury","England"
"Sajid Javid","205","Bromsgrove","Conservative","1483","3038","2615","http://sexymp.co.uk/mp/318.jpg","E14000605","65617","Bromsgrove","England"
"Paul Beresford","206","Mole Valley","Conservative","1472","3099","2624","http://sexymp.co.uk/mp/45.jpg","E14000824","65693","Mole Valley","England"
"George Osborne","207","Tatton","Conservative","1418","3689","2871","http://sexymp.co.uk/mp/465.jpg","E14000987","65964","Tatton","England"
"Dominic Raab","208","Esher and Walton","Conservative","1308","3710","2382","http://sexymp.co.uk/mp/492.jpg","E14000697","66062","Esher and Walton","England"
"Simon Wright","209","Norwich South","Liberal Democrat","1498","2977","2618","http://sexymp.co.uk/mp/646.jpg","E14000864","65634","Norwich South","England"
"Frank Doran","210","Aberdeen North","Labour","1501","3175","2811","http://sexymp.co.uk/mp/163.jpg","S14000001","14398","Aberdeen North","Scotland"
"Chris Kelly","211","Dudley South","Conservative","1287","3954","2440","http://sexymp.co.uk/mp/337.jpg","E14000672","66054","Dudley South","England"
"Andrew Lansley","212","South Cambridgeshire","Conservative","1442","3256","2639","http://sexymp.co.uk/mp/348.jpg","E14000934","65922","South Cambridgeshire","England"
"John McDonnell","213","Hayes and Harlington","Labour","1498","3223","2844","http://sexymp.co.uk/mp/401.jpg","E14000737","65912","Hayes and Harlington","England"
"Toby Perkins","214","Chesterfield","Labour","1466","3165","2661","http://sexymp.co.uk/mp/479.jpg","E14000632","65980","Chesterfield","England"
"Iain Wright","215","Hartlepool","Labour","1486","3213","2787","http://sexymp.co.uk/mp/644.jpg","E14000733","65990","Hartlepool","England"
"Jeremy Corbyn","216","Islington North","Labour","1553","3032","2894","http://sexymp.co.uk/mp/126.jpg","E14000763","65937","Islington North","England"
"Cheryl Gillan","217","Chesham and Amersham","Conservative","1545","29260","27601","http://sexymp.co.uk/mp/225.jpg","E14000631","65801","Chesham and Amersham","England"
"Philip Hammond","218","Runnymede and Weybridge","Conservative","1476","3000","2568","http://sexymp.co.uk/mp/257.jpg","E14000907","65589","Runnymede and Weybridge","England"
"Iain Stewart","219","Milton Keynes South","Conservative","1405","3242","2491","http://sexymp.co.uk/mp/563.jpg","E14000822","66076","Milton Keynes South","England"
"Jack Straw","220","Blackburn","Labour","1601","2857","2895","http://sexymp.co.uk/mp/565.jpg","E14000570","65981","Blackburn","England"
"Nick Clegg","221","Sheffield, Hallam","Liberal Democrat","1438","3546","2873","http://sexymp.co.uk/mp/115.jpg","E14000922","65741","Sheffield, Hallam","England"
"Richard Graham","222","Gloucester","Conservative","1397","3375","2563","http://sexymp.co.uk/mp/236.jpg","E14000712","65996","Gloucester","England"
"Stewart Hosie","223","Dundee East","Scottish National Party","1531","3002","2790","http://sexymp.co.uk/mp/299.jpg","S14000015","14412","Dundee East","Scotland"
"Brooks Newmark","224","Braintree","Conservative","1493","3029","2669","http://sexymp.co.uk/mp/454.jpg","E14000590","65670","Braintree","England"
"James Clappison","225","Hertsmere","Conservative","1433","3035","2448","http://sexymp.co.uk/mp/110.jpg","E14000745","65994","Hertsmere","England"
"Jason McCartney","226","Colne Valley","Conservative","1422","3103","2464","http://sexymp.co.uk/mp/395.jpg","E14000645","65835","Colne Valley","England"
"Alec Shelbrooke","227","Elmet and Rothwell","Conservative","1319","3518","2337","http://sexymp.co.uk/mp/535.jpg","E14000689","65677","Elmet and Rothwell","England"
"Jim Fitzpatrick","228","Poplar and Limehouse","Labour","1500","3086","2757","http://sexymp.co.uk/mp/202.jpg","E14000882","65917","Poplar and Limehouse","England"
"Huw Irranca-Davies","229","Ogmore","Labour","1407","3558","2764","http://sexymp.co.uk/mp/311.jpg","W07000074","66107","Ogmore","Wales"
"Peter Lilley","230","Hitchin and Harpenden","Conservative","1453","3122","2609","http://sexymp.co.uk/mp/367.jpg","E14000749","65724","Hitchin and Harpenden","England"
"Dennis Skinner","231","Bolsover","Labour","1611","3123","3226","http://sexymp.co.uk/mp/544.jpg","E14000577","65628","Bolsover","England"
"Jon Cruddas","232","Dagenham and Rainham","Labour","1460","3257","2752","http://sexymp.co.uk/mp/134.jpg","E14000657","65985","Dagenham and Rainham","England"
"Jonathan Lord","233","Woking","Conservative","1433","3022","2451","http://sexymp.co.uk/mp/373.jpg","E14001047","66039","Woking","England"
"Guy Opperman","234","Hexham","Conservative","1429","3026","2440","http://sexymp.co.uk/mp/464.jpg","E14000746","65850","Hexham","England"
"Graham Stuart","235","Beverley and Holderness","Conservative","1607","2772","2862","http://sexymp.co.uk/mp/570.jpg","E14000556","65934","Beverley and Holderness","England"
"Jim Cunningham","236","Coventry South","Labour","1444","3503","2898","http://sexymp.co.uk/mp/137.jpg","E14000651","65877","Coventry South","England"
"Edward Garnier","237","Harborough","Conservative","1454","2994","2513","http://sexymp.co.uk/mp/218.jpg","E14000728","65675","Harborough","England"
"Robert Syms","238","Poole","Conservative","1486","2905","2561","http://sexymp.co.uk/mp/578.jpg","E14000881","65860","Poole","England"
"Nadhim Zawahi","239","Stratford-on-Avon","Conservative","1461","3085","2617","http://sexymp.co.uk/mp/649.jpg","E14000977","65648","Stratford-on-Avon","England"
"Simon Danczuk","240","Rochdale","Labour","1471","3102","2678","http://sexymp.co.uk/mp/141.jpg","E14000897","65843","Rochdale","England"
"Chris Grayling","241","Epsom and Ewell","Conservative","1457","3118","2638","http://sexymp.co.uk/mp/239.jpg","E14000694","65803","Epsom and Ewell","England"
"David Morris","242","Morecambe and Lunesdale","Conservative","1314","3432","2294","http://sexymp.co.uk/mp/435.jpg","E14000825","65633","Morecambe and Lunesdale","England"
"Chris Heaton-Harris","243","Daventry","Conservative","1426","2934","2385","http://sexymp.co.uk/mp/276.jpg","E14000660","66025","Daventry","England"
"Joseph Johnson","244","Orpington","Conservative","1312","3636","2429","http://sexymp.co.uk/mp/323.jpg","E14000872","65682","Orpington","England"
"Mark Menzies","245","Fylde","Conservative","1507","3005","2746","http://sexymp.co.uk/mp/416.jpg","E14000706","65955","Fylde","England"
"Andrew Mitchell","246","Sutton Coldfield","Conservative","1531","3094","2928","http://sexymp.co.uk/mp/426.jpg","E14000985","65703","Sutton Coldfield","England"
"Fabian Hamilton","247","Leeds North East","Labour","1589","2864","2925","http://sexymp.co.uk/mp/256.jpg","E14000779","65866","Leeds North East","England"
"Tim Laughton","248","East Worthing and Shoreham","Conservative","1464","2970","2562","http://sexymp.co.uk/mp/374.jpg","E14000682","65780","East Worthing and Shoreham","England"
"Alistair Darling","249","Edinburgh South West","Labour","1474","3096","2721","http://sexymp.co.uk/mp/142.jpg","S14000025","14422","Edinburgh South West","Scotland"
"Stephen OBrien","250","Eddisbury","Conservative","1470","2964","2585","http://sexymp.co.uk/mp/459.jpg","E14000686","65756","Eddisbury","England"
"John Penrose","251","Weston-super-Mare","Conservative","1386","3121","2391","http://sexymp.co.uk/mp/477.jpg","E14001038","65742","Weston-Super-Mare","England"
"Philip Davies","252","Shipley","Conservative","1591","2891","2978","http://sexymp.co.uk/mp/149.jpg","E14000925","65959","Shipley","England"
"Ian Paisley","253","North Antrim","Democratic Unionist","1380","3323","2523","http://sexymp.co.uk/mp/470.jpg","N06000012","66135","North Antrim","Northern Ireland"
"Christopher Chope","254","Christchurch","Conservative","1548","2824","2757","http://sexymp.co.uk/mp/109.jpg","E14000638","65885","Christchurch","England"
"Simon Kirby","255","Brighton, Kemptown","Conservative","1475","3063","2705","http://sexymp.co.uk/mp/341.jpg","E14000597","65844","Brighton, Kemptown","England"
"David Davis","256","Haltemprice and Howden","Conservative","1425","3003","2468","http://sexymp.co.uk/mp/150.jpg","E14000724","65671","Haltemprice and Howden","England"
"Dominic Greive","257","Beaconsfield","Conservative","1411","3058","2460","http://sexymp.co.uk/mp/245.jpg","E14000550","65687","Beaconsfield","England"
"Matthew Hancock","258","West Suffolk","Conservative","1338","3169","2251","http://sexymp.co.uk/mp/259.jpg","E14001034","65629","West Suffolk","England"
"Kwasi Kwarteng","259","Spelthorne","Conservative","1485","2990","2689","http://sexymp.co.uk/mp/343.jpg","E14000959","65942","Spelthorne","England"
"Chris Leslie","260","Nottingham East","Labour Co-operative","1433","3340","2787","http://sexymp.co.uk/mp/360.jpg","E14000865","65559","Nottingham East","England"
"Peter Luff","261","Mid Worcestershire","Conservative","1571","2850","2882","http://sexymp.co.uk/mp/378.jpg","E14000818","65888","Mid Worcestershire","England"
"Jack Lopresti","262","Filton and Bradley Stoke","Conservative","1404","3111","2492","http://sexymp.co.uk/mp/372.jpg","E14000702","65865","Filton and Bradley Stoke","England"
"Theresa May","263","Maidenhead","Conservative","1466","32047","28223","http://sexymp.co.uk/mp/390.jpg","E14000803","65901","Maidenhead","England"
"Tom Greatrix","264","Rutherglen and Hamilton West","Labour Co-operative","1438","3365","2850","http://sexymp.co.uk/mp/240.jpg","S14000056","14453","Rutherglen and Hamilton West","Scotland"
"Jim McGovern","265","Dundee West","Labour","1583","2831","2925","http://sexymp.co.uk/mp/404.jpg","S14000016","14413","Dundee West","Scotland"
"Michael McCann","266","East Kilbride, Strathaven and Lesmahagow","Labour","1467","3083","2729","http://sexymp.co.uk/mp/393.jpg","S14000019","14416","East Kilbride, Strathaven and Lesmahagow","Scotland"
"Alan Duncan","267","Rutland and Melton","Conservative","1399","3062","2449","http://sexymp.co.uk/mp/173.jpg","E14000909","65833","Rutland and Melton","England"
"James Paice","268","South East Cambridgeshire","Conservative","1644","2777","3107","http://sexymp.co.uk/mp/469.jpg","E14000937","65997","South East Cambridgeshire","England"
"Mick Crockart","269","Edinburgh West","Liberal Democrat","1582","2808","2926","http://sexymp.co.uk/mp/132.jpg","S14000026","14423","Edinburgh West","Scotland"
"Kevan Jones","270","North Durham","Labour","1457","3004","2645","http://sexymp.co.uk/mp/328.jpg","E14000840","65745","North Durham","England"
"Owen Smith","271","Pontypridd","Labour","1401","3181","2568","http://sexymp.co.uk/mp/552.jpg","W07000075","66087","Pontypridd","Wales"
"Gareth Johnson","272","Dartford","Conservative","1459","3057","2708","http://sexymp.co.uk/mp/322.jpg","E14000659","66011","Dartford","England"
"Marcus Jones","273","Nuneaton","Conservative","1538","2764","2726","http://sexymp.co.uk/mp/329.jpg","E14000868","65663","Nuneaton","England"
"Karl Turner","274","Kingston upon Hull East","Labour","1404","3510","2859","http://sexymp.co.uk/mp/592.jpg","E14000771","65709","Kingston upon Hull East","England"
"David Ward","275","Bradford East","Liberal Democrat","1446","2987","2593","http://sexymp.co.uk/mp/609.jpg","E14000587","65694","Bradford East","England"
"Thomas Docherty","276","Dunfermline and West Fife","Labour","1513","2899","2777","http://sexymp.co.uk/mp/158.jpg","S14000017","14414","Dunfermline and West Fife","Scotland"
"David Gauke","277","South West Hertfordshire","Conservative","1485","2905","2675","http://sexymp.co.uk/mp/220.jpg","E14000951","65596","South West Hertfordshire","England"
"Stephen Metcalfe","278","South Basildon and East Thurrock","Conservative","1583","2826","2964","http://sexymp.co.uk/mp/418.jpg","E14000933","65962","South Basildon and East Thurrock","England"
"Andrew Murrison","279","South West Wiltshire","Conservative","1394","3019","2425","http://sexymp.co.uk/mp/450.jpg","E14000954","65956","South West Wiltshire","England"
"Jonathan Reynolds","280","Stalybridge and Hyde","Labour Co-operative","1393","3391","2720","http://sexymp.co.uk/mp/503.jpg","E14000967","65960","Stalybridge and Hyde","England"
"Andy Slaughter","281","Hammersmith","Labour","1691","2638","3133","http://sexymp.co.uk/mp/545.jpg","E14000726","65836","Hammersmith","England"
"Edward Vaisey","282","Wantage","Conservative","1289","3630","2422","http://sexymp.co.uk/mp/598.jpg","E14001015","65638","Wantage","England"
"Martin Vickers","283","Cleethorpes","Conservative","1585","2746","2884","http://sexymp.co.uk/mp/602.jpg","E14000643","66057","Cleethorpes","England"
"Angela Watkinson","284","Hornchurch and Upminster","Conservative","1471","30594","27652","http://sexymp.co.uk/mp/610.jpg","E14000751","66069","Hornchurch and Upminster","England"
"Robert Goodwill","285","Scarborough and Whitby","Conservative","1529","2930","2873","http://sexymp.co.uk/mp/234.jpg","E14000913","65891","Scarborough and Whitby","England"
"Adam Afriyie","286","Windsor","Conservative","1364","3353","2572","http://sexymp.co.uk/mp/5.jpg","E14001042","65552","Windsor","England"
"Gareth Thomas","287","Harrow West","Labour Co-operative","1461","3096","2766","http://sexymp.co.uk/mp/582.jpg","E14000732","65796","Harrow West","England"
"Damian Collins","288","Folkestone and Hythe","Conservative","1318","3344","2375","http://sexymp.co.uk/mp/121.jpg","E14000704","65779","Folkestone and Hythe","England"
"Geoffrey Cox","289","Torridge and West Devon","Conservative","1508","2856","2733","http://sexymp.co.uk/mp/127.jpg","E14001000","65904","Torridge and West Devon","England"
"Dan Jarvis","290","Barnsley Central","Labour","1382","3537","2801","http://sexymp.co.uk/mp/317.jpg","E14000541","65665","Barnsley Central","England"
"Robert Walter","291","North Dorset","Conservative","1547","2762","2780","http://sexymp.co.uk/mp/608.jpg","E14000839","65702","North Dorset","England"
"Susan Jones","292","Clwyd South","Labour","1361","38003","29210","http://sexymp.co.uk/mp/330.jpg","W07000062","66121","Clwyd South","Wales"
"Ivan Lewis","293","Bury South","Labour","1687","2607","3108","http://sexymp.co.uk/mp/363.jpg","E14000612","65975","Bury South","England"
"Luciana Berger","294","Liverpool, Wavertree","Labour Co-operative","1270","51100","33134","http://sexymp.co.uk/mp/46.jpg","E14000795","65644","Liverpool, Wavertree","England"
"Laurence Robertson","295","Tewkesbury","Conservative","1544","2805","2818","http://sexymp.co.uk/mp/511.jpg","E14000990","65976","Tewkesbury","England"
"John Cryer","296","Leyton and Wanstead","Labour","1524","2878","2827","http://sexymp.co.uk/mp/135.jpg","E14000790","66013","Leyton and Wanstead","England"
"John Stevenson","297","Carlisle","Conservative","1523","2941","2881","http://sexymp.co.uk/mp/561.jpg","E14000620","65929","Carlisle","England"
"Tom Brake","298","Carshalton and Wallington","Liberal Democrat","1415","3149","2649","http://sexymp.co.uk/mp/66.jpg","E14000621","65972","Carshalton and Wallington","England"
"Nic Dakin","299","Scunthorpe","Labour","1490","2904","2732","http://sexymp.co.uk/mp/140.jpg","E14000914","66027","Scunthorpe","England"
"Martin Horwood","300","Cheltenham","Liberal Democrat","1381","3185","2553","http://sexymp.co.uk/mp/298.jpg","E14000630","65946","Cheltenham","England"
"Rory Stewart","301","Penrith and The Border","Conservative","1376","3119","2479","http://sexymp.co.uk/mp/564.jpg","E14000877","66081","Penrith and The Border","England"
"Hugo Swire","302","East Devon","Conservative","1479","3136","2911","http://sexymp.co.uk/mp/577.jpg","E14000678","65813","East Devon","England"
"Duncan Hames","303","Chippenham","Liberal Democrat","1330","3608","2656","http://sexymp.co.uk/mp/254.jpg","E14000635","65940","Chippenham","England"
"Gavin Barwell","304","Croydon Central","Conservative","1507","2988","2898","http://sexymp.co.uk/mp/33.jpg","E14000654","65603","Croydon Central","England"
"Charles Kennedy","305","Ross, Skye and Lochaber","Liberal Democrat","1440","3034","2679","http://sexymp.co.uk/mp/339.jpg","S14000055","14452","Ross, Skye and Lochaber","Scotland"
"Graeme Morris","306","Livingston","Labour","1560","2813","2924","http://sexymp.co.uk/mp/433.jpg","S14000044","14440","Livingston","Scotland"
"Bridget Phillipson","307","Houghton and Sunderland South","Labour","1365","40079","31452","http://sexymp.co.uk/mp/482.jpg","E14000754","65947","Houghton and Sunderland South","England"
"Barry Sheerman","308","Huddersfield","Labour Co-operative","1655","2686","3124","http://sexymp.co.uk/mp/534.jpg","E14000756","65624","Huddersfield","England"
"David Jones","309","Clwyd West","Conservative","1426","3102","2690","http://sexymp.co.uk/mp/325.jpg","W07000059","66100","Clwyd West","Wales"
"Gloria de Piero","310","Ashfield","Labour","1291","44010","30495","http://sexymp.co.uk/mp/152.jpg","E14000535","65895","Ashfield","England"
"Mark Hoban","311","Fareham","Conservative","1528","2821","2826","http://sexymp.co.uk/mp/288.jpg","E14000699","65857","Fareham","England"
"Andrew Robathan","312","South Leicestershire","Conservative","1601","2647","2906","http://sexymp.co.uk/mp/507.jpg","E14000940","66034","South Leicestershire","England"
"Geoffrey Robinson","313","Coventry North West","Labour","1706","2902","3590","http://sexymp.co.uk/mp/512.jpg","E14000650","65575","Coventry North West","England"
"Iain Duncan Smith","314","Chingford and Woodford Green","Conservative","1590","2711","2956","http://sexymp.co.uk/mp/174.jpg","E14000634","65721","Chingford and Woodford Green","England"
"Mark Reckless","315","Rochester and Strood","Conservative","1434","2977","2632","http://sexymp.co.uk/mp/495.jpg","E14000898","66043","Rochester and Strood","England"
"Albert Owen","316","Ynys M!!n","Labour","1688","2569","3148","http://sexymp.co.uk/mp/468.jpg","W07000041","66115","Ynys Môn","Wales"
"Jo Swinson","317","East Dunbartonshire","Liberal Democrat","1393","33535","28009","http://sexymp.co.uk/mp/576.jpg","S14000018","14415","East Dunbartonshire","Scotland"
"Ian Austin","318","Dudley North","Labour","1505","2887","2847","http://sexymp.co.uk/mp/18.jpg","E14000671","65806","Dudley North","England"
"Stephen Gilbert","319","St Austell and Newquay","Liberal Democrat","1452","2881","2640","http://sexymp.co.uk/mp/223.jpg","E14000961","65591","St Austell and Newquay","England"
"Gregg McClymont","320","Cumbernauld, Kilsyth and Kirkintilloch East","Labour","1608","2832","3177","http://sexymp.co.uk/mp/397.jpg","S14000012","14409","Cumbernauld, Kilsyth and Kirkintilloch East","Scotland"
"David Anderson","321","Blaydon","Labour","1596","2738","3034","http://sexymp.co.uk/mp/14.jpg","E14000574","65805","Blaydon","England"
"Paul Farrelly","322","Newcastle-under-Lyme","Labour","1463","3079","2869","http://sexymp.co.uk/mp/197.jpg","E14000834","65861","Newcastle-under-Lyme","England"
"John Spellar","323","Warley","Labour","1649","2777","3286","http://sexymp.co.uk/mp/556.jpg","E14001016","66079","Warley","England"
"Lynne Featherstone","324","Hornsey and Wood Green","Liberal Democrat","1364","36099","29210","http://sexymp.co.uk/mp/199.jpg","E14000752","65883","Hornsey and Wood Green","England"
"Greg Mulholland","325","Leeds North West","Liberal Democrat","1470","2812","2675","http://sexymp.co.uk/mp/441.jpg","E14000780","66068","Leeds North West","England"
"John Whittingdale","326","Maldon","Conservative","1389","3044","2570","http://sexymp.co.uk/mp/622.jpg","E14000806","65661","Maldon","England"
"Simon Burns","327","Chelmsford","Conservative","1444","3025","2781","http://sexymp.co.uk/mp/88.jpg","E14000628","65797","Chelmsford","England"
"Stephen Williams","328","Bristol West","Liberal Democrat","1336","3180","2479","http://sexymp.co.uk/mp/629.jpg","E14000602","65574","Bristol West","England"
"Paul Maynard","329","Blackpool North and Cleveleys","Conservative","1408","3095","2714","http://sexymp.co.uk/mp/391.jpg","E14000572","65750","Blackpool North and Cleveleys","England"
"David Miliband","330","South Shields","Labour","1414","4011","3557","http://sexymp.co.uk/mp/420.jpg","E14000944","65719","South Shields","England"
"John Denham","331","Southampton, Itchen","Labour","1666","2583","3172","http://sexymp.co.uk/mp/153.jpg","E14000955","66016","Southampton, Itchen","England"
"Jonathan Edwards","332","Carmarthen East and Dinefwr","Plaid Cymru","1391","3098","2664","http://sexymp.co.uk/mp/179.jpg","W07000067","66089","Carmarthen East and Dinefwr","Wales"
"Tristram Hunt","333","Stoke-on-Trent Central","Labour","1429","3777","3443","http://sexymp.co.uk/mp/307.jpg","E14000972","65710","Stoke-on-Trent Central","England"
"Caroline Flint","334","Don Valley","Labour","1253","46617","31587","http://sexymp.co.uk/mp/204.jpg","E14000667","65553","Don Valley","England"
"Chuka Umunna","335","Streatham","Labour","1460","3507","3347","http://sexymp.co.uk/mp/596.jpg","E14000978","66042","Streatham","England"
"Clive Betts","336","Sheffield South East","Labour","1407","3147","2786","http://sexymp.co.uk/mp/48.jpg","E14000920","65793","Sheffield South East","England"
"Jerem Wright","337","Kenilworth and Southam","Conservative","1454","2891","2745","http://sexymp.co.uk/mp/645.jpg","E14000767","65968","Kenilworth and Southam","England"
"Edward Davey","338","Kingston and Surbiton","Liberal Democrat","1470","2825","2747","http://sexymp.co.uk/mp/143.jpg","E14000770","65778","Kingston and Surbiton","England"
"Peter Aldous","339","Waveney","Conservative","1557","2843","3098","http://sexymp.co.uk/mp/7.jpg","E14001022","66004","Waveney","England"
"Roger Gale","340","North Thanet","Conservative","1500","2776","2821","http://sexymp.co.uk/mp/215.jpg","E14000852","65605","North Thanet","England"
"Tim Yeo","341","South Suffolk","Conservative","1512","2749","2837","http://sexymp.co.uk/mp/647.jpg","E14000946","65614","South Suffolk","England"
"Damian Green","342","Ashford","Conservative","1558","2634","2888","http://sexymp.co.uk/mp/241.jpg","E14000536","65811","Ashford","England"
"Grant Shapps","343","Welwyn Hatfield","Conservative","1398","2991","2633","http://sexymp.co.uk/mp/531.jpg","E14001027","65740","Welwyn Hatfield","England"
"Liz Kendall","344","Leicester West","Labour","1330","39790","31568","http://sexymp.co.uk/mp/338.jpg","E14000784","65587","Leicester West","England"
"Tom Blenkinsop","345","Middlesbrough South and East Cleveland","Labour","1547","2963","3218","http://sexymp.co.uk/mp/56.jpg","E14000820","65657","Middlesbrough South and East Cleveland","England"
"Mike Weatherley","346","Hove","Conservative","1598","2627","3036","http://sexymp.co.uk/mp/613.jpg","E14000755","65691","Hove","England"
"Jane Ellison","347","Battersea","Conservative","1595","25784","29757","http://sexymp.co.uk/mp/183.jpg","E14000549","65731","Battersea","England"
"Emily Thornberry","348","Islington South and Finsbury","Labour","1417","31106","28495","http://sexymp.co.uk/mp/583.jpg","E14000764","65882","Islington South and Finsbury","England"
"Peter Hain","349","Neath","Labour","1567","2900","3249","http://sexymp.co.uk/mp/252.jpg","W07000069","66082","Neath","Wales"
"Edward Leigh","350","Gainsborough","Conservative","1540","2754","2987","http://sexymp.co.uk/mp/358.jpg","E14000707","65952","Gainsborough","England"
"Ben Bradshaw","351","Exeter","Labour","1488","3233","3274","http://sexymp.co.uk/mp/64.jpg","E14000698","66033","Exeter","England"
"Simon Reevell","352","Dewsbury","Conservative","1603","2616","3069","http://sexymp.co.uk/mp/499.jpg","E14000666","65746","Dewsbury","England"
"Bob Stewart","353","Beckenham","Conservative","1488","2773","2817","http://sexymp.co.uk/mp/562.jpg","E14000551","65725","Beckenham","England"
"Jenny Willot","354","Cardiff Central","Liberal Democrat","1357","32361","27171","http://sexymp.co.uk/mp/632.jpg","W07000050","66090","Cardiff Central","Wales"
"James Gray","355","North Wiltshire","Conservative","1500","2821","2943","http://sexymp.co.uk/mp/238.jpg","E14000860","65822","North Wiltshire","England"
"Rachel Reeves","356","Leeds West","Labour","1336","38397","31477","http://sexymp.co.uk/mp/500.jpg","E14000781","65988","Leeds West","England"
"Conor Burns","357","Bournemouth West","Conservative","1456","2871","2839","http://sexymp.co.uk/mp/87.jpg","E14000585","65933","Bournemouth West","England"
"Ian Liddell-Grainger","358","Bridgwater and West Somerset","Conservative","1590","2609","3064","http://sexymp.co.uk/mp/365.jpg","E14000595","65620","Bridgwater and West Somerset","England"
"Sadiq Khan","359","Tooting","Labour","1533","2962","3259","http://sexymp.co.uk/mp/340.jpg","E14000998","65554","Tooting","England"
"Mark Williams","360","Ceredigion","Liberal Democrat","1470","2796","2835","http://sexymp.co.uk/mp/627.jpg","W07000064","66110","Ceredigion","Wales"
"Charles Hendry","361","Wealden","Conservative","1472","2731","2788","http://sexymp.co.uk/mp/280.jpg","E14001023","65961","Wealden","England"
"Stephen McPartland","362","Stevenage","Conservative","1506","2730","2919","http://sexymp.co.uk/mp/411.jpg","E14000968","65571","Stevenage","England"
"Steve Rotherham","363","Liverpool, Walton","Labour","1696","2397","3186","http://sexymp.co.uk/mp/515.jpg","E14000794","65970","Liverpool, Walton","England"
"Danny Alexander","364","Inverness, Nairn, Badenoch and Strathspey","Liberal Democrat","1503","2817","2996","http://sexymp.co.uk/mp/8.jpg","S14000039","14435","Inverness, Nairn, Badenoch and Strathspey","Scotland"
"Lilian Greenwood","365","Nottingham South","Labour","1312","36088","29164","http://sexymp.co.uk/mp/244.jpg","E14000867","65945","Nottingham South","England"
"Debbie Abrahams","366","Oldham East and Saddleworth","Labour","1303","35961","28640","http://sexymp.co.uk/mp/3.jpg","E14000870","65903","Oldham East and Saddleworth","England"
"Simon Hughes","367","Bermondsey and Old Southwark","Liberal Democrat","1521","2718","2990","http://sexymp.co.uk/mp/304.jpg","E14000553","65689","Bermondsey and Old Southwark","England"
"Nick Gibb","368","Bognor Regis and Littlehampton","Conservative","1475","2711","2821","http://sexymp.co.uk/mp/222.jpg","E14000576","65841","Bognor Regis and Littlehampton","England"
"Andrew Turner","369","Isle of Wight","Conservative","1523","2736","3025","http://sexymp.co.uk/mp/591.jpg","E14000762","65791","Isle of Wight","England"
"Kevin Barron","370","Rother Valley","Labour","1438","2938","2910","http://sexymp.co.uk/mp/32.jpg","E14000903","65930","Rother Valley","England"
"Pauline Latham","371","Mid Derbyshire","Conservative","1707","24035","32778","http://sexymp.co.uk/mp/349.jpg","E14000814","66007","Mid Derbyshire","England"
