sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country"
"Mark Spencer","372","Sherwood","Conservative","1321","3136","2600","http://sexymp.co.uk/mp/558.jpg","E14000924","65632","Sherwood","England"
"Stella Creasy","373","Walthamstow","Labour","1274","42098","32263","http://sexymp.co.uk/mp/131.jpg","E14001013","65651","Walthamstow","England"
"Lisa Nandy","374","Wigan","Labour","1318","37610","31199","http://sexymp.co.uk/mp/451.jpg","E14001039","65612","Wigan","England"
"Michael Gove","375","Surrey Heath","Conservative","1525","2796","3132","http://sexymp.co.uk/mp/235.jpg","E14000983","65747","Surrey Heath","England"
"Natascha Engel","376","North East Derbyshire","Labour","1328","31349","26714","http://sexymp.co.uk/mp/187.jpg","E14000843","65676","North East Derbyshire","England"
"Alok Sharma","377","Reading West","Conservative","1442","2749","2778","http://sexymp.co.uk/mp/532.jpg","E14000890","65982","Reading West","England"
"Pamela Nash","378","Airdrie and Shotts","Labour","1232","41844","30213","http://sexymp.co.uk/mp/452.jpg","S14000003","14400","Airdrie and Shotts","Scotland"
"Adrian Bailey","379","West Bromwich West","Labour Co-operative","1671","2537","3403","http://sexymp.co.uk/mp/21.jpg","E14001030","66047","West Bromwich West","England"
"Andrew George","380","St Ives","Liberal Democrat","1340","2975","2609","http://sexymp.co.uk/mp/221.jpg","E14000964","65854","St Ives","England"
"Paul Murphy","381","Torfaen","Labour","1651","2478","3253","http://sexymp.co.uk/mp/447.jpg","W07000053","66104","Torfaen","Wales"
"Philip Hollobone","382","Kettering","Conservative","1494","2702","2962","http://sexymp.co.uk/mp/293.jpg","E14000769","66001","Kettering","England"
"Andrew Bingham","383","High Peak","Conservative","1526","2597","2968","http://sexymp.co.uk/mp/49.jpg","E14000748","66052","High Peak","England"
"Stewart Jackson","384","Peterborough","Conservative","1448","2718","2827","http://sexymp.co.uk/mp/313.jpg","E14000878","65649","Peterborough","England"
"Shabana Mahmood","385","Birmingham, Ladywood","Labour","1304","34797","29084","http://sexymp.co.uk/mp/385.jpg","E14000564","65989","Birmingham, Ladywood","England"
"Sylvia Hermon","386","North Down","Independent","1304","32791","27504","http://sexymp.co.uk/mp/283.jpg","N06000013","66136","North Down","Northern Ireland"
"John Howell","387","Henley","Conservative","1490","2691","2970","http://sexymp.co.uk/mp/302.jpg","E14000742","65786","Henley","England"
"Jessica Morden","388","Newport East","Labour","1301","35896","30035","http://sexymp.co.uk/mp/431.jpg","W07000055","66094","Newport East","Wales"
"Katy Clark","389","North Ayrshire and Arran","Labour","1383","31074","29863","http://sexymp.co.uk/mp/112.jpg","S14000048","14445","North Ayrshire and Arran","Scotland"
"Alison McGovern","390","Wirral South","Labour","1301","34603","29257","http://sexymp.co.uk/mp/403.jpg","E14001043","65847","Wirral South","England"
"Anne McIntosh","391","Thirsk and Malton","Conservative","1548","25266","30233","http://sexymp.co.uk/mp/407.jpg","E14000993","65686","Thirsk and Malton","England"
"Chris Bryant","392","Rhondda","Labour","1463","3114","3345","http://sexymp.co.uk/mp/81.jpg","W07000052","66092","Rhondda","Wales"
"Kenneth Clarke","393","Rushcliffe","Conservative","1575","2732","3403","http://sexymp.co.uk/mp/113.jpg","E14000908","65736","Rushcliffe","England"
"Lorely Burt","394","Solihull","Liberal Democrat","1391","29365","29001","http://sexymp.co.uk/mp/92.jpg","E14000931","65879","Solihull","England"
"Paul Blomfield","395","Sheffield Central","Labour","1634","2409","3220","http://sexymp.co.uk/mp/57.jpg","E14000919","65957","Sheffield Central","England"
"Siobhain McDonagh","396","Mitcham and Morden","Labour","1285","33048","27869","http://sexymp.co.uk/mp/399.jpg","E14000823","66038","Mitcham and Morden","England"
"Joan Ruddock","397","Lewisham, Deptford","Labour","1330","30699","27901","http://sexymp.co.uk/mp/520.jpg","E14000789","66041","Lewisham, Deptford","England"
"Karen Lumley","398","Redditch","Conservative","1525","24922","29654","http://sexymp.co.uk/mp/379.jpg","E14000892","65700","Redditch","England"
"Andrea Leadsom","399","South Northamptonshire","Conservative","1497","25574","29614","http://sexymp.co.uk/mp/353.jpg","E14000942","65902","South Northamptonshire","England"
"Emma Reynolds","400","Wolverhampton North East","Labour","1281","36171","30606","http://sexymp.co.uk/mp/502.jpg","E14001049","65777","Wolverhampton North East","England"
"Greg Knight","401","East Yorkshire","Conservative","1575","2442","3106","http://sexymp.co.uk/mp/342.jpg","E14000683","65979","East Yorkshire","England"
"Tom Harris","402","Glasgow South","Labour","1655","2430","3394","http://sexymp.co.uk/mp/267.jpg","S14000034","14430","Glasgow South","Scotland"
"Kate Hoey","403","Vauxhall","Labour","1481","26860","30872","http://sexymp.co.uk/mp/291.jpg","E14001008","65825","Vauxhall","England"
"Rushanara Ali","404","Bethnal Green and Bow","Labour","1247","36455","29651","http://sexymp.co.uk/mp/11.jpg","E14000555","65853","Bethnal Green and Bow","England"
"Bob Ainsworth","405","Coventry North East","Labour","1667","2558","3644","http://sexymp.co.uk/mp/6.jpg","E14000649","65636","Coventry North East","England"
"Valerie Vaz","406","Walsall South","Labour","1257","35685","29507","http://sexymp.co.uk/mp/601.jpg","E14001012","65832","Walsall South","England"
"Yvette Cooper","407","Normanton, Pontefract and Castleford","Labour","1339","30440","28932","http://sexymp.co.uk/mp/125.jpg","E14000836","65918","Normanton, Pontefract and Castleford","England"
"Dawn Primarolo","408","Bristol South","Labour","1339","29092","27639","http://sexymp.co.uk/mp/487.jpg","E14000601","66031","Bristol South","England"
"Mark Durkan","409","Foyle","Social Democratic and Labour","1561","2551","3262","http://sexymp.co.uk/mp/176.jpg","N06000008","66131","Foyle","Northern Ireland"
"Rosie Winterton","410","Doncaster Central","Labour","1328","29924","28188","http://sexymp.co.uk/mp/637.jpg","E14000668","65621","Doncaster Central","England"
"Jenny Chapman","411","Darlington","Labour","1261","34832","29490","http://sexymp.co.uk/mp/107.jpg","E14000658","65802","Darlington","England"
"Catherin McKinnell","412","Newcastle upon Tyne North","Labour","1225","39738","31625","http://sexymp.co.uk/mp/409.jpg","E14000833","65664","Newcastle upon Tyne North","England"
"Mark Pawsey","413","Rugby","Conservative","1584","2327","3075","http://sexymp.co.uk/mp/474.jpg","E14000905","65656","Rugby","England"
"Austin Mitchell","414","Great Grimsby","Labour","1670","2356","3428","http://sexymp.co.uk/mp/427.jpg","E14000716","65600","Great Grimsby","England"
"Glyn Davies","415","Montgomeryshire","Conservative","1462","2634","3034","http://sexymp.co.uk/mp/148.jpg","W07000063","66111","Montgomeryshire","Wales"
"Louise Ellman","416","Liverpool, Riverside","Labour Co-operative","1324","29686","28294","http://sexymp.co.uk/mp/184.jpg","E14000793","66066","Liverpool, Riverside","England"
"Barbara Keeley","417","Worsley and Eccles South","Labour","1197","37553","28780","http://sexymp.co.uk/mp/335.jpg","E14001054","65757","Worsley and Eccles South","England"
"Loraine Fullbrook","418","South Ribble","Conservative","1498","24667","29902","http://sexymp.co.uk/mp/213.jpg","E14000943","65951","South Ribble","England"
"Fiona ODonnell","419","East Lothian","Labour","1365","28452","28892","http://sexymp.co.uk/mp/460.jpg","S14000020","14417","East Lothian","Scotland"
"Teresa Pearse","420","Erith and Thamesmead","Labour","1266","34246","29765","http://sexymp.co.uk/mp/475.jpg","E14000696","66023","Erith and Thamesmead","England"
"Mike Penning","421","Hemel Hempstead","Conservative","1556","2509","3260","http://sexymp.co.uk/mp/476.jpg","E14000739","65967","Hemel Hempstead","England"
"John Randall","422","Uxbridge and South Ruislip","Conservative","1615","2520","3520","http://sexymp.co.uk/mp/493.jpg","E14001007","65613","Uxbridge and South Ruislip","England"
"James Brokenshire","423","Old Bexley and Sidcup","Conservative","1430","2694","3029","http://sexymp.co.uk/mp/72.jpg","E14000869","65653","Old Bexley and Sidcup","England"
"Julie Elliot","424","Sunderland Central","Labour","1245","31975","27246","http://sexymp.co.uk/mp/181.jpg","E14000982","65586","Sunderland Central","England"
"Diana Johnson","425","Kingston upon Hull North","Labour","1306","29771","28081","http://sexymp.co.uk/mp/321.jpg","E14000772","65618","Kingston upon Hull North","England"
"Lindsay Hoyle","426","Chorley","Labour","1670","2349","3496","http://sexymp.co.uk/mp/303.jpg","E14000637","65792","Chorley","England"
"Alistair Carmichael","427","Orkney and Shetland","Liberal Democrat","1545","2515","3288","http://sexymp.co.uk/mp/102.jpg","S14000051","14448","Orkney and Shetland","Scotland"
"Tessa Munt","428","Wells","Liberal Democrat","1285","30671","28274","http://sexymp.co.uk/mp/444.jpg","E14001026","65560","Wells","England"
"Heidi Alexander","429","Lewisham East","Labour","1138","41595","29253","http://sexymp.co.uk/mp/10.jpg","E14000787","65705","Lewisham East","England"
"Kerry McCarthey","430","Bristol East","Labour","1231","34094","28813","http://sexymp.co.uk/mp/394.jpg","E14000599","65839","Bristol East","England"
"Yasmin Qureshi","431","Bolton South East","Labour","1298","29937","28422","http://sexymp.co.uk/mp/491.jpg","E14000579","65712","Bolton South East","England"
"Alex Cunningham","432","Stockton North","Labour","1520","2547","3277","http://sexymp.co.uk/mp/136.jpg","E14000970","65641","Stockton North","England"
"Nigel Dodds","433","Belfast North","Democratic Unionist","1658","2291","3484","http://sexymp.co.uk/mp/159.jpg","N06000002","66125","Belfast North","Northern Ireland"
"Gemma Doyle","434","West Dunbartonshire","Labour Co-operative","1202","36983","30664","http://sexymp.co.uk/mp/167.jpg","S14000059","14456","West Dunbartonshire","Scotland"
"Anne Milton","435","Guildford","Conservative","1534","23483","31353","http://sexymp.co.uk/mp/425.jpg","E14000719","65838","Guildford","England"
"Fiona Bruce","436","Congleton","Conservative","1481","24578","30828","http://sexymp.co.uk/mp/79.jpg","E14000646","65771","Congleton","England"
"Paul Goggins","437","Wythenshawe and Sale East","Labour","1606","2307","3343","http://sexymp.co.uk/mp/231.jpg","E14001059","65669","Wythenshawe and Sale East","England"
"Th!!r!!se Coffey","438","Suffolk Coastal","Conservative","1586","23438","33564","http://sexymp.co.uk/mp/120.jpg","E14000981","65607","Suffolk Coastal","England"
"John Hemmings","439","Birmingham, Yardley","Liberal Democrat","1585","2456","3510","http://sexymp.co.uk/mp/277.jpg","E14000568","65707","Birmingham, Yardley","England"
"Alison Seabeck","440","Plymouth, Moor View","Labour","1324","28211","29200","http://sexymp.co.uk/mp/528.jpg","E14000879","65974","Plymouth, Moor View","England"
"David Simpson","441","Upper Bann","Democratic Unionist","1555","2476","3442","http://sexymp.co.uk/mp/540.jpg","N06000017","66140","Upper Bann","Northern Ireland"
"Hazel Blears","442","Salford and Eccles","Labour","1340","27945","29772","http://sexymp.co.uk/mp/55.jpg","E14000911","65688","Salford and Eccles","England"
"Stephen Lloyd","443","Eastbourne","Liberal Democrat","1486","2413","3150","http://sexymp.co.uk/mp/368.jpg","E14000684","65714","Eastbourne","England"
"Joe Benton","444","Bootle","Labour","1594","2428","3584","http://sexymp.co.uk/mp/42.jpg","E14000581","65821","Bootle","England"
"Sarah Newton","445","Truro and Falmouth","Conservative","1371","25723","29075","http://sexymp.co.uk/mp/455.jpg","E14001003","65659","Truro and Falmouth","England"
"Margaret Curran","446","Glasgow East","Labour","1390","26310","30659","http://sexymp.co.uk/mp/139.jpg","S14000030","14426","Glasgow East","Scotland"
"Robert Neill","447","Bromley and Chislehurst","Conservative","1560","2250","3225","http://sexymp.co.uk/mp/453.jpg","E14000604","65954","Bromley and Chislehurst","England"
"Roberta Blackman-Woods","448","City of Durham","Labour","1281","30113","30195","http://sexymp.co.uk/mp/53.jpg","E14000641","66021","City of Durham","England"
"William McCrea","449","South Antrim","Democratic Unionist","1561","2350","3426","http://sexymp.co.uk/mp/398.jpg","N06000014","66137","South Antrim","Northern Ireland"
"Jon Trickett","450","Hemsworth","Labour","1528","2393","3376","http://sexymp.co.uk/mp/589.jpg","E14000740","66018","Hemsworth","England"
"David Hanson","451","Delyn","Labour","1537","2413","3443","http://sexymp.co.uk/mp/262.jpg","W07000042","66112","Delyn","Wales"
"Gary Streeter","452","South West Devon","Conservative","1549","2246","3254","http://sexymp.co.uk/mp/566.jpg","E14000950","65775","South West Devon","England"
"Stephen Mosley","453","City of Chester","Conservative","1507","2310","3194","http://sexymp.co.uk/mp/438.jpg","E14000640","65734","City of Chester","England"
"Meg Hillier","454","Hackney South and Shoreditch","Labour Co-operative","1208","30820","28295","http://sexymp.co.uk/mp/285.jpg","E14000721","65752","Hackney South and Shoreditch","England"
"Laura Sandys","455","South Thanet","Conservative","1503","23129","32069","http://sexymp.co.uk/mp/525.jpg","E14000948","65829","South Thanet","England"
"Mary Glendon","456","North Tyneside","Labour","1349","26337","30213","http://sexymp.co.uk/mp/229.jpg","E14000853","65720","North Tyneside","England"
"Jim Sheridan","457","Paisley and Renfrewshire North","Labour","1545","2445","3569","http://sexymp.co.uk/mp/537.jpg","S14000052","14449","Paisley and Renfrewshire North","Scotland"
"Tom Clarke","458","Coatbridge, Chryston and Bellshill","Labour","1589","2479","3822","http://sexymp.co.uk/mp/114.jpg","S14000011","14408","Coatbridge, Chryston and Bellshill","Scotland"
"Dave Watts","459","St Helens North","Labour","1568","2347","3547","http://sexymp.co.uk/mp/612.jpg","E14000962","66073","St Helens North","England"
"Gerald Kaufman","460","Manchester, Gorton","Labour","1571","2509","3823","http://sexymp.co.uk/mp/333.jpg","E14000808","65834","Manchester, Gorton","England"
"William Bain","461","Glasgow North East","Labour","1473","2467","3388","http://sexymp.co.uk/mp/22.jpg","S14000032","14428","Glasgow North East","Scotland"
"Margaret Hodge","462","Barking","Labour","1398","24455","30819","http://sexymp.co.uk/mp/289.jpg","E14000540","65662","Barking","England"
"Phil Wilson","463","Sedgefield","Labour","1493","2347","3319","http://sexymp.co.uk/mp/633.jpg","E14000915","65763","Sedgefield","England"
"Stephen Hepburn","464","Jarrow","Labour","1524","2280","3369","http://sexymp.co.uk/mp/281.jpg","E14000765","66026","Jarrow","England"
"Margaret Ritchie","465","South Down","Social Democratic and Labour","1497","2382","3413","http://sexymp.co.uk/mp/506.jpg","N06000015","66138","South Down","Northern Ireland"
"Diane Abbott","466","Hackney North and Stoke Newington","Labour","1443","24298","32869","http://sexymp.co.uk/mp/2.jpg","E14000720","65550","Hackney North and Stoke Newington","England"
"Gisela Stuart","467","Birmingham, Edgbaston","Labour","1429","24029","32084","http://sexymp.co.uk/mp/569.jpg","E14000560","65931","Birmingham, Edgbaston","England"
"Harriet Harman","468","Camberwell and Peckham","Labour","1253","28323","29825","http://sexymp.co.uk/mp/263.jpg","E14000615","65913","Camberwell and Peckham","England"
"Ian Lavery","469","Wansbeck","Labour","1492","2372","3426","http://sexymp.co.uk/mp/350.jpg","E14001014","65631","Wansbeck","England"
"Graham Allen","470","Nottingham North","Labour","1517","2279","3395","http://sexymp.co.uk/mp/12.jpg","E14000866","65643","Nottingham North","England"
"Michelle Gildernew","471","Fermanagh and South Tyrone","Sinn Fein","1432","24877","33621","http://sexymp.co.uk/mp/224.jpg","N06000007","66130","Fermanagh and South Tyrone","Northern Ireland"
"Helen Jones","472","Warrington North","Labour","1331","25712","30600","http://sexymp.co.uk/mp/327.jpg","E14001017","65874","Warrington North","England"
"Frank Dobson","473","Holborn and St Pancras","Labour","1508","2494","3700","http://sexymp.co.uk/mp/157.jpg","E14000750","65824","Holborn and St Pancras","England"
"Henry Bellingham","474","North West Norfolk","Conservative","1444","2361","3253","http://sexymp.co.uk/mp/40.jpg","E14000859","65713","North West Norfolk","England"
"Alisdair McDonnell","475","Belfast South","Social Democratic and Labour","1517","2333","3505","http://sexymp.co.uk/mp/400.jpg","N06000003","66126","Belfast South","Northern Ireland"
"Edward Miliband","476","Doncaster North","Labour","1405","3511","4624","http://sexymp.co.uk/mp/421.jpg","E14000669","65672","Doncaster North","England"
"Shaun Woodward","477","St Helens South and Whiston","Labour","1563","2344","3705","http://sexymp.co.uk/mp/642.jpg","E14000963","65732","St Helens South and Whiston","England"
"Jim Hood","478","Lanark and Hamilton East","Labour","1515","2330","3506","http://sexymp.co.uk/mp/295.jpg","S14000042","14438","Lanark and Hamilton East","Scotland"
"Si!!n James","479","Swansea East","Labour","1340","25596","31086","http://sexymp.co.uk/mp/315.jpg","W07000048","66091","Swansea East","Wales"
"Lee Scott","480","Ilford North","Conservative","1488","2142","3128","http://sexymp.co.uk/mp/527.jpg","E14000759","65630","Ilford North","England"
"John Thurso","481","Caithness, Sutherland and Easter Ross","Liberal Democrat","1518","2409","3641","http://sexymp.co.uk/mp/584.jpg","S14000009","14406","Caithness, Sutherland and Easter Ross","Scotland"
"Andrew Tyrie","482","Chichester","Conservative","1468","2181","3130","http://sexymp.co.uk/mp/595.jpg","E14000633","65558","Chichester","England"
"Gregory Barker","483","Bexhill and Battle","Conservative","1464","2188","3137","http://sexymp.co.uk/mp/30.jpg","E14000557","65845","Bexhill and Battle","England"
"George Mudie","484","Leeds East","Labour","1551","2281","3595","http://sexymp.co.uk/mp/440.jpg","E14000778","65941","Leeds East","England"
"Gerry Sutcliffe","485","Bradford South","Labour","1495","2328","3453","http://sexymp.co.uk/mp/573.jpg","E14000588","65995","Bradford South","England"
"Mary Creagh","486","Wakefield","Labour","1221","28571","29628","http://sexymp.co.uk/mp/130.jpg","E14001009","65733","Wakefield","England"
"Pat Glass","487","North West Durham","Labour","1358","24652","31360","http://sexymp.co.uk/mp/227.jpg","E14000856","65859","North West Durham","England"
"Ed Balls","488","Morley and Outwood","Labour Co-operative","1426","2698","3762","http://sexymp.co.uk/mp/27.jpg","E14000826","65735","Morley and Outwood","England"
"Mark Hendrick","489","Preston","Labour Co-operative","1461","2359","3420","http://sexymp.co.uk/mp/279.jpg","E14000885","65673","Preston","England"
"David Crausby","490","Bolton North East","Labour","1491","2307","3472","http://sexymp.co.uk/mp/129.jpg","E14000578","65646","Bolton North East","England"
"Kate Green","491","Stretford and Urmston","Labour","1324","25569","31284","http://sexymp.co.uk/mp/242.jpg","E14000979","65911","Stretford and Urmston","England"
"Linda Riordin","492","Halifax","Labour Co-operative","1413","23465","32274","http://sexymp.co.uk/mp/505.jpg","E14000723","65599","Halifax","England"
"Graham Stringer","493","Blackley and Broughton","Labour","1522","2202","3447","http://sexymp.co.uk/mp/568.jpg","E14000571","65583","Blackley and Broughton","England"
"Lyn Brown","494","West Ham","Labour","1351","24809","31678","http://sexymp.co.uk/mp/75.jpg","E14001032","66058","West Ham","England"
"Oliver Colville","495","Plymouth, Sutton and Devonport","Conservative","1504","2176","3354","http://sexymp.co.uk/mp/122.jpg","E14000880","65737","Plymouth, Sutton and Devonport","England"
"Geraint Davies","496","Swansea West","Labour Co-operative","1444","2347","3373","http://sexymp.co.uk/mp/147.jpg","W07000047","66118","Swansea West","Wales"
"Patrick McClaughlin","497","Derbyshire Dales","Conservative","1515","2121","3309","http://sexymp.co.uk/mp/410.jpg","E14000664","65799","Derbyshire Dales","England"
"Chi Onwurah","498","Newcastle upon Tyne Central","Labour","1442","22550","32387","http://sexymp.co.uk/mp/463.jpg","E14000831","66055","Newcastle upon Tyne Central","England"
"Tim Farron","499","Westmorland and Lonsdale","Liberal Democrat","1388","2649","3580","http://sexymp.co.uk/mp/198.jpg","E14001037","65963","Westmorland and Lonsdale","England"
"Nicholas Soames","500","Mid Sussex","Conservative","1430","2424","3453","http://sexymp.co.uk/mp/554.jpg","E14000817","65999","Mid Sussex","England"
"Nicholas Brown","501","Newcastle upon Tyne East","Labour","1496","2426","3728","http://sexymp.co.uk/mp/76.jpg","E14000832","65594","Newcastle upon Tyne East","England"
"David Amess","502","Southend West","Conservative","1397","2303","3155","http://sexymp.co.uk/mp/13.jpg","E14000957","65876","Southend West","England"
"Ian Davidson","503","Glasgow South West","Labour Co-operative","1529","2237","3566","http://sexymp.co.uk/mp/145.jpg","S14000035","14431","Glasgow South West","Scotland"
"Yvonne Fovargue","504","Makerfield","Labour","1333","24828","31473","http://sexymp.co.uk/mp/207.jpg","E14000805","65645","Makerfield","England"
"David Heath","505","Somerton and Frome","Liberal Democrat","1526","2339","3730","http://sexymp.co.uk/mp/275.jpg","E14000932","65812","Somerton and Frome","England"
"Sharon Hodgeson","506","Washington and Sunderland West","Labour","1196","29486","30522","http://sexymp.co.uk/mp/290.jpg","E14001020","66049","Washington and Sunderland West","England"
"Stuart Bell","507","Middlesbrough","Labour","1715","1772","3392","http://sexymp.co.uk/mp/39.jpg","E14000819","65998","Middlesbrough","England"
"Peter Tapsel","508","Louth and Horncastle","Conservative","1509","2139","3354","http://sexymp.co.uk/mp/580.jpg","E14000798","65987","Louth and Horncastle","England"
"Tessa Jowell","509","Dulwich and West Norwood","Labour","1432","23200","33460","http://sexymp.co.uk/mp/331.jpg","E14000673","65808","Dulwich and West Norwood","England"
"Cathy Jamieson","510","Kilmarnock and Loudoun","Labour Co-operative","1343","25257","32864","http://sexymp.co.uk/mp/316.jpg","S14000040","14436","Kilmarnock and Loudoun","Scotland"
"David Blunkett","511","Sheffield, Brightside and Hillsborough","Labour","1466","2369","3591","http://sexymp.co.uk/mp/58.jpg","E14000921","65601","Sheffield, Brightside and Hillsborough","England"
"Mike Hancock","512","Portsmouth South","Liberal Democrat","1464","2311","3502","http://sexymp.co.uk/mp/260.jpg","E14000884","66014","Portsmouth South","England"
"Jonathan Evans","513","Cardiff North","Conservative","1433","2238","3288","http://sexymp.co.uk/mp/192.jpg","W07000051","66120","Cardiff North","Wales"
"Angela Eagle","514","Wallasey","Labour","1461","21611","32932","http://sexymp.co.uk/mp/177.jpg","E14001010","65635","Wallasey","England"
"Maria Eagle","515","Garston and Halewood","Labour","1404","22406","31930","http://sexymp.co.uk/mp/178.jpg","E14000708","65900","Garston and Halewood","England"
"Gerald Howarth","516","Aldershot","Conservative","1483","2103","3279","http://sexymp.co.uk/mp/301.jpg","E14000530","65730","Aldershot","England"
"Angela Smith","517","Penistone and Stocksbridge","Labour","1448","21717","32716","http://sexymp.co.uk/mp/547.jpg","E14000876","66002","Penistone and Stocksbridge","England"
"Chris Williamson","518","Derby North","Labour","1514","2196","3578","http://sexymp.co.uk/mp/630.jpg","E14000662","66070","Derby North","England"
"David Wright","519","Telford","Labour","1467","2349","3637","http://sexymp.co.uk/mp/643.jpg","E14000989","65992","Telford","England"
"Brian Binley","520","Northampton South","Conservative","1558","2051","3506","http://sexymp.co.uk/mp/50.jpg","E14000862","65910","Northampton South","England"
"Martin McGuinness","521","Mid Ulster","Sinn Fein","1528","2184","3648","http://sexymp.co.uk/mp/405.jpg","N06000010","66133","Mid Ulster","Northern Ireland"
"Angie Bray","522","Ealing Central and Acton","Conservative","1407","22756","33255","http://sexymp.co.uk/mp/67.jpg","E14000674","65755","Ealing Central and Acton","England"
"Pat McFadden","523","Wolverhampton South East","Labour","1482","2243","3584","http://sexymp.co.uk/mp/402.jpg","E14001050","65593","Wolverhampton South East","England"
"Alan Haselhurst","524","Saffron Walden","Conservative","1540","2018","3441","http://sexymp.co.uk/mp/270.jpg","E14000910","65654","Saffron Walden","England"
"Mark Hunter","525","Cheadle","Liberal Democrat","1370","2301","3264","http://sexymp.co.uk/mp/308.jpg","E14000627","65727","Cheadle","England"
"Ann Coffey","526","Stockport","Labour","1350","22977","31899","http://sexymp.co.uk/mp/119.jpg","E14000969","65606","Stockport","England"
"Ann Clwyd","527","Cynon Valley","Labour","1351","22932","32034","http://sexymp.co.uk/mp/117.jpg","W07000070","66105","Cynon Valley","Wales"
"Vernon Coaker","528","Gedling","Labour","1477","2255","3652","http://sexymp.co.uk/mp/118.jpg","E14000710","65551","Gedling","England"
"Julian Lewis","529","New Forest East","Conservative","1440","2237","3498","http://sexymp.co.uk/mp/364.jpg","E14000827","65556","New Forest East","England"
"Elfyn Llwyd","530","Dwyfor Meirionnydd","Plaid Cymru","1477","2245","3653","http://sexymp.co.uk/mp/370.jpg","W07000061","66096","Dwyfor Meirionnydd","Wales"
"Richard Burden","531","Birmingham, Northfield","Labour","1509","2071","3507","http://sexymp.co.uk/mp/84.jpg","E14000565","65966","Birmingham, Northfield","England"
"Andrew Love","532","Edmonton","Labour Co-operative","1460","2181","3515","http://sexymp.co.uk/mp/375.jpg","E14000687","65570","Edmonton","England"
"Geoffrey Clifton-Brown","533","The Cotswolds","Conservative","1357","2201","3163","http://sexymp.co.uk/mp/116.jpg","E14000991","65789","The Cotswolds","England"
"Stephen Timms","534","East Ham","Labour","1555","2151","3854","http://sexymp.co.uk/mp/585.jpg","E14000679","65573","East Ham","England"
"Mike Weir","535","Angus","Scottish National Party","1445","2220","3541","http://sexymp.co.uk/mp/615.jpg","S14000004","14401","Angus","Scotland"
"John Bercow","536","Buckingham","Bi-Curious","1296","2653","3546","http://sexymp.co.uk/mp/44.jpg","E14000608","65909","Buckingham","England"
"Virendra Sharma","537","Ealing, Southall","Labour","1565","2101","3826","http://sexymp.co.uk/mp/533.jpg","E14000676","65794","Ealing, Southall","England"
"Paul Uppal","538","Wolverhampton South West","Conservative","1396","2158","3273","http://sexymp.co.uk/mp/597.jpg","E14001051","65948","Wolverhampton South West","England"
"David Evennett","539","Bexleyheath and Crayford","Conservative","1466","2009","3306","http://sexymp.co.uk/mp/194.jpg","E14000558","65611","Bexleyheath and Crayford","England"
"Norman Lamb","540","North Norfolk","Liberal Democrat","1445","2145","3447","http://sexymp.co.uk/mp/345.jpg","E14000848","65872","North Norfolk","England"
"Paul Flynn","541","Newport West","Labour","1520","2176","3816","http://sexymp.co.uk/mp/205.jpg","W07000056","66099","Newport West","Wales"
"Richard Harrington","542","Watford","Conservative","1440","2105","3386","http://sexymp.co.uk/mp/265.jpg","E14001021","65626","Watford","England"
"Frank Roy","543","Motherwell and Wishaw","Labour","1494","2160","3684","http://sexymp.co.uk/mp/516.jpg","S14000047","14443","Motherwell and Wishaw","Scotland"
"Gordon Brown","544","Kirkcaldy and Cowdenbeath","Labour","1256","3126","4007","http://sexymp.co.uk/mp/74.jpg","S14000041","14437","Kirkcaldy and Cowdenbeath","Scotland"
"Wayne David","545","Caerphilly","Labour","1582","2035","3834","http://sexymp.co.uk/mp/144.jpg","W07000076","66106","Caerphilly","Wales"
"Guto Bebb","546","Aberconwy","Conservative","1430","2208","3552","http://sexymp.co.uk/mp/35.jpg","W07000058","66085","Aberconwy","Wales"
"Jim Dobbin","547","Heywood and Middleton","Labour Co-operative","1519","2095","3740","http://sexymp.co.uk/mp/156.jpg","E14000747","65814","Heywood and Middleton","England"
"Keith Vaz","548","Leicester East","Labour","1440","2483","4079","http://sexymp.co.uk/mp/600.jpg","E14000782","65807","Leicester East","England"
"Eric Pickles","549","Brentwood and Ongar","Conservative","1447","2208","3671","http://sexymp.co.uk/mp/483.jpg","E14000594","65685","Brentwood and Ongar","England"
"Steve Webb","550","Thornbury and Yate","Liberal Democrat","1509","2113","3756","http://sexymp.co.uk/mp/614.jpg","E14000994","65905","Thornbury and Yate","England"
"Karen Buck","551","Westminster North","Labour","1313","22470","31895","http://sexymp.co.uk/mp/82.jpg","E14001036","65851","Westminster North","England"
"Nia Griffith","552","Llanelli","Labour","1416","2217","3574","http://sexymp.co.uk/mp/246.jpg","W07000045","66117","Llanelli","Wales"
"Caroline Lucas","553","Brighton, Pavilion","Green Party","1301","25202","35470","http://sexymp.co.uk/mp/376.jpg","E14000598","65787","Brighton, Pavilion","England"
"Nick Raynsford","554","Greenwich and Woolwich","Labour","1472","2112","3650","http://sexymp.co.uk/mp/494.jpg","E14000718","65837","Greenwich and Woolwich","England"
"Jim Dowd","555","Lewisham West and Penge","Labour","1491","2049","3622","http://sexymp.co.uk/mp/166.jpg","E14000788","65616","Lewisham West and Penge","England"
"Heather Wheeler","556","South Derbyshire","Conservative","1519","20813","37838","http://sexymp.co.uk/mp/617.jpg","E14000935","65762","South Derbyshire","England"
"Ann McKechin","557","Glasgow North","Labour","1305","22463","32067","http://sexymp.co.uk/mp/408.jpg","S14000031","14427","Glasgow North","Scotland"
